,avg_qscore,avg_qscore_0.025,avg_qscore_0.25,avg_qscore_0.5,avg_qscore_0.75,avg_qscore_0.975,coverage_50,coverage_95,mae_q0.5
"ensemble | quant_reg_2015_sk, lightgbm_dummy_2021",1.8505230325780027,0.9943210820073275,2.8063348840533755,2.991520223792598,2.1555770642011796,0.3048619088355298,0.3571428571428572,0.7619047619047619,2991.5202237925982
"ensemble | quant_reg_2015_sk, quant_reg_2015_sm",2.4996406211522393,0.5422161138691567,3.776679664709941,4.07767761005958,3.0566593122040806,1.0449704049184414,0.3333333333333333,0.857142857142857,4077.6776100595785
"ensemble | quant_reg_2015_sk, quant_reg_2018_sk",2.3161660586144177,0.4714204282407403,3.5391830357142853,4.045271825396826,3.0148221726190476,0.5101328311011909,0.39285714285714285,0.8809523809523808,4045.271825396826
"ensemble | quant_reg_2015_sk, quant_reg_2018_sm",2.3894426807736298,0.47892922566715257,3.5242968915053905,3.9393105594605866,2.9748988364707727,1.0297778907642434,0.35714285714285715,0.8809523809523808,3939.3105594605872
"ensemble | quant_reg_2015_sk, xgboost_dummy_2019",1.872472662837922,0.4260913736979166,2.590242420014881,3.2525559818328387,2.654390857514881,0.4390826811290926,0.4880952380952381,0.9166666666666666,3252.5559818328393
"ensemble | quant_reg_2015_sk, xgboost_dummy_2020",1.8273362286861363,0.3984515276227678,2.5527088681175596,3.15953777591766,2.5828279041108635,0.4431550676618307,0.5357142857142857,0.9523809523809523,3159.53777591766
"ensemble | quant_reg_2015_sk, xgboost_dummy_2021",1.7748318185763892,0.3752073428199405,2.409153576078869,3.0175588650173624,2.621413306826637,0.4508260021391372,0.511904761904762,0.9523809523809523,3017.5588650173618
"ensemble | quant_reg_2015_sm, grad_boost_2015_dummy",2.351777883430717,0.6146854460314256,3.367170546735596,3.9571903347063944,2.8502199486581277,0.9696231410220385,0.2619047619047619,0.8452380952380951,3957.1903347063935
"ensemble | quant_reg_2015_sm, grad_boost_2015_fturs",2.367254924201266,0.6064951501669141,3.3564839859266535,4.035548517112475,2.8686276698956994,0.9691192979045892,0.23809523809523808,0.8333333333333333,4035.5485171124756
"ensemble | quant_reg_2015_sm, grad_boost_2018_dummy",2.2794068355596133,0.5833767246009546,3.262116072205856,3.791341994585603,2.7967252352781657,0.9634741511274897,0.25,0.8452380952380951,3791.3419945856012
"ensemble | quant_reg_2015_sm, grad_boost_2018_fturs",2.2603318905483496,0.5316870147556934,3.0993915835137,3.8648648152006966,2.842646299735391,0.9630697395362694,0.2619047619047619,0.8214285714285713,3864.864815200696
"ensemble | quant_reg_2015_sm, lightgbm_dummy_2019",2.092327601450321,1.050575338230023,2.9131019803697704,3.299373655517363,2.362417088176222,0.8361699449582264,0.2857142857142857,0.7380952380952382,3299.3736555173627
"ensemble | quant_reg_2015_sm, lightgbm_dummy_2020",2.0483233751523566,1.0495186893572837,2.885671076912262,3.2031210665043406,2.2695981193681187,0.8337079236197785,0.2976190476190476,0.7380952380952382,3203.1210665043404
"ensemble | quant_reg_2015_sm, lightgbm_dummy_2021",2.032016887617359,1.0015151720586015,2.8297848249595403,3.165098524153099,2.3290129069734884,0.8346730099420684,0.2738095238095238,0.761904761904762,3165.098524153099
"ensemble | quant_reg_2015_sm, quant_reg_2018_sm",2.5321833004692667,0.4998539704922602,3.522534412589203,4.026194889179978,3.054883669521256,1.5574495605636365,0.3452380952380953,0.8809523809523808,4026.194889179978
"ensemble | quant_reg_2015_sm, xgboost_dummy_2019",2.0276684765834987,0.43818129708211284,2.62114456142649,3.408017666939906,2.7042445065405003,0.9667543509284858,0.4404761904761905,0.9166666666666666,3408.0176669399066
"ensemble | quant_reg_2015_sm, xgboost_dummy_2020",1.9867258021087333,0.4103256771575376,2.5848569818418,3.3110839877494946,2.6565356263336097,0.9708267374612242,0.46428571428571436,0.9523809523809523,3311.0839877494946
"ensemble | quant_reg_2015_sm, xgboost_dummy_2021",1.9432949749593307,0.3870814923547102,2.454540329630633,3.1913589337376345,2.7049964471351453,0.9784976719385307,0.5,0.9523809523809523,3191.3589337376347
"ensemble | quant_reg_2018_sk, grad_boost_2015_dummy",2.1141842347195223,0.5285665130434885,3.105373738297754,3.743539183179609,2.7586561718719715,0.43478556720478795,0.3095238095238095,0.8452380952380951,3743.539183179608
"ensemble | quant_reg_2018_sk, grad_boost_2015_fturs",2.1320274391245175,0.5251430608162202,3.1071170553743674,3.8081969620021012,2.785398393342561,0.4342817240873386,0.2857142857142857,0.8333333333333333,3808.196962002102
"ensemble | quant_reg_2018_sk, grad_boost_2018_dummy",2.0677186220074324,0.5014204265261455,3.0412642031878376,3.651282106988653,2.7159897960242887,0.4286365773102391,0.3333333333333333,0.869047619047619,3651.2821069886527
"ensemble | quant_reg_2018_sk, grad_boost_2018_fturs",2.0600297640282337,0.4647301619619798,2.9118688231563077,3.7351270306000495,2.760190638703812,0.42823216571901873,0.32142857142857145,0.8452380952380951,3735.1270306000483
"ensemble | quant_reg_2018_sk, lightgbm_dummy_2019",1.8404494756362955,0.9530649610950761,2.7006565736134456,3.0834200625459225,2.153581968274414,0.311523812652618,0.380952380952381,0.7619047619047619,3083.4200625459225
"ensemble | quant_reg_2018_sk, lightgbm_dummy_2020",1.7924682187558205,0.9534867700333524,2.687783406661773,2.9745224328019053,2.0512623190552715,0.2952861652267996,0.42857142857142855,0.7857142857142857,2974.522432801906
"ensemble | quant_reg_2018_sk, lightgbm_dummy_2021",1.7772905540993267,0.9085744559238292,2.642571270601862,2.9392595453885977,2.091267912415465,0.3047795861668791,0.41666666666666663,0.7738095238095237,2939.2595453885974
"ensemble | quant_reg_2018_sk, quant_reg_2015_sm",2.3959401010122425,0.492345173065848,3.5279638416430927,3.945404239747604,2.976182749704081,1.0378045009005843,0.35714285714285715,0.8809523809523808,3945.4042397476037
"ensemble | quant_reg_2018_sk, quant_reg_2018_sm",2.298450239170453,0.44073454139602103,3.2974823501627464,3.837000043576338,2.8944222739707723,1.022611986746386,0.380952380952381,0.9047619047619049,3837.0000435763372
"ensemble | quant_reg_2018_sk, xgboost_dummy_2019",1.815025251710276,0.4027962792452047,2.4683175223214286,3.191315871465774,2.580779808407738,0.4319167771112355,0.5119047619047619,0.9285714285714285,3191.315871465773
"ensemble | quant_reg_2018_sk, xgboost_dummy_2020",1.7744992786613345,0.38781950877356125,2.452498953683036,3.0881509951636903,2.5080377720424103,0.43598916364397367,0.5357142857142858,0.9523809523809523,3088.15099516369
"ensemble | quant_reg_2018_sk, xgboost_dummy_2021",1.7181598332093253,0.36457532397073394,2.3120437825520836,2.929583217075893,2.540936744326637,0.4436600981212802,0.5595238095238095,0.9523809523809523,2929.5832170758927
"ensemble | quant_reg_2018_sm, grad_boost_2015_dummy",2.2292476552648983,0.5332184983214777,3.0957723433275057,3.786846858386292,2.7759699494213765,0.9544306268678404,0.2619047619047619,0.8452380952380951,3786.8468583862923
"ensemble | quant_reg_2018_sm, grad_boost_2015_fturs",2.240671406599179,0.5260446818414155,3.0819004962911376,3.850528534608956,2.790956536503994,0.953926783750391,0.2738095238095238,0.857142857142857,3850.5285346089554
"ensemble | quant_reg_2018_sm, grad_boost_2018_dummy",2.1798678871001775,0.5063196008627108,3.028583816975543,3.6681804641311393,2.747973916558201,0.9482816369732915,0.2738095238095238,0.869047619047619,3668.180464131139
"ensemble | quant_reg_2018_sm, grad_boost_2018_fturs",2.165917751966567,0.45557893155522156,2.888055311905407,3.74418230997471,2.7938949810154257,0.9478772253820712,0.32142857142857145,0.8809523809523808,3744.1823099747094
"ensemble | quant_reg_2018_sm, lightgbm_dummy_2019",2.00993750304449,0.930112032936341,2.722509035765276,3.238452622562499,2.3345411550591253,0.824072668899207,0.3214285714285715,0.7857142857142857,3238.4526225625
"ensemble | quant_reg_2018_sm, lightgbm_dummy_2020",1.969863746196928,0.9373450889562012,2.7045845656900167,3.145040675391649,2.240737753386015,0.8216106475607587,0.33333333333333337,0.7857142857142857,3145.040675391649
"ensemble | quant_reg_2018_sm, lightgbm_dummy_2021",1.9572085654686944,0.8919096859168432,2.6601932781835638,3.1038412401100652,2.307522889249952,0.8225757338830484,0.3333333333333333,0.7857142857142857,3103.841240110065
"ensemble | quant_reg_2018_sm, xgboost_dummy_2019",1.971458244971675,0.4064419811632162,2.501838810316471,3.3413404062366703,2.6561081903677333,0.9515618367742877,0.47619047619047616,0.9285714285714285,3341.3404062366703
"ensemble | quant_reg_2018_sm, xgboost_dummy_2020",1.9361793647130163,0.3952441458991983,2.4810608001090055,3.242813783455071,2.606143870794782,0.955634223307026,0.511904761904762,0.9523809523809523,3242.8137834550716
"ensemble | quant_reg_2018_sm, xgboost_dummy_2021",1.8886225203322253,0.371999961096371,2.3632716198607815,3.1011189943778588,2.643416868541785,0.9633051577843323,0.5238095238095238,0.9523809523809523,3101.1189943778586
"ensemble | xgboost_dummy_2019, xgboost_dummy_2020",1.6822022056361607,0.41739666806175607,2.3386845005580352,2.8851810360863093,2.4048098028273808,0.36493902064732175,0.5833333333333333,0.9404761904761904,2885.181036086309
"ensemble | xgboost_dummy_2019, xgboost_dummy_2021",1.6346465243675596,0.40398405645461316,2.31961242094494,2.7776210472470235,2.2994051571800598,0.37260994001116104,0.6428571428571429,0.9523809523809523,2777.6210472470234
"ensemble | xgboost_dummy_2020, xgboost_dummy_2021",1.6122501953125,0.3859341773623512,2.3015945638020834,2.738462472098214,2.2585774274553576,0.37668233584449434,0.619047619047619,0.9523809523809523,2738.4624720982138
