,avg_qscore,avg_qscore_0.025,avg_qscore_0.25,avg_qscore_0.5,avg_qscore_0.75,avg_qscore_0.975,coverage_50,coverage_95,mae_q0.5
"ensemble | bench_same_month, lightgbm_dummy_2020",1.7876284380664227,0.8940992536936767,2.6674281522495673,2.9495687928226415,2.0338122413596498,0.393233750206579,0.39285714285714285,0.7142857142857144,2949.568792822641
"ensemble | bench_same_month, lightgbm_dummy_2021",1.7777045385897172,0.8641568941659153,2.6468439591284256,2.947439340885846,2.0150375181562237,0.4150449806121762,0.39285714285714285,0.7142857142857144,2947.439340885846
"ensemble | bench_same_month, mstl_0.5",1.4777509538199547,0.39862015571440557,1.9819898085493357,2.537506774658062,2.087892183874961,0.3827458463030076,0.619047619047619,0.9642857142857144,2537.506774658062
"ensemble | bench_same_month, mstl_1",1.528178562848815,0.45220824829268164,1.992319712314542,2.531537583073382,2.2445171730830618,0.42031009748040865,0.6904761904761905,0.9761904761904763,2531.537583073382
"ensemble | bench_same_month, quant_reg_2015_sk",2.0791693752480165,0.5104095070684523,3.0045636160714286,3.627357638888892,2.8185797991071437,0.43493631510416714,0.38095238095238093,0.9285714285714286,3627.357638888891
"ensemble | bench_same_month, quant_reg_2015_sm",2.201497841588138,0.523372942345148,2.9713882659829554,3.6779400552306933,2.8721799594783337,0.9626079849035605,0.3452380952380952,0.9285714285714286,3677.940055230694
"ensemble | bench_same_month, quant_reg_2018_sk",1.98406866468254,0.49034355964781745,2.8130011160714288,3.4586145833333335,2.7306136532738097,0.42777041108631,0.41666666666666663,0.9404761904761906,3458.6145833333335
"ensemble | bench_same_month, quant_reg_2018_sm",2.110651346165123,0.49607176813142256,2.7886077433608736,3.5113775879238838,2.8097841606600755,0.9474154707493623,0.35714285714285715,0.9404761904761906,3511.3775879238847
"ensemble | bench_same_month, xgboost_dummy_2019",1.7400808197079614,0.5145842978050595,2.3322187499999996,3.05238367280506,2.4444971168154765,0.35672026111421157,0.5,0.9523809523809524,3052.383672805059
"ensemble | bench_same_month, xgboost_dummy_2020",1.7032699975353423,0.5185302869233632,2.2385289946056544,2.991495349702381,2.407002708798363,0.3607926476469497,0.5357142857142858,0.9404761904761905,2991.495349702381
"ensemble | bench_same_month, xgboost_dummy_2021",1.7095435078124999,0.49113343284970246,2.192360886346726,3.003323544456845,2.49243609328497,0.36846358212425623,0.511904761904762,0.9642857142857143,3003.3235444568454
"ensemble | grad_boost_2015_dummy, grad_boost_2018_dummy",2.0921348956220664,0.7918678611480541,3.1744105105682925,3.612719198470571,2.5212216904917204,0.36045521743169323,0.2976190476190476,0.761904761904762,3612.7191984705705
"ensemble | grad_boost_2015_dummy, lightgbm_dummy_2019",1.9459216236027925,1.4667241960419592,2.8806257940628583,3.040731143042083,2.02787629896326,0.31365068590380146,0.3095238095238095,0.6071428571428571,3040.7311430420837
"ensemble | grad_boost_2015_dummy, lightgbm_dummy_2020",1.8920796763821948,1.421971993711746,2.8447239232848625,2.937574040786045,1.9644094060659218,0.29171901806239947,0.3333333333333333,0.619047619047619,2937.5740407860453
"ensemble | grad_boost_2015_dummy, lightgbm_dummy_2021",1.8930104899147444,1.415932587996713,2.8267310569377377,2.926250190498067,1.9770834373363844,0.31905517680482237,0.32142857142857145,0.5714285714285714,2926.250190498067
"ensemble | grad_boost_2015_dummy, xgboost_dummy_2019",1.7450054326047246,0.5035583170539568,2.3534327219649707,3.083530522205945,2.420770184566062,0.36373541723268976,0.45238095238095244,0.8690476190476192,3083.5305222059446
"ensemble | grad_boost_2015_dummy, xgboost_dummy_2020",1.693213877422193,0.4478482492002292,2.2838545882679684,3.0084036241493615,2.358155121727976,0.3678078037654279,0.4404761904761905,0.880952380952381,3008.403624149361
"ensemble | grad_boost_2015_dummy, xgboost_dummy_2021",1.7044098474999114,0.3953144422882056,2.2992020082700613,3.000091705058378,2.4519623436401785,0.37547873824273437,0.45238095238095244,0.9166666666666666,3000.0917050583785
"ensemble | grad_boost_2015_fturs, grad_boost_2015_dummy",2.317616948617039,0.9541928078428795,3.5635202908385573,4.05320161749635,2.651069662698614,0.3661003642087928,0.25000000000000006,0.7380952380952381,4053.201617496349
"ensemble | grad_boost_2015_fturs, grad_boost_2018_dummy",2.1124124558812825,0.8434902664144743,3.158056060660379,3.670323997511333,2.530240580505979,0.3599513743142439,0.34523809523809523,0.7738095238095238,3670.323997511333
"ensemble | grad_boost_2015_fturs, grad_boost_2018_fturs",2.1444933166198252,0.9520262580854458,3.137427915790777,3.726486515836901,2.5469789306629798,0.35954696272302344,0.3095238095238095,0.75,3726.4865158369003
"ensemble | grad_boost_2015_fturs, lightgbm_dummy_2019",1.9684070437012018,1.553533248614521,2.8859130973229896,3.0897340304970915,2.0123942682841043,0.3004605737873026,0.3095238095238095,0.5833333333333333,3089.734030497092
"ensemble | grad_boost_2015_fturs, lightgbm_dummy_2020",1.9202741271289159,1.4987163360231353,2.854659060105466,2.9849039150144625,1.964566354059341,0.2985249704421741,0.33333333333333337,0.5714285714285714,2984.9039150144627
"ensemble | grad_boost_2015_fturs, lightgbm_dummy_2021",1.9143141866045197,1.4876128457808584,2.8329649031239543,2.971050168288116,1.9649028738720091,0.31504014195766095,0.33333333333333337,0.5714285714285714,2971.050168288116
"ensemble | grad_boost_2015_fturs, xgboost_dummy_2019",1.7562703471530061,0.5142560513616171,2.350464418169764,3.1354689573790564,2.417930734739354,0.3632315741152404,0.4523809523809524,0.869047619047619,3135.4689573790565
"ensemble | grad_boost_2015_fturs, xgboost_dummy_2020",1.7120519976067003,0.4938458090472814,2.2785352132567698,3.0564494939083495,2.3641255111731243,0.3673039606479784,0.4166666666666667,0.857142857142857,3056.4494939083493
"ensemble | grad_boost_2015_fturs, xgboost_dummy_2021",1.7213144873612356,0.4396679314368465,2.293534920808452,3.0421927888481086,2.4562019005874847,0.374974895125285,0.46428571428571436,0.8809523809523808,3042.1927888481086
"ensemble | grad_boost_2018_dummy, lightgbm_dummy_2019",1.9161605500602772,1.3646770287222512,2.6580432931376636,2.921482188593992,2.187293514327019,0.44930672552046025,0.35714285714285715,0.6547619047619048,2921.482188593992
"ensemble | grad_boost_2018_dummy, lightgbm_dummy_2020",1.847438423230869,1.3272359502930364,2.6261306737654904,2.8324216427311155,2.0822558454813693,0.3691480038833343,0.36904761904761907,0.6309523809523808,2832.4216427311153
"ensemble | grad_boost_2018_dummy, lightgbm_dummy_2021",1.8597138670873015,1.3062934427769997,2.5997298279275216,2.809066366865586,2.138539467070147,0.44494023079625256,0.36904761904761907,0.6071428571428571,2809.0663668655866
"ensemble | grad_boost_2018_dummy, xgboost_dummy_2019",1.7582163011675127,0.47655270046457493,2.384136039237148,3.0308071033266475,2.5419992354710517,0.3575864273381408,0.4642857142857143,0.8690476190476192,3030.8071033266474
"ensemble | grad_boost_2018_dummy, xgboost_dummy_2020",1.7001893658224938,0.4415322644333622,2.3002517934119564,2.929471042144712,2.468032915251558,0.3616588138708789,0.4761904761904762,0.880952380952381,2929.4710421447126
"ensemble | grad_boost_2018_dummy, xgboost_dummy_2021",1.6265871865737185,0.389080331325001,2.2315465328337685,2.781129294728644,2.361850025632991,0.3693297483481854,0.4880952380952381,0.9047619047619048,2781.1292947286433
"ensemble | grad_boost_2018_fturs, grad_boost_2015_dummy",2.101058803717829,0.8207634590819091,3.104709849221055,3.6786481852539152,2.5411217191917914,0.36005080584047294,0.3095238095238095,0.738095238095238,3678.6481852539146
"ensemble | grad_boost_2018_fturs, grad_boost_2018_dummy",2.0938747350329185,0.7828908681007044,3.0227786406494355,3.6071260080023317,2.7026763424661975,0.35390181594592407,0.34523809523809523,0.761904761904762,3607.1260080023308
"ensemble | grad_boost_2018_fturs, lightgbm_dummy_2019",1.9124091031310755,1.4288901912203966,2.556991477231024,2.984786697310224,2.2492207236377215,0.34215642625601,0.3452380952380953,0.5833333333333333,2984.786697310224
"ensemble | grad_boost_2018_fturs, lightgbm_dummy_2020",1.8449344862798012,1.3693185927625748,2.5289808379436627,2.887729968018639,2.146918670778008,0.2917243618961215,0.36904761904761907,0.6071428571428571,2887.7299680186384
"ensemble | grad_boost_2018_fturs, lightgbm_dummy_2021",1.854082912186279,1.347649948779723,2.5077458185561454,2.8583075141404426,2.2032022923667864,0.3535089870882974,0.39285714285714285,0.5952380952380952,2858.307514140442
"ensemble | grad_boost_2018_fturs, xgboost_dummy_2019",1.7617356381416036,0.46847890309991674,2.3061707370745963,3.0941754370133823,2.5826710977732015,0.3571820157469204,0.46428571428571436,0.8809523809523808,3094.1754370133817
"ensemble | grad_boost_2018_fturs, xgboost_dummy_2020",1.710572317399535,0.45848456655925524,2.22110747272381,2.9980187550562447,2.5139963903787073,0.3612544022796584,0.48809523809523814,0.8809523809523808,2998.018755056245
"ensemble | grad_boost_2018_fturs, xgboost_dummy_2021",1.6336154614966567,0.41466119966960885,2.145519797692272,2.847354460917092,2.391616512447346,0.36892533675696504,0.4880952380952381,0.8928571428571427,2847.3544609170926
"ensemble | lightgbm_dummy_2019, lightgbm_dummy_2020",2.099540341747056,2.3135129347968815,2.5723398197765057,2.708308553558641,1.8582385572151268,1.045301843388127,0.34523809523809523,0.34523809523809523,2708.3085535586406
"ensemble | lightgbm_dummy_2019, lightgbm_dummy_2021",2.130597952239957,2.276276657716836,2.5604451285849072,2.7164511699681477,1.932096001537241,1.1677208033926543,0.34523809523809523,0.34523809523809523,2716.451169968147
"ensemble | lightgbm_dummy_2019, xgboost_dummy_2019",1.7111043529618772,0.9163453669981806,2.3379170533716485,2.862291834188081,2.134823490882909,0.3041440193685666,0.48809523809523814,0.7023809523809524,2862.2918341880822
"ensemble | lightgbm_dummy_2019, xgboost_dummy_2020",1.6684346485961647,0.8193165490404405,2.325353106581518,2.791441625853495,2.1000316641559196,0.3060302973494497,0.4761904761904763,0.7261904761904762,2791.441625853495
"ensemble | lightgbm_dummy_2019, xgboost_dummy_2021",1.6076213536295654,0.7373190352939076,2.322701312571126,2.7260484277474313,1.9652785518501894,0.2867594406851736,0.48809523809523814,0.761904761904762,2726.0484277474316
"ensemble | lightgbm_dummy_2020, lightgbm_dummy_2021",2.089357069095702,2.2115748404442432,2.547001220061837,2.6705490869029136,1.878773656359747,1.1388865417097707,0.33333333333333337,0.33333333333333337,2670.549086902913
"ensemble | lightgbm_dummy_2020, xgboost_dummy_2019",1.6688513497071005,0.886328482756426,2.32964977488353,2.7954577300881653,2.037885278690156,0.29493548211722576,0.5000000000000001,0.7261904761904762,2795.457730088165
"ensemble | lightgbm_dummy_2020, xgboost_dummy_2020",1.6285984566879763,0.7818210727683047,2.318715864389016,2.7298174463961886,2.0051591608367216,0.30747873904965173,0.4880952380952382,0.7142857142857143,2729.8174463961886
"ensemble | lightgbm_dummy_2020, xgboost_dummy_2021",1.5812008197261382,0.7070489628117385,2.316527381506345,2.683293444833206,1.904724964355102,0.2944093451242987,0.5000000000000001,0.7619047619047619,2683.2934448332057
"ensemble | lightgbm_dummy_2021, xgboost_dummy_2019",1.6772422758309686,0.8677398847951798,2.332540603894791,2.7905412444957287,2.08850047274366,0.3068891732254852,0.4761904761904763,0.6666666666666667,2790.5412444957287
"ensemble | lightgbm_dummy_2021, xgboost_dummy_2020",1.6409097252835738,0.7672356063042912,2.329193061805907,2.729342971960269,2.066922270110726,0.3118547162366747,0.4642857142857144,0.7261904761904763,2729.342971960269
"ensemble | lightgbm_dummy_2021, xgboost_dummy_2021",1.596050993497077,0.6868824649974642,2.3355573334064794,2.7255853492368574,1.9349352458414937,0.29729457400309284,0.5,0.7380952380952382,2725.5853492368565
"ensemble | mstl_0.5, grad_boost_2015_dummy",1.2623888897304802,0.2579687487364966,1.4541726729991888,2.2861116050005172,1.9503470435607302,0.3633443783554678,0.5595238095238095,1.0,2286.111605000517
"ensemble | mstl_0.5, grad_boost_2015_fturs",1.2702041207113564,0.2590309272956141,1.4402797401376815,2.296938793484088,1.99193060740138,0.3628405352380183,0.5238095238095238,0.988095238095238,2296.938793484088
"ensemble | mstl_0.5, grad_boost_2018_dummy",1.250935375115447,0.2834457589274323,1.4813670294636851,2.1670457498065656,1.9656229489186343,0.3571953884609189,0.5595238095238094,0.988095238095238,2167.0457498065653
"ensemble | mstl_0.5, grad_boost_2018_fturs",1.2574737445798085,0.24386691742838584,1.4167905529362481,2.2520038326809395,2.0179164429837706,0.35679097686969846,0.5833333333333333,1.0,2252.003832680939
"ensemble | mstl_0.5, lightgbm_dummy_2019",1.0685975055286805,0.2242578921722264,1.3038599930969146,1.8262244075490355,1.639065730097538,0.3495795047276876,0.5952380952380952,0.9047619047619049,1826.2244075490357
"ensemble | mstl_0.5, lightgbm_dummy_2020",1.073847500398393,0.24590434390427715,1.375672633811832,1.8425237290945817,1.576908752786662,0.3282280423946107,0.5833333333333334,0.9047619047619049,1842.5237290945818
"ensemble | mstl_0.5, lightgbm_dummy_2021",1.065399734256724,0.2360460873403513,1.351999089200956,1.8246374493186674,1.5630986850468442,0.35121736037680235,0.5952380952380951,0.9047619047619049,1824.6374493186672
"ensemble | mstl_0.5, quant_reg_2015_sk",1.4213850172536697,0.279564073482469,1.6508671840729172,2.5057935386632915,2.2320086477977994,0.4386916422518707,0.5595238095238095,1.0,2505.7935386632917
"ensemble | mstl_0.5, quant_reg_2015_sm",1.5204537009087864,0.2893727467842875,1.6430378726290766,2.486346800589216,2.217147772490088,0.966363312051264,0.5357142857142857,1.0,2486.346800589216
"ensemble | mstl_0.5, quant_reg_2018_sk",1.366327376868195,0.2903569884956965,1.5801614205549386,2.3827072291394793,2.146885507916847,0.43152573823401347,0.5952380952380952,1.0,2382.7072291394793
"ensemble | mstl_0.5, quant_reg_2018_sm",1.4667919303235466,0.30197722741797106,1.5913111747753703,2.359941309412057,2.129559142115268,0.9511707978970658,0.6309523809523808,1.0,2359.9413094120573
"ensemble | mstl_0.5, xgboost_dummy_2019",1.2180483740317267,0.3285258154839571,1.5584112530119076,1.9605730524538874,1.8822561609469672,0.3604755882619152,0.7261904761904763,1.0,1960.5730524538874
"ensemble | mstl_0.5, xgboost_dummy_2020",1.2081976242277743,0.3389552123403558,1.5920283601159864,1.9312901055562375,1.8141664683316392,0.3645479747946533,0.7619047619047619,1.0,1931.2901055562374
"ensemble | mstl_0.5, xgboost_dummy_2021",1.184770830915389,0.3471288102756237,1.561318540507417,1.8573669624003997,1.7858209321215468,0.37221890927195983,0.8214285714285714,1.0,1857.3669624003994
"ensemble | mstl_1, grad_boost_2015_dummy",1.3296405984545068,0.3158255655848675,1.4210465314836114,2.323398687265168,2.160606954339999,0.4273252535988868,0.642857142857143,1.0,2323.398687265168
"ensemble | mstl_1, grad_boost_2015_fturs",1.3307126881607172,0.2971597194238768,1.392009101849545,2.338808146762628,2.1987650622860984,0.42682141048143724,0.6071428571428573,1.0,2338.8081467626284
"ensemble | mstl_1, grad_boost_2018_dummy",1.3092767896454365,0.32299504045447225,1.4739682093658915,2.20368846692373,2.124555967778751,0.4211762637043379,0.6547619047619048,1.0,2203.6884669237297
"ensemble | mstl_1, grad_boost_2018_fturs",1.3224524037348928,0.30172373427675675,1.4335157066055089,2.2877391675774206,2.1685115581016614,0.42077185211311735,0.6428571428571429,1.0,2287.73916757742
"ensemble | mstl_1, lightgbm_dummy_2019",1.1214036474694131,0.2681277910574776,1.4023053534222094,1.8298263534270405,1.7182352737282545,0.29339215593524104,0.7023809523809523,0.9642857142857144,1824.5898247052846
"ensemble | mstl_1, lightgbm_dummy_2020",1.106366527098637,0.2827996347730001,1.4736505232871637,1.8389248054768272,1.6454513160121291,0.291006355944064,0.6785714285714285,0.9642857142857144,1838.9248054768275
"ensemble | mstl_1, lightgbm_dummy_2021",1.0879315793941151,0.2765334363811389,1.4406628202858907,1.8209879354467051,1.6115478850387943,0.2899258198180467,0.7142857142857143,0.9642857142857144,1820.9879354467048
"ensemble | mstl_1, mstl_0.5",1.5367633873100708,0.4269746735466426,2.1015096247640366,2.6310281260980193,2.100239087513542,0.42406542462811225,0.6071428571428571,0.9880952380952381,2631.0281260980196
"ensemble | mstl_1, quant_reg_2015_sk",1.4919567545550358,0.3374208903308399,1.6278147666796763,2.5629700478038786,2.428905550465495,0.5026725174952899,0.5833333333333334,1.0,2562.970047803879
"ensemble | mstl_1, quant_reg_2015_sm",1.5856999167611874,0.34722956363265844,1.6193716902484674,2.5199473466608175,2.4116067959693095,1.030344187294683,0.607142857142857,1.0,2519.947346660818
"ensemble | mstl_1, quant_reg_2018_sk",1.438339321361486,0.3482138053440675,1.5695630153117972,2.4398837382800656,2.338529434394066,0.4955066134774325,0.6309523809523808,1.0,2439.8837382800657
"ensemble | mstl_1, quant_reg_2018_sm",1.5348836557000232,0.359834044266342,1.5820027187279402,2.393541855483659,2.32388798688169,1.0151516731404848,0.6666666666666666,1.0,2393.54185548366
"ensemble | mstl_1, xgboost_dummy_2019",1.2960853422756988,0.38638263233232806,1.6795217703427798,1.9567773779077513,2.033288467290299,0.4244564635053342,0.7976190476190476,1.0,1956.7773779077513
"ensemble | mstl_1, xgboost_dummy_2020",1.2861131790794686,0.3968120291887268,1.7237363968426926,1.9289806463641903,1.952507972963662,0.4285288500380723,0.8095238095238094,1.0,1928.9806463641903
"ensemble | mstl_1, xgboost_dummy_2021",1.2702405982583245,0.4049856271239946,1.692349825005157,1.8495145719844177,1.9681531826626746,0.43619978451537894,0.869047619047619,1.0,1849.514571984418
"ensemble | quant_reg_2015_sk, grad_boost_2015_dummy",2.2399865356226614,0.5900285583477226,3.3932723640846056,3.9267313298482653,2.8479489546100667,0.44195147122264516,0.2619047619047619,0.8452380952380951,3926.7313298482654
"ensemble | quant_reg_2015_sk, grad_boost_2015_fturs",2.2642604479819903,0.5919397418572727,3.4028895054483868,4.0103341884184385,2.8746911760806557,0.4414476281051959,0.2380952380952381,0.8214285714285713,4010.3341884184388
"ensemble | quant_reg_2015_sk, grad_boost_2018_dummy",2.166877468594887,0.5587198369172516,3.2740982158840124,3.776598813416023,2.7891679954290503,0.4358024813280963,0.29761904761904756,0.8452380952380951,3776.5988134160225
"ensemble | quant_reg_2015_sk, grad_boost_2018_fturs",2.1611961544720497,0.5267473890137442,3.152879246808365,3.857587228692688,2.8333688381085738,0.43539806973687595,0.2857142857142857,0.8214285714285713,3857.5872286926883
"ensemble | quant_reg_2015_sk, lightgbm_dummy_2019",1.9213374799687517,1.0439677279299902,2.8864192838628875,3.146803132669485,2.217891120060128,0.31160613532126885,0.33333333333333337,0.7500000000000001,3146.803132669484
"ensemble | quant_reg_2015_sk, lightgbm_dummy_2020",1.8736862601713802,1.0420716231013425,2.860516264970845,3.0453518667466892,2.1180394767933666,0.30245206924465684,0.36904761904761907,0.7500000000000001,3045.3518667466897
