q0.025,q0.25,q0.5,q0.75,q0.975,model_name,fcast_target_date
-2.34224978494921,-0.513693804007431,0.0823160238510035,0.657801857077001,2.11819078941775,bench_700,2023-11-30
-3.41425808176443,-0.729285091298237,0.0405660566801913,0.915636421797705,2.99062198744773,bench_700,2023-12-01
-4.28967986943873,-0.878993867667566,0.166567016839814,1.08344353583614,3.64603695367868,bench_700,2023-12-04
-4.97977584255972,-0.944524934177249,0.212652134178715,1.27276927358073,3.96355548010842,bench_700,2023-12-05
-4.95286479446589,-1.03123641611305,0.285979451753438,1.38604567806428,4.37983365861134,bench_700,2023-12-06
-2.49074465443019,-0.600137094580466,0.0723407036399948,0.708736395397525,2.17114233470295,bench_500,2023-11-30
-3.58551352074339,-0.900230149795478,-0.0164972916134154,1.00096995589931,3.28989574922636,bench_500,2023-12-01
-4.40632153503671,-1.05166509521903,0.15018329956451,1.17800789363129,3.84190117431733,bench_500,2023-12-04
-5.04918752509144,-1.12024709179139,0.19359328579398,1.40988970919209,4.33488121400617,bench_500,2023-12-05
-5.19383475237371,-1.27405771586004,0.220613129645741,1.57372897783823,4.67179771322109,bench_500,2023-12-06
-2.24440829252951,-0.496085544161673,0.0835294642140383,0.665215622165416,1.95845377775405,bench_400,2023-11-30
-3.23621058874092,-0.675789686957362,0.0389261882660641,0.924009360924494,2.95387200595245,bench_400,2023-12-01
-3.45445314595418,-0.927552560897471,0.200137709558046,1.17800789363129,3.82336883552953,bench_400,2023-12-04
-4.15358912676862,-0.985181731286033,0.296612938687346,1.45311217278357,4.21967537677307,bench_400,2023-12-05
-4.6822781096546,-0.986108481108383,0.371401473339095,1.62168606525492,4.40113179047989,bench_400,2023-12-06
-1.6666739969486,-0.373179546639868,0.0961060744224085,0.623688407680278,1.73982000416029,bench_300,2023-11-30
-2.14053631863996,-0.546719202223223,0.211914099407462,0.919765960979557,2.54824222993288,bench_300,2023-12-01
-3.05919066782563,-0.67350669806796,0.290351589740201,1.19148168485479,3.45854574230769,bench_300,2023-12-04
-3.12506889939097,-0.676741978173689,0.35946139206704,1.42667541683856,3.96355548010842,bench_300,2023-12-05
-3.40643526889577,-0.687276373316736,0.414053376836687,1.63640334822128,4.39467071488855,bench_300,2023-12-06
-1.67976602494399,-0.392713335889194,0.0588268454738028,0.501290365687845,1.62432269320039,bench_200,2023-11-30
-2.16213354186674,-0.575765592160193,-0.0277859774724831,0.700681316492346,2.23065692089299,bench_200,2023-12-01
-3.01868204973009,-0.743460915669436,0.100636642759078,0.90639397285357,2.83782839249567,bench_200,2023-12-04
-3.06403595048392,-0.921252985641097,0.140940092066266,1.0924810171808,3.16403030966094,bench_200,2023-12-05
-3.43536722386502,-0.963519055558448,0.184308430584235,1.31291026630747,3.34861356188507,bench_200,2023-12-06
-1.35278193847136,-0.395685697896697,0.0835294642140383,0.463440024503958,1.58224177893988,bench_100,2023-11-30
-1.9808696770427,-0.598773291949506,-0.0497604789781114,0.619246910770421,2.21164280685556,bench_100,2023-12-01
-2.59923076605614,-0.919199246133484,0.0566204039859741,0.851380318712769,2.84950309813577,bench_100,2023-12-04
-3.02994862739881,-0.994792028497882,0.184110953542671,1.06823462861891,3.28022615380462,bench_100,2023-12-05
-3.12142688547111,-1.063857848066,0.0456307910621234,1.32314459229086,3.4655563262726,bench_100,2023-12-06
-1.50801209741493,-0.345959210594637,0.103769418373911,0.527019368161463,1.67871383740096,bench_50,2023-11-30
-1.97323311478935,-0.963883321700365,0.0206208983390965,0.850567023219373,2.41028810160407,bench_50,2023-12-01
-2.36625523066105,-1.15822519179902,0.218965509291991,0.964325731770765,2.85534045095582,bench_50,2023-12-04
-2.98465395599025,-1.18369376214944,0.251065570122755,1.27083578953071,3.47088377725092,bench_50,2023-12-05
-2.85118554094117,-1.45397734226251,-0.0374563375967973,1.9778624658382,3.51595143707953,bench_50,2023-12-06
-1.30715435860372,-0.302413993068506,0.224774386173972,0.75196276541645,1.75670313095166,garch_norm,2023-11-30
-1.37098737079802,-0.363751331649008,0.164746530294382,0.693244392237772,1.70048043138678,garch_norm,2023-12-01
-1.44005589002246,-0.305180267593561,0.29029022463792,0.885760716869402,2.0206363392983,garch_norm,2023-12-04
-1.72511582230239,-0.560143416958501,0.0511188905016975,0.662381197961896,1.82735360330578,garch_norm,2023-12-05
-1.7642716042915,-0.57461037630088,0.0496061836637491,0.673822743628379,1.863483971619,garch_norm,2023-12-06
-1.51510715071169,-0.437608102120724,0.127756838462106,0.693121779044936,1.77062082763591,garch_std,2023-11-30
-1.2804676589151,-0.190047335387906,0.382097412421786,0.954242160231477,2.04466248375867,garch_std,2023-12-01
-1.34265753445219,-0.15772801211888,0.464005816662552,1.08573964544398,2.27066916777729,garch_std,2023-12-04
-1.34661142425205,-0.116461886454392,0.528998934373659,1.17445975520171,2.40460929299937,garch_std,2023-12-05
-1.43261063753401,-0.162303533314642,0.504228006957335,1.17075954722931,2.44106665144868,garch_std,2023-12-06
