q0.025,q0.25,q0.5,q0.75,q0.975,model_name,fcast_target_date
-2.34224978494921,-0.513693804007431,0.0720015664503748,0.65613893505585,2.11819078941775,bench_700,2024-01-25
-3.41425808176443,-0.732236688057863,0.0405660566801913,0.88133826683241,2.99062198744773,bench_700,2024-01-26
-4.28967986943873,-0.889503129735836,0.143175269924267,1.0737956277318,3.58889487395821,bench_700,2024-01-29
-4.97977584255972,-0.937787081966457,0.189741005662203,1.26610573309516,3.87953195688042,bench_700,2024-01-30
-4.95286479446589,-1.02327524319215,0.244268203759024,1.37743634458714,4.37983365861134,bench_700,2024-01-31
-2.40698671004941,-0.537043304576956,0.0267485239817233,0.67657280878568,2.15241926720865,bench_500,2024-01-25
-3.52520547639921,-0.786839515575721,0.0119462173455709,0.919765960979557,3.28989574922636,bench_500,2024-01-26
-4.31568581536346,-0.984318413139906,0.155862545634289,1.15035415178957,3.84190117431733,bench_500,2024-01-29
-5.04918752509144,-1.01326028478401,0.19359328579398,1.40243335115655,4.33488121400617,bench_500,2024-01-30
-5.02873489391786,-1.08171558121741,0.244383267905235,1.56632777383843,4.63770423973308,bench_500,2024-01-31
-1.94372665993347,-0.393750977370066,0.0805406160703903,0.640078871798844,1.93443433573941,bench_400,2024-01-25
-2.63443368007088,-0.569189264236103,0.0978351509792752,0.882686275207867,2.85377526064587,bench_400,2024-01-26
-3.19217107411011,-0.743460915669436,0.208908180843359,1.19148168485479,3.58944917355953,bench_400,2024-01-29
-3.88253949253209,-0.799583050985575,0.305935314672379,1.42667541683856,4.00300651307894,bench_400,2024-01-30
-4.35471318890126,-0.777550269869787,0.376095914836938,1.61474122113945,4.39242137854772,bench_400,2024-01-31
-1.6666739969486,-0.341235302342291,0.0588268454738028,0.557242926730428,1.59689161606681,bench_300,2024-01-25
-2.14053631863996,-0.53914456690225,0.100316039244497,0.798635328039898,2.33778309950444,bench_300,2024-01-26
-2.89883942163708,-0.677275087635598,0.189133718229151,0.995268205220423,2.75002891887783,bench_300,2024-01-29
-3.04482136735532,-0.700512541175913,0.260976070222263,1.20053538655234,3.32657907452772,bench_300,2024-01-30
-3.33222538797773,-0.695323889482458,0.244372074600285,1.37031995292625,3.72257655342181,bench_300,2024-01-31
-1.39100919631609,-0.341235302342291,0.0190502478427668,0.499472711785387,1.46275749482528,bench_200,2024-01-25
-2.12011917280675,-0.54735394514438,0.0389261882660641,0.677668123071129,2.19688771248947,bench_200,2024-01-26
-2.69947970868206,-0.687800269139949,0.124359444814193,0.876334729776085,2.52942148701744,bench_200,2024-01-29
-3.00389835418891,-0.776658305928324,0.0980074364741235,1.06823462861891,3.06062564622064,bench_200,2024-01-30
-3.06542946306923,-0.777550269869787,0.158661155183282,1.31291026630747,3.32407310807501,bench_200,2024-01-31
-1.36360551577222,-0.310804665698594,0.0631821500302721,0.539551938699567,1.51956722599871,bench_100,2024-01-25
-1.87452635683907,-0.506559325944389,0.0442970727700498,0.636962619592918,2.19909831244891,bench_100,2024-01-26
-2.13334557124601,-0.687800269139949,0.0908387311497449,0.95725812414531,2.68951582399847,bench_100,2024-01-29
-2.63014018192815,-0.761647411811328,-0.0278466694631163,1.07164648389393,3.11273184859687,bench_100,2024-01-30
-2.61759673843815,-0.869940035329586,-0.098662898231261,1.37031995292625,3.35431255249685,bench_100,2024-01-31
-0.8567418756087,-0.14957351493492,0.13846997628093,0.731404011815329,1.46674104593605,bench_50,2024-01-25
-1.09843831459078,-0.148982898958705,0.379902527103315,0.742339699320205,2.25218000602087,bench_50,2024-01-26
-1.04293770254265,-0.0866072791282146,0.315846256594288,1.28595671710205,2.76135533738492,bench_50,2024-01-29
-0.921764550179316,-0.23933738576285,0.454531021357685,1.36668566765561,3.3632831518877,bench_50,2024-01-30
-0.984487067894118,-0.266985102609807,0.616859380955415,2.0903139064032,3.51338689130423,bench_50,2024-01-31
-1.85985530069241,-0.678405157989389,-0.0584969635419426,0.561411230905504,1.74286137360853,garch_norm,2024-01-25
-1.95810382943526,-0.775722807696137,-0.155326179990562,0.465070447715014,1.64745146945413,garch_norm,2024-01-26
-2.02862530320959,-0.754395908998586,-0.0858063388369557,0.582783231324675,1.85701262553568,garch_norm,2024-01-29
-1.98807827708695,-0.694598840901681,-0.0159087524600297,0.662781335981621,1.9562607721669,garch_norm,2024-01-30
-1.71279831069732,-0.40237962529377,0.285198505917229,0.972776637128228,2.28319532253178,garch_norm,2024-01-31
-1.84088201275719,-0.63910466045073,-0.0085307566788138,0.622043147093103,1.82382049939956,garch_std,2024-01-25
-1.73979534054171,-0.527323202919999,0.108862266516139,0.745047735952277,1.95751987357399,garch_std,2024-01-26
-1.77658003356697,-0.502815573227504,0.16553004561834,0.833875664464185,2.10764012480365,garch_std,2024-01-29
-1.735094518344,-0.436075443080273,0.245521300102777,0.927118043285827,2.22613711854955,garch_std,2024-01-30
-1.62463896396988,-0.301564637978603,0.392653921823287,1.08687248162518,2.40994680761646,garch_std,2024-01-31
-1.90089394852798,-0.750655811862111,-0.147124591447022,0.456406628968067,1.60664476563394,garch_ghyp,2024-01-25
-2.03299924423202,-0.867233838725708,-0.255555443204644,0.356122952316421,1.52188835782274,garch_ghyp,2024-01-26
-2.16795613778467,-0.977596272629448,-0.353013136973111,0.271569998683225,1.46192986383844,garch_ghyp,2024-01-29
