"q0.025","q0.25","q0.5","q0.75","q0.975","model_name","fcast_target_date"
-2.34224978494921,-0.513693804007431,0.078718771825681,0.648139760692779,2.11819078941775,"bench_ 700",2023-12-28
-3.41425808176443,-0.701480768914209,0.0270398900868329,0.883607129268205,2.99062198744773,"bench_ 700",2023-12-29
-4.28967986943873,-0.878993867667566,0.151867258867178,1.05551021088512,3.58889487395821,"bench_ 700",2024-01-01
-4.97977584255972,-0.933682348403009,0.197855813843528,1.27276927358073,3.87953195688042,"bench_ 700",2024-01-02
-4.95286479446589,-1.02595900743121,0.268784293295798,1.38604567806428,4.37983365861134,"bench_ 700",2024-01-03
-2.49074465443019,-0.548937384676096,0.0523399614325015,0.682909191528891,2.17114233470295,"bench_ 500",2023-12-28
-3.58551352074339,-0.823249681142668,-0.0149723340876484,0.950181647121529,3.28989574922636,"bench_ 500",2023-12-29
-4.40632153503671,-1.01500441640789,0.124359444814193,1.18780305185955,3.84190117431733,"bench_ 500",2024-01-01
-5.04918752509144,-1.10785352718255,0.19359328579398,1.42620927178911,4.33488121400617,"bench_ 500",2024-01-02
-5.19383475237371,-1.14083197331216,0.232688825406235,1.57372897783823,4.63770423973308,"bench_ 500",2024-01-03
-2.24440829252951,-0.441284150944865,0.0805406160703903,0.636335730877846,1.93443433573941,"bench_ 400",2023-12-28
-3.23621058874092,-0.612214723489579,0.0270398900868329,0.897282565310276,2.85377526064587,"bench_ 400",2023-12-29
-3.45445314595418,-0.90230783459031,0.193560677014926,1.19148168485479,3.58944917355953,"bench_ 400",2024-01-01
-4.15358912676862,-0.947993150336268,0.287719200507386,1.40988970919209,4.00300651307894,"bench_ 400",2024-01-02
-4.6822781096546,-0.972872575795325,0.344861635575455,1.59622626081717,4.39242137854772,"bench_ 400",2024-01-03
-1.6666739969486,-0.340121085197342,0.0923074744111574,0.56710048938271,1.71464733388674,"bench_ 300",2023-12-28
-2.14053631863996,-0.509496757906192,0.211914099407462,0.869813749613702,2.47295880538904,"bench_ 300",2023-12-29
-2.89883942163708,-0.623300183579634,0.274896959874305,1.15710929647155,3.08080489730238,"bench_ 300",2024-01-01
-3.04482136735532,-0.596499837999076,0.330786062695321,1.40243335115655,3.70635864425887,"bench_ 300",2024-01-02
-3.33222538797773,-0.633584394421627,0.39945375089081,1.57372897783823,4.30964472006612,"bench_ 300",2024-01-03
-1.55145343886846,-0.331334656404403,0.0805406160703903,0.535620401670922,1.46801394405574,"bench_ 200",2023-12-28
-2.12011917280675,-0.530965198281352,0.0726991893577278,0.804933725339829,2.23065692089299,"bench_ 200",2023-12-29
-2.75485167772961,-0.67350669806796,0.184774328419035,0.973509567081043,2.83782839249567,"bench_ 200",2024-01-01
-3.01564656664192,-0.776658305928324,0.23026438012268,1.26460773471306,3.16403030966094,"bench_ 200",2024-01-02
-3.19709418489286,-0.758816975566878,0.35736893061511,1.38469416884588,3.34861356188507,"bench_ 200",2024-01-03
-1.22889073035997,-0.340121085197342,0.0936663581258657,0.513414853501848,1.29987872055675,"bench_ 100",2023-12-28
-1.87452635683907,-0.575765592160193,-0.0455479324819485,0.804933725339829,2.19909831244891,"bench_ 100",2023-12-29
-2.13334557124601,-0.687800269139949,0.0881577818627299,0.969234999450252,2.68951582399847,"bench_ 100",2024-01-01
-2.63014018192815,-0.789442125989392,0.128231979793192,1.09734254646203,3.11273184859687,"bench_ 100",2024-01-02
-2.78219367788144,-1.00920657182799,-0.0996940327182116,1.37068563405487,3.35431255249685,"bench_ 100",2024-01-03
-1.07558763004659,-0.104666076418125,0.18136019783217,0.617045189332854,1.38711446820148,"bench_ 50",2023-12-28
-1.58137926952564,-0.167019767141596,0.437703906749753,1.05743697942464,2.41028810160407,"bench_ 50",2023-12-29
-1.81836501655379,-0.198892625598424,0.561858101410628,1.41932682317214,2.85534045095582,"bench_ 50",2024-01-01
-2.75502459310653,-0.351255924665361,0.805881207279757,1.75760353361651,3.47088377725092,"bench_ 50",2024-01-02
-2.56769364110664,-0.361286375304504,1.01864741434712,2.33191011746694,3.51595143707953,"bench_ 50",2024-01-03
-1.20916851698334,-0.304614925933293,0.170005342109404,0.644625610152101,1.54917920120215,"garch_norm",2023-12-28
-1.3713088573145,-0.445909627424216,0.0396483703359507,0.525206368096118,1.4506055979864,"garch_norm",2023-12-29
-1.22815371066833,-0.278479440497018,0.219815697703394,0.718110835903806,1.66778510607512,"garch_norm",2024-01-01
