,ret1,ret2,ret3,ret4,ret5
2000-02-22,0.22910416875561168,0.45001771228871945,0.36093413622637627,1.5580934294781912,2.82355564803467
2000-02-23,1.1894150508888757,1.4185192196444874,1.6394327631775951,1.550349187115252,2.747508480367067
2000-02-24,-0.7619637202779472,0.42745133061092844,0.6565554993665401,0.8774690428996479,0.7883854668373047
2000-02-25,1.276420875544737,0.5144571552667898,1.7038722061556655,1.9329763749112772,2.153889918444385
2000-02-28,-1.9777777800683793,-0.7013569045236423,-1.4633206248015895,-0.27390557391271386,-0.04480140515710218
2000-02-29,0.7539574762159162,-1.223820303852463,0.052600571692273945,-0.7093631485856733,0.4800519023032024
2000-03-01,1.0848111546371442,1.8387686308530604,-0.13900914921531893,1.1374117263294181,0.3754480060514709
2000-03-02,2.7798652405822466,3.8646763952193908,4.618633871435307,2.6408560913669277,3.9172769669116647
2000-03-03,0.17930276528641542,2.959168005868662,4.043979160505806,4.797936636721722,2.820158856653343
2000-03-06,0.1976680890768634,0.3769708543632788,3.1568360949455254,4.24164724958267,4.995604725798586
2000-03-07,1.1120595838706393,1.3097276729475027,1.4890304382339181,4.268895678816165,5.353706833453309
2000-03-08,-0.9714798497315158,0.1405797341391235,0.3382478232159869,0.5175505885024023,3.297415829084649
2000-03-09,-0.4750227509285665,-1.4465026006600823,-0.334443016789443,-0.1367749277125796,0.042527837573835825
2000-03-10,0.3365795895181378,-0.13844316141042867,-1.1099230111419445,0.00213657272869483,0.19980466180555823
2000-03-13,-3.6009467199264122,-3.2643671304082744,-3.739389881336841,-4.710869731068357,-3.5988101471977174
2000-03-14,-0.570916288796397,-4.171863008722809,-3.8352834192046714,-4.310306170133238,-5.281786019864754
2000-03-15,-3.1280015918351722,-3.6989178806315692,-7.2998646005579815,-6.963285011039844,-7.43830776196841
2000-03-16,2.2603343210967353,-0.867667270738437,-1.438583559534834,-5.039530279461246,-4.702950689943108
2000-03-17,1.6602010349473062,3.9205353560440415,0.7925337642088692,0.22161747541247223,-3.37932924451394
2000-03-20,2.0722920180689997,3.732493053016306,5.992827374113041,2.864825782277869,2.293909493481472
2000-03-21,-0.8220509636858608,1.2502410543831388,2.910442089330445,5.17077641042718,2.042774818592008
2000-03-22,-0.11930964272526268,-0.9413606064111235,1.1309314116578761,2.7911324466051823,5.051466767701918
2000-03-23,-1.340466102466209,-1.4597757451914717,-2.2818267088773325,-0.20953469080833287,1.4506663441389733
2000-03-24,3.0416000514639663,1.7011339489977573,1.5818243062724946,0.7597733425866338,2.8320653606556334
2000-03-27,-0.5046445363063867,2.5369555151575796,1.1964894126913705,1.0771797699661079,0.25512880628024703
2000-03-28,0.49847036477217443,-0.006174171534212292,3.035425879929754,1.694959777463545,1.5756501347382823
2000-03-29,-0.8504416462832509,-0.3519712815110765,-0.8566158178174632,2.184984233646503,0.8445181311802941
2000-03-30,-2.835452263241045,-3.685893909524296,-3.1874235447521215,-3.6920680810585083,-0.650468029594542
2000-03-31,-0.5969469768094982,-3.432399240050543,-4.282840886333794,-3.7843705215616197,-4.289015057868006
2000-04-03,-2.2647096577808057,-2.861656634590304,-5.697108897831349,-6.5475505441146,-6.049080179342425
2000-04-04,1.2517480796969238,-1.0129615780838819,-1.60990855489338,-4.445360818134425,-5.295802464417676
2000-04-05,-2.585782232835321,-1.334034153138397,-3.5987438109192027,-4.195690787728701,-7.031143050969746
2000-04-06,1.5624612074223165,-1.0233210254130043,0.22842705428391952,-2.036282603496886,-2.6332295803063843
2000-04-07,1.0153501463792125,2.577811353801529,-0.007970879033791789,1.243777200663132,-1.0209324571176737
2000-04-10,-0.06981777662815603,0.9455323697510565,2.507993577173373,-0.07778865566194781,1.173959424034976
2000-04-11,-0.9932163743371802,-1.0630341509653363,-0.04768400458612376,1.5147772028361928,-1.071005029999128
2000-04-12,0.005504170361625427,-0.9877122039755548,-1.0575299806037108,-0.042179834224498336,1.5202813731978182
2000-04-13,0.08044832734075413,0.08595249770237956,-0.9072638766348007,-0.9770816532629567,0.0382684931162558
2000-04-14,-3.1949217047003486,-3.1144733773595945,-3.108969206997969,-4.102185581335149,-4.172003357963305
2000-04-17,-0.3845303817827883,-3.579452086483137,-3.499003759142383,-3.4934995887807574,-4.486715963117938
2000-04-18,0.13001027879653293,-0.2545201029862554,-3.449441807686604,-3.36899348034585,-3.3634893099842245
2000-04-19,0.2805725245302426,0.41058280332677555,0.026052421543987236,-3.1688692831563614,-3.0884209558156073
2000-04-20,-0.8175510554377041,-0.5369785309074615,-0.4069682521109286,-0.7914986338937169,-3.9864203385940655
2000-04-25,1.697722809366553,0.8801717539288489,1.1607442784590916,1.2907545572556245,0.9062241754728362
2000-04-26,1.473059566983359,3.170782376349912,2.353231320912208,2.6338038454424506,2.7638141242389835
2000-04-27,-2.283552462406213,-0.8104928954228541,0.887229913943699,0.06967885850599487,0.3502513830362375
2000-04-28,2.6365889046937596,0.3530364422875465,1.8260960092709055,3.5238188186374586,2.7062677631997545
2000-05-02,1.8869509030635,4.52353980775726,2.2399873453510466,3.7130469123344056,5.410769721700959
2000-05-03,-2.3973764897640137,-0.5104255867005136,2.126163317993246,-0.15738914441296714,1.315670422570392
2000-05-04,0.13248475980383034,-2.2648917299601834,-0.3779408268966833,2.2586480777970763,-0.024904384609136798
2000-05-05,1.93214759521112,2.0646323550149503,-0.3327441347490634,1.5542067683144367,4.190795673008196
2000-05-08,-1.6431285077304736,0.2890190874806464,0.42150384728447676,-1.975872642479537,-0.08892173941603687
2000-05-09,-1.736758455914078,-3.3798869636445517,-1.4477393684334317,-1.3152546086296013,-3.712631098393615
2000-05-10,-2.217655520032835,-3.9544139759469132,-5.597542483677387,-3.665394888466267,-3.5329101286624365
2000-05-11,1.9279712789805004,-0.2896842410523348,-2.026442696966413,-3.6695712046968865,-1.7374236094857665
2000-05-12,0.13490217102880564,2.062873450009306,-0.15478207002352917,-1.8915405259376072,-3.534669033668081
2000-05-15,-1.0250045586486678,-0.8901023876198622,1.0378688913606382,-1.179786628672197,-2.916545084586275
2000-05-16,2.4154355770836133,1.3904310184349455,1.5253331894637512,3.4533044684442515,1.2356489484114164
2000-05-17,-2.1883201916924833,0.22711538539113008,-0.7978891732575377,-0.6629870022287321,1.2649842767517683
2000-05-18,-0.41589027741419926,-2.6042104691066825,-0.18877489202306919,-1.213779450671737,-1.0788772796429313
2000-05-19,-2.7177679235038,-3.133658200917999,-5.3219783926104824,-2.906542815526869,-3.931547374175537
2000-05-22,-1.094384110936275,-3.812152034440075,-4.228042311854274,-6.4163625035467575,-4.000926926463144
2000-05-23,0.21285107468109743,-0.8815330362551776,-3.5993009597589776,-4.015191237173177,-6.20351142886566
2000-05-24,-1.3487519659873826,-1.1359008913062851,-2.23028500224256,-4.94805292574636,-5.363943203160559
2000-05-25,2.084813315998524,0.7360613500111413,0.9489124246922387,-0.1454716862440364,-2.8632396097478363
2000-05-26,-0.5825906526924385,1.5022226633060853,0.15347069731870278,0.3663217719998002,-0.7280623389364749
2000-05-29,1.122622079363822,0.5400314266713835,2.6248447426699073,1.2760927766825247,1.4889438513636222
2000-05-30,1.451641090749689,2.574263170113511,1.9916725174210725,4.076485833419596,2.727733867432214
2000-05-31,-0.13479362696457997,1.316847463785109,2.439469543148931,1.8568788904564926,3.9416922064550164
2000-06-01,2.268001139162301,2.133207512197721,3.5848486029474103,4.707470682311232,4.124880029618794
2000-06-02,2.2593906469522196,4.527391786114521,4.392598159149941,5.84423924989963,6.966861329263452
2000-06-05,-0.41665363477374484,1.8427370121784747,4.110738151340776,3.975944524376196,5.427585615125885
2000-06-06,-0.6530467839974463,-1.0697004187711912,1.1896902281810284,3.4576913673433296,3.3228977403787496
2000-06-07,-0.9120492956213866,-1.565096079618833,-1.9817497143925777,0.27764093255964184,2.545642071721943
2000-06-08,-0.6858821727631081,-1.5979314683844947,-2.250978252381941,-2.667631887155686,-0.4082412402034663
2000-06-09,0.15726544772594053,-0.5286167250371676,-1.4406660206585542,-2.0937128046560005,-2.5103664394297454
2000-06-12,-0.2607237767374926,-0.10345832901155205,-0.7893405017746602,-1.7013897973960468,-2.354436581393493
2000-06-13,0.4587536629250266,0.19802988618753403,0.35529533391347456,-0.3305868388496336,-1.2426361344710202
2000-06-14,1.122181765684438,1.5809354286094646,1.320211651871972,1.4774770995979125,0.7915949268348044
2000-06-15,-0.30409414627605713,0.8180876194083808,1.2768412823334074,1.0161175055959148,1.1733829533218554
2000-06-16,-2.727969187641399,-3.0320633339174563,-1.9098815682330184,-1.4511279053079917,-1.7118516820454843
2000-06-19,0.9406763439915977,-1.7872928436498015,-2.0913869899258586,-0.9692052242414206,-0.510451561316394
2000-06-20,0.39470558721390603,1.3353819312055037,-1.3925872564358954,-1.6966814027119526,-0.5744996370275146
2000-06-21,-1.7753936189288666,-1.3806880317149606,-0.44001168772336285,-3.167980875364762,-3.472075021640819
2000-06-22,-0.6559400340426791,-2.4313336529715457,-2.0366280657576397,-1.095951721766042,-3.823920909407441
2000-06-23,-1.0440360987791664,-1.6999761328218455,-3.475369751750712,-3.080664164536806,-2.1399878205452083
2000-06-26,0.6679225383624754,-0.376113560416691,-1.03205359445937,-2.8074472133882367,-2.4127416261743306
2000-06-27,0.30931805983627214,0.9772405981987475,-0.06679550058041883,-0.7227355346230979,-2.4981291535519645
2000-06-28,0.10052944967640087,0.409847509512673,1.0777700478751484,0.03373394909598204,-0.622206084946697
2000-06-29,-2.606063926162605,-2.505534476486204,-2.196216416649932,-1.5282938782874567,-2.572329977066623
2000-06-30,0.3437214089982987,-2.2623425171643063,-2.1618130674879055,-1.8524950076516333,-1.184572469289158
2000-07-03,0.8768080285241453,1.220529437522444,-1.385534488640161,-1.2850050389637602,-0.975686979127488
2000-07-04,-0.21002326361720947,0.6667847649069358,1.0105061739052346,-1.5955577522573705,-1.4950283025809696
2000-07-05,0.24982042280203842,0.039797159184828956,0.9166051877089743,1.260326596707273,-1.345737329455332
2000-07-06,-0.15295445391476648,0.09686596888727195,-0.11315729472993752,0.7636507337942078,1.1073721427925065
2000-07-07,1.4444032003970264,1.29144874648226,1.5412691692842984,1.331245905667089,2.208053934191234
2000-07-10,0.26339400124442136,1.7077972016414478,1.5548427477266813,1.8046631705287197,1.5946399069115103
2000-07-11,-0.9497875229950381,-0.6863935217506167,0.7580096786464097,0.6050552247316432,0.8548756475336816
2000-07-12,0.8811777530000953,-0.06860976999494284,0.19478423124947852,1.639187431646505,1.4862329777317385
2000-07-13,1.8233625346820048,2.7045402876821,1.754752764687062,2.0181467659314833,3.4625499663285098
2000-07-14,1.686501699542653,3.5098642342246578,4.391041987224753,3.441254464229715,3.7046484654741363
2000-07-17,1.5231117235835256,3.2096134231261786,5.032975957808183,5.914153710808279,4.964366187813241
2000-07-18,-0.3206723843669934,1.2024393392165322,2.888941038759185,4.71230357344119,5.593481326441285
2000-07-19,-0.5461195648678085,-0.866791949234802,0.6563197743487237,2.3428214738913766,4.1661840085733814
2000-07-20,1.5299352930803423,0.9838157282125337,0.6631433438455403,2.186255067429066,3.872756766971719
2000-07-21,-1.4391616267385388,0.0907736663418035,-0.45534589852600504,-0.7760182828929985,0.7470934406905272
2000-07-24,-0.6114972432907706,-2.0506588700293094,-0.5207235769489671,-1.0668431418167756,-1.387515526183769
2000-07-25,0.009960606310066566,-0.601536636980704,-2.040698263719243,-0.5107629706389005,-1.056882535506709
2000-07-26,-0.3679811028574065,-0.3580204965473399,-0.9695177398381105,-2.4086793665766493,-0.878744073496307
2000-07-27,-1.63863641980182,-2.0066175226592264,-1.9966569163491599,-2.6081541596399305,-4.047315786378469
2000-07-28,-0.7705619377203377,-2.4091983575221576,-2.777179460379564,-2.7672188540694975,-3.378716097360268
2000-07-31,0.8669897643020619,0.09642782658172422,-1.5422085932200957,-1.9101896960775022,-1.9002290897674357
2000-08-01,-0.6255690757770438,0.24142068852501808,-0.5291412491953196,-2.1677776689971395,-2.535758771854546
2000-08-02,-0.4640159299187374,-1.0895850056957812,-0.22259524139371933,-0.993157179114057,-2.631793598915877
2000-08-03,-1.0535523716374229,-1.5175683015561603,-2.143137377333204,-1.2761476130311422,-2.04670955075148
2000-08-04,-0.30339505288985436,-1.3569474245272772,-1.8209633544460146,-2.4465324302230584,-1.5795426659209966
2000-08-07,1.3677731994791387,1.0643781465892843,0.010825774951861433,-0.453190154966876,-1.0787592307439198
2000-08-08,0.148764812599822,1.5165380120789607,1.2131429591891063,0.15959058755168343,-0.304425342367054
2000-08-09,1.434117590309647,1.582882402909469,2.9506556023886077,2.6472605494987533,1.5937081778613305
2000-08-10,0.7480245808487496,2.1821421711583966,2.3309069837582186,3.6986801832373573,3.395285130347503
2000-08-11,0.5753221688447496,1.3233467496934992,2.757464340003146,2.906229152602968,4.274002352082107
2000-08-14,0.1185963838466364,0.693918552691386,1.4419431335401356,2.8760607238497826,3.0248255364496046
2000-08-15,-0.3311647312356669,-0.21256834738903052,0.3627538214557191,1.1107784023044687,2.5448959926141157
2000-08-16,0.10722841057351218,-0.22393632066215474,-0.10533993681551834,0.4699822320292313,1.2180068128779808
2000-08-17,-0.5048743157706426,-0.3976459051971304,-0.7288106364327973,-0.6102142525861609,-0.034892083741411284
2000-08-18,-0.6341517938340147,-1.1390261096046572,-1.031797699031145,-1.362962430266812,-1.2443660464201756
2000-08-21,-0.4584352372440037,-1.0925870310780184,-1.597461346848661,-1.4902329362751487,-1.8213976675108157
2000-08-22,0.6901811442867611,0.23174590704275744,-0.4024058867912572,-0.9072802025618998,-0.8000517919883876
2000-08-23,-0.2267703341006566,0.4634108101861045,0.0049755729421008255,-0.6291762208919138,-1.1340505366625564
2000-08-24,-0.03484771714692414,-0.26161805124758075,0.4285630930391804,-0.029872144204823314,-0.664023938038838
2000-08-25,1.0581082828164057,1.0232605656694815,0.7964902315688249,1.486671375855586,1.0282361386115824
2000-08-28,0.4376552014210944,1.4957634842375,1.460915767090576,1.2341454329899193,1.9243265772766804
2000-08-29,-0.6125682133884425,-0.1749130119673481,0.8831952708490576,0.8483475537021334,0.6215772196014768
2000-08-30,-1.503345228791808,-2.1159134421802506,-1.6782582407591562,-0.6201499579427505,-0.6549976750896747
2000-08-31,0.4289704498615876,-1.0743747789302205,-1.686942992318663,-1.2492877908975686,-0.1911795080811629
2000-09-01,1.7611700156855647,2.1901404655471524,0.6867952367553443,0.07422702336690179,0.5118822247879962
2000-09-04,1.3643019987382488,3.1254720144238135,3.554442464285401,2.051097235493593,1.4385290221051505
2000-09-05,-0.680435124092682,0.6838668746455667,2.4450368903311315,2.874007340192719,1.370662111400911
2000-09-06,-0.8426099035101942,-1.5230450276028762,-0.15874302886462743,1.6024269868209373,2.031397436682525
2000-09-07,0.5483331785427481,-0.29427672496744606,-0.9747118490601281,0.38959014967812067,2.1507601653636854
2000-09-08,-1.4421263802583795,-0.8937932017156314,-1.7364031052258255,-2.4168382293185076,-1.0525362305802588
2000-09-11,-0.7363520834605453,-2.1784784637189247,-1.6301452851761766,-2.472755188686371,-3.153190312779053
2000-09-12,-1.0968625284617062,-1.8332146119222514,-3.275340992180631,-2.727007813637883,-3.569617717148077
2000-09-13,-1.8313359349587444,-2.9281984634204505,-3.664550546880996,-5.106676927139375,-4.558343748596627
2000-09-14,0.6010826546701153,-1.230253280288629,-2.327115808750335,-3.0634678922108804,-4.50559427246926
2000-09-15,-0.6970390037798424,-0.09595634910972706,-1.9272922840684714,-3.0241548125301776,-3.760506895990723
2000-09-18,-1.552810872565935,-2.2498498763457775,-1.6487672216756621,-3.4801031566344065,-4.576965685096113
2000-09-19,0.6659777385996435,-0.8868331339662916,-1.583872137746134,-0.9827894830760187,-2.814125418034763
2000-09-20,-2.5179850171769047,-1.8520072785772612,-3.4048181511431963,-4.101857154923039,-3.5007745002529234
2000-09-21,-1.2241250584432706,-3.7421100756201753,-3.076132337020532,-4.628943209586467,-5.325982213366309
2000-09-22,0.8542010129275468,-0.3699240455157238,-2.8879090626926285,-2.221931324092985,-3.77474219665892
2000-09-25,0.7160967320968936,1.5702977450244404,0.34617268658116984,-2.171812330595735,-1.5058345919960914
2000-09-26,-0.3489803379581602,0.3671163941387334,1.2213174070662802,-0.00280765137699035,-2.520792668553895
2000-09-27,0.7219953033757776,0.37301496541761736,1.089111697514511,1.9433127104420578,0.7191876519987872
2000-09-28,0.27405240159623645,0.996047704972014,0.6470673670138538,1.3631640991107474,2.2173651120382942
2000-09-29,-0.5082536608554733,-0.23420125925923685,0.4877940441165407,0.1388137061583805,0.8549104382552741
2000-10-02,0.9390678785285544,0.43081421767308115,0.7048666192693176,1.4268619226450951,1.077881584686935
2000-10-04,-0.5674495652371547,0.3716183132913997,-0.13663534756407358,0.13741705403216287,0.8594123574079404
2000-10-05,1.0070143326865733,0.4395647674494185,1.378632645977973,0.8703789851224997,1.1444313867187361
2000-10-06,-1.698791511728892,-0.6917771790423188,-1.2592267442794736,-0.3201588657509191,-0.8284125266063924
2000-10-09,-1.4209816909035666,-3.1197732026324587,-2.1127588699458855,-2.68020843518304,-1.7411405566544857
2000-10-10,-0.11427173605547125,-1.5352534269590379,-3.23404493868793,-2.2270306060013567,-2.7944801712385114
2000-10-11,-1.6852967838618227,-1.799568519917294,-3.2205502108208606,-4.919341722549753,-3.9123273898631794
2000-10-12,-1.4795838126920202,-3.164880596553843,-3.279152332609314,-4.700134023512881,-6.398925535241773
2000-10-13,2.98714396645412,1.5075601537620997,-0.17773663009972296,-0.2920083661551942,-1.7129900570587608
2000-10-16,-0.5124694523830797,2.47467451407104,0.99509070137902,-0.6902060824828027,-0.8044778185382739
2000-10-17,-1.4521165528547542,-1.9645860052378339,1.022557961216286,-0.45702585147573416,-2.142322635337557
2000-10-18,-0.7485405133675016,-2.2006570662222558,-2.7131265186053355,0.27401744784878446,-1.2055663648432358
2000-10-19,2.0825923885318787,1.334051875164377,-0.1180646776903771,-0.6305341300734568,2.356609836380663
2000-10-20,-0.015108181765732809,2.067484206766146,1.3189436933986443,-0.1331728594561099,-0.6456423118391896
2000-10-23,0.036859069284389534,0.021750887518656725,2.1043432760505354,1.3558027626830338,-0.09631379017172037
2000-10-24,2.7108971777794366,2.747756247063826,2.7326480652980933,4.815240453829972,4.06669994046247
2000-10-25,-0.8056972489260517,1.905199928853385,1.9420589981377745,1.9269508163720417,4.00954320490392
2000-10-26,0.29120341098263225,-0.5144938379434194,2.196403339836017,2.2332624091204067,2.218154227354674
2000-10-27,2.2901034652456076,2.58130687622824,1.7756096273021882,4.486506805081625,4.523365874366014
2000-10-30,0.02728487969285709,2.3173883449384647,2.608591755921097,1.8028945069950453,4.513791684774482
2000-10-31,2.1547536318163196,2.1820385115091767,4.472141976754784,4.763345387737417,3.957648138811365
2000-11-01,-0.2598962237822633,1.8948574080340563,1.9221422877269134,4.212245752972521,4.503449163955153
2000-11-02,0.41802320858668196,0.15812698480441867,2.3128806166207383,2.3401654963135954,4.630268961559203
2000-11-03,0.5575049011659061,0.9755281097525881,0.7156318859703248,2.8703855177866444,2.8976703974795015
2000-11-06,0.11258364049311353,0.6700885416590197,1.0881117502457016,0.8282155264634383,2.982969158279758
2000-11-07,-0.844609185162426,-0.7320255446693125,-0.17452064350340635,0.2435025650832756,-0.01639365869898768
2000-11-08,-0.9604622359907111,-1.8050714211531371,-1.6924877806600236,-1.1349828794941175,-0.7169596709074355
2000-11-09,-0.7036060487056517,-1.6640682846963628,-2.508677469858789,-2.3960938293656753,-1.8385889281997692
2000-11-10,-1.5612304063662208,-2.2648364550718725,-3.2252986910625836,-4.06990787622501,-3.957324235731896
2000-11-13,-1.6123865041292262,-3.173616910495447,-3.8772229592010987,-4.83768519519181,-5.682294380354236
2000-11-14,3.276300035725477,1.6639135315962506,0.10268312523002976,-0.6009229234756219,-1.561385159466333
2000-11-15,-0.07984151040254517,3.1964585253229316,1.5840720211937054,0.02284161482748459,-0.6807644338781671
2000-11-16,-1.7239905218955798,-1.803832032298125,1.4724680034273518,-0.1399185007018744,-1.7011489070680952
2000-11-17,-1.3214431221275191,-3.045433644023099,-3.125275154425644,0.15102488129983271,-1.4613616228293935
2000-11-20,-2.13767332631587,-3.459116448443389,-5.183106970338969,-5.262948480741514,-1.986648445016037
2000-11-21,1.0324018194451057,-1.1052715068707641,-2.4267146289982833,-4.150705150893863,-4.230546661296408
2000-11-22,-2.540658923563832,-1.5082571041187265,-3.6459304304345963,-4.967373552562115,-6.691364074457695
2000-11-23,1.3798744617616876,-1.1607844618021446,-0.1283826423570389,-2.2660559686729087,-3.587499090800428
2000-11-24,0.9525788974471538,2.3324533592088414,-0.2082055643549907,0.824196255090115,-1.3134770712257549
2000-11-27,0.4899307634943284,1.4425096609414823,2.82238412270317,0.2817251991393377,1.3141270185844434
2000-11-28,-1.0711343870598355,-0.5812036235655071,0.3713752738816467,1.7512497356433343,-0.7894091879204979
2000-11-29,-0.4119860910112294,-1.483120478071065,-0.9931897145767365,-0.0406108171295827,1.339263644632105
2000-11-30,-3.484985249129302,-3.8969713401405315,-4.968105727200367,-4.478174963706039,-3.5255960662588848
2000-12-01,2.182119289874329,-1.302865959254973,-1.7148520502662024,-2.785986437326038,-2.2960556738317095
2000-12-04,-1.6223554565858223,0.5597638332885069,-2.925221415840795,-3.3372075068520246,-4.40834189391186
2000-12-05,3.5110760496502635,1.8887205930644413,4.07083988293877,0.5858546338094683,0.17386854279823893
2000-12-06,-0.22383995162726933,3.287236098022994,1.664880641437172,3.846999931311501,0.362014682182199
2000-12-07,-0.8518176475641681,-1.0756575991914374,2.435418450458826,0.8130629938730038,2.995182283747333
2000-12-08,1.8883687843937125,1.0365511368295444,0.812711185202275,4.323787234852539,2.7014317782667163
2000-12-11,1.3548014465996516,3.243170230993364,2.391352583429196,2.1675126318019267,5.67858868145219
2000-12-12,-0.7240306571585364,0.6307707894411152,2.5191395738348277,1.6673219262706596,1.4434819746433902
2000-12-13,-1.6981325020195115,-2.422163159178048,-1.0673617125783963,0.8210070718153162,-0.03081057574885193
2000-12-14,-2.2958674904357323,-3.993999992455244,-4.71803064961378,-3.3632292030141286,-1.4748604186204162
2000-12-15,-2.1662855225711652,-4.462153013006898,-6.160285515026409,-6.8843161721849455,-5.529514725585294
2000-12-18,0.9267835785205847,-1.2395019440505806,-3.535369434486313,-5.233501936505824,-5.957532593664361
2000-12-19,1.3835968666382925,2.310380445158877,0.14409492258771195,-2.1517725678480204,-3.849905069867532
2000-12-20,-3.622635336420643,-2.2390384697823507,-1.312254891261766,-3.478540413832931,-5.774407904268664
2000-12-21,-0.7719211233059298,-4.394556459726573,-3.0109595930882804,-2.0841760145676957,-4.250461537138861
2000-12-22,0.8141627718631028,0.04224164855717305,-3.58039368786347,-2.1967968212251776,-1.270013242704593
2000-12-27,1.220411624443507,2.03457439630661,1.26265327300068,-2.359982063419963,-0.9763851967816706
2000-12-28,0.6847375447032178,1.9051491691467248,2.7193119410098276,1.9473908177038979,-1.6752445187167453
2000-12-29,0.9678875514651963,1.6526250961684141,2.873036720611921,3.687199492475024,2.915278369169094
2001-01-02,-2.260336474488689,-1.2924489230234926,-0.6077113783202748,0.6127002461232323,1.426863017986335
2001-01-03,2.2813193448410374,0.02098287035234847,0.9888704218175448,1.6736079665207626,2.8940195909642696
2001-01-04,-0.9119982327289833,1.369321112112054,-0.8910153623766348,0.07687218908856153,0.7616097337917793
2001-01-05,0.09044733468055455,-0.8215508980484287,1.4597684467926086,-0.8005680276960803,0.16731952376911607
2001-01-08,0.1543681661296148,0.24481550081016934,-0.6671827319188139,1.6141366129222234,-0.6461998615664655
2001-01-09,0.1930202505048939,0.3473884166345087,0.43783575131506325,-0.47416248141392003,1.8071568634271173
2001-01-10,-1.327373790444497,-1.1343535399396032,-0.9799853738099884,-0.8895380391294339,-1.8015362718584171
2001-01-11,2.2705232019312405,0.9431494114867434,1.1361696619916373,1.290537828121252,1.3809851628018066
2001-01-12,0.38316318448750053,2.653686386418741,1.326312595974244,1.5193328464791378,1.6737010126087526
2001-01-15,0.5047361002896267,0.8878992847771272,3.1584224867083677,1.8310486962638706,2.0240689467687645
2001-01-16,-0.30677666023173344,0.19795944005789323,0.5811226245453938,2.8516458264766342,1.5242720360321371
2001-01-17,2.2878264107056623,1.9810497504739288,2.4857858507635555,2.868949035251056,5.1394722371822965
2001-01-18,-0.26518086165321364,2.0226455490524486,1.7158688888207152,2.220604989110342,2.6037681735978424
2001-01-19,0.23737011036910616,-0.027810751284107482,2.260015659421555,1.9532389991898214,2.457975099479448
2001-01-22,0.35223331937164204,0.5896034297407482,0.32442256808753456,2.612248978793197,2.3054723185614634
