Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.12.2023;16:30;16:45;16.991,25;15.829,75;92
01.12.2023;16:45;17:00;17.076,25;15.820,75;73,75
01.12.2023;17:00;17:15;17.262,25;15.919,5;22,75
01.12.2023;17:15;17:30;17.261,5;15.922,25;8,75
01.12.2023;17:30;17:45;17.231,25;15.929,5;3
01.12.2023;17:45;18:00;17.134;15.805,25;3
01.12.2023;18:00;18:15;17.025,25;15.635,75;3
01.12.2023;18:15;18:30;16.955,75;15.536,25;2
01.12.2023;18:30;18:45;16.921,25;15.512,75;39,5
01.12.2023;18:45;19:00;16.769;15.332,5;39,75
01.12.2023;19:00;19:15;16.647;15.241,5;3,75
01.12.2023;19:15;19:30;16.431,75;15.078,5;7
01.12.2023;19:30;19:45;16.301,75;14.978,75;56,5
01.12.2023;19:45;20:00;16.101,25;14.827;5,75
01.12.2023;20:00;20:15;15.844;14.585,25;4,75
01.12.2023;20:15;20:30;15.487,5;14.219,75;75,5
01.12.2023;20:30;20:45;15.370,75;14.107,25;94,5
01.12.2023;20:45;21:00;15.222;13.955,25;190,25
01.12.2023;21:00;21:15;15.004,75;13.760,5;105,75
01.12.2023;21:15;21:30;14.860,5;13.640,25;162,25
01.12.2023;21:30;21:45;14.596,5;13.402,5;121
01.12.2023;21:45;22:00;14.383;13.202,5;271,75
01.12.2023;22:00;22:15;14.389,25;13.221,25;59,75
01.12.2023;22:15;22:30;14.206,5;13.044,75;123,75
01.12.2023;22:30;22:45;14.049,5;12.901;44,25
01.12.2023;22:45;23:00;13.843,25;12.708,75;55,25
01.12.2023;23:00;23:15;13.700,75;12.591;218,75
01.12.2023;23:15;23:30;13.474,75;12.390,5;238,25
01.12.2023;23:30;23:45;13.282,25;12.214,75;265,5
01.12.2023;23:45;00:00;13.076;12.014;436
02.12.2023;00:00;00:15;12.925;11.875,25;211,25
02.12.2023;00:15;00:30;12.783;11.750,75;261,75
02.12.2023;00:30;00:45;12.499;11.476,5;434
02.12.2023;00:45;01:00;12.399,75;11.383,75;544,75
02.12.2023;01:00;01:15;12.246,75;11.203,25;619,75
02.12.2023;01:15;01:30;12.144,75;11.087,75;710
02.12.2023;01:30;01:45;12.029,5;11.001,75;814,75
02.12.2023;01:45;02:00;11.913,25;10.902,5;941,25
02.12.2023;02:00;02:15;11.842;10.823,5;745,25
02.12.2023;02:15;02:30;11.752,75;10.736,75;890,25
02.12.2023;02:30;02:45;11.686,75;10.670,25;997,25
02.12.2023;02:45;03:00;11.633,75;10.619,25;1.045,75
02.12.2023;03:00;03:15;11.586;10.572;1.009
02.12.2023;03:15;03:30;11.564;10.534,5;1.064,5
02.12.2023;03:30;03:45;11.512,25;10.449;1.180,5
02.12.2023;03:45;04:00;11.516,5;10.447,5;1.204,25
02.12.2023;04:00;04:15;11.510;10.464,75;1.186,25
02.12.2023;04:15;04:30;11.476,25;10.452,25;1.205
02.12.2023;04:30;04:45;11.472,75;10.472,5;1.224
02.12.2023;04:45;05:00;11.499;10.514,75;1.196,25
02.12.2023;05:00;05:15;11.527,75;10.562,5;1.025,75
02.12.2023;05:15;05:30;11.466,25;10.513,25;1.067,75
02.12.2023;05:30;05:45;11.501,75;10.573,25;996,5
02.12.2023;05:45;06:00;11.501,75;10.641,25;940,5
02.12.2023;06:00;06:15;11.501,25;10.687,5;780
02.12.2023;06:15;06:30;11.550,25;10.779,5;645,25
02.12.2023;06:30;06:45;11.779,75;11.033,25;382
02.12.2023;06:45;07:00;11.923,25;11.223,5;242,75
02.12.2023;07:00;07:15;12.246;11.584,75;240,5
02.12.2023;07:15;07:30;12.446,75;11.795,5;143,25
02.12.2023;07:30;07:45;12.687,25;12.045,5;33,75
02.12.2023;07:45;08:00;12.883,5;12.252,5;10,5
02.12.2023;08:00;08:15;13.141,5;12.505,25;130,25
02.12.2023;08:15;08:30;13.384;12.772,75;74
02.12.2023;08:30;08:45;13.548;12.930,5;8,25
02.12.2023;08:45;09:00;13.788;13.159;4
02.12.2023;09:00;09:15;14.062,75;13.410,25;3,25
02.12.2023;09:15;09:30;14.287,75;13.616,5;3,25
02.12.2023;09:30;09:45;14.440,75;13.748,25;3,5
02.12.2023;09:45;10:00;14.609,25;13.905,25;3,25
02.12.2023;10:00;10:15;14.624,5;13.905,5;2,5
02.12.2023;10:15;10:30;14.741,5;13.987,5;2,25
02.12.2023;10:30;10:45;14.811;14.027;1,5
02.12.2023;10:45;11:00;14.868;14.066;1,75
02.12.2023;11:00;11:15;15.054,5;14.233,5;2
02.12.2023;11:15;11:30;15.130,5;14.276,5;3
02.12.2023;11:30;11:45;15.116,5;14.243,5;2,75
02.12.2023;11:45;12:00;15.137,5;14.261,75;3,25
02.12.2023;12:00;12:15;15.184,75;14.308;3
02.12.2023;12:15;12:30;15.263,5;14.382,5;3,25
02.12.2023;12:30;12:45;15.231,25;14.345,5;4
02.12.2023;12:45;13:00;15.022;14.134;6
02.12.2023;13:00;13:15;14.996,25;14.135,5;13,75
02.12.2023;13:15;13:30;14.841,5;14.013,5;14,5
02.12.2023;13:30;13:45;14.726,5;13.919;16
02.12.2023;13:45;14:00;14.684,75;13.911,5;17
02.12.2023;14:00;14:15;14.703;13.959;18,5
02.12.2023;14:15;14:30;14.594;13.847,5;83,25
02.12.2023;14:30;14:45;14.551,5;13.771,25;83
02.12.2023;14:45;15:00;14.532,5;13.803,25;81,75
02.12.2023;15:00;15:15;14.512,5;13.810,75;114,5
02.12.2023;15:15;15:30;14.426,25;13.745,25;74,25
02.12.2023;15:30;15:45;14.480,75;13.816;11
02.12.2023;15:45;16:00;14.479,75;13.827,25;4,25
02.12.2023;16:00;16:15;14.583,25;13.918;4,25
02.12.2023;16:15;16:30;14.641,25;13.918,5;4,25
02.12.2023;16:30;16:45;14.853;14.088;3,25
02.12.2023;16:45;17:00;15.055,5;14.248,25;1,75
02.12.2023;17:00;17:15;15.257;14.407,75;14,5
02.12.2023;17:15;17:30;15.273,75;14.369,75;3,25
02.12.2023;17:30;17:45;15.240,75;14.267,5;3,25
02.12.2023;17:45;18:00;15.173,5;14.142,25;3,5
02.12.2023;18:00;18:15;15.198,75;14.120,5;3,5
02.12.2023;18:15;18:30;15.029,5;13.881,75;3,5
02.12.2023;18:30;18:45;15.032,25;13.830,5;3,25
02.12.2023;18:45;19:00;14.840,25;13.576,5;37,75
02.12.2023;19:00;19:15;14.767;13.463,5;2,5
02.12.2023;19:15;19:30;14.623,75;13.287,75;1,75
02.12.2023;19:30;19:45;14.363,5;12.984;2,5
02.12.2023;19:45;20:00;14.267,5;12.853,75;2,75
02.12.2023;20:00;20:15;14.176;12.773;4,5
02.12.2023;20:15;20:30;13.933,5;12.552,5;4
02.12.2023;20:30;20:45;13.660,75;12.287,75;21
02.12.2023;20:45;21:00;13.437,25;12.041,25;21
02.12.2023;21:00;21:15;13.355,5;11.966;3,25
02.12.2023;21:15;21:30;13.241,25;11.835,25;3,25
02.12.2023;21:30;21:45;13.104,25;11.673,25;3,25
02.12.2023;21:45;22:00;12.949;11.507,5;5
02.12.2023;22:00;22:15;13.082,75;11.671,5;188
02.12.2023;22:15;22:30;12.997;11.589,25;119,25
02.12.2023;22:30;22:45;12.842,75;11.423,5;58,75
02.12.2023;22:45;23:00;12.633,75;11.191;260,25
02.12.2023;23:00;23:15;12.477,25;11.020,5;68,5
02.12.2023;23:15;23:30;12.350,25;10.880,5;142,5
02.12.2023;23:30;23:45;12.221,25;10.731,5;74,25
02.12.2023;23:45;00:00;12.070,75;10.571;179,75
03.12.2023;00:00;00:15;11.967,5;10.440,5;114,75
03.12.2023;00:15;00:30;11.877;10.303,5;283,5
03.12.2023;00:30;00:45;11.759;10.137,25;341,75
03.12.2023;00:45;01:00;11.522;9.869;499,75
03.12.2023;01:00;01:15;11.481,25;9.803,25;447,5
03.12.2023;01:15;01:30;11.387;9.687,5;516,5
03.12.2023;01:30;01:45;11.239;9.502;637,5
03.12.2023;01:45;02:00;11.151,5;9.419,25;594
03.12.2023;02:00;02:15;10.978;9.253,75;467
03.12.2023;02:15;02:30;10.957,25;9.223,75;543,5
03.12.2023;02:30;02:45;10.847,75;9.090,25;619
03.12.2023;02:45;03:00;10.812,5;9.034,25;751,5
03.12.2023;03:00;03:15;10.745,25;8.920,5;988,5
03.12.2023;03:15;03:30;10.705,5;8.831;1.030
03.12.2023;03:30;03:45;10.758,5;8.860,75;1.051,25
03.12.2023;03:45;04:00;10.620;8.729,5;1.189
03.12.2023;04:00;04:15;10.546,5;8.648,5;1.293,5
03.12.2023;04:15;04:30;10.570,5;8.677,5;1.326
03.12.2023;04:30;04:45;10.573,75;8.711,75;1.332,25
03.12.2023;04:45;05:00;10.679,5;8.835,5;1.300,5
03.12.2023;05:00;05:15;10.555,5;8.716,75;1.199
03.12.2023;05:15;05:30;10.591,75;8.761,5;1.189,5
03.12.2023;05:30;05:45;10.554;8.705;1.198,25
03.12.2023;05:45;06:00;10.484,25;8.596,25;1.224,5
03.12.2023;06:00;06:15;10.477;8.548,25;1.163
03.12.2023;06:15;06:30;10.522,25;8.591;1.110,25
03.12.2023;06:30;06:45;10.677,5;8.715,75;952,25
03.12.2023;06:45;07:00;10.712,75;8.679,5;986,5
03.12.2023;07:00;07:15;10.875,25;8.798,5;893,25
03.12.2023;07:15;07:30;11.071,75;8.978,5;813,75
03.12.2023;07:30;07:45;11.208,5;9.072,5;625
03.12.2023;07:45;08:00;11.364,5;9.219;540
03.12.2023;08:00;08:15;11.685,25;9.544;641,25
03.12.2023;08:15;08:30;11.997;9.845,5;389,75
03.12.2023;08:30;08:45;12.238;10.067,75;385
03.12.2023;08:45;09:00;12.515,75;10.326;237,75
03.12.2023;09:00;09:15;12.794,5;10.594;97,25
03.12.2023;09:15;09:30;13.055,25;10.840;106,25
03.12.2023;09:30;09:45;13.228,75;10.978;120,75
03.12.2023;09:45;10:00;13.419,5;11.111,75;83
03.12.2023;10:00;10:15;13.600,5;11.184,75;72
03.12.2023;10:15;10:30;13.710,5;11.146,25;151,75
03.12.2023;10:30;10:45;13.798,5;11.108,5;178,25
03.12.2023;10:45;11:00;13.906,75;11.140,25;217,75
03.12.2023;11:00;11:15;14.123;11.322,25;112,75
03.12.2023;11:15;11:30;14.266,25;11.441,25;140,5
03.12.2023;11:30;11:45;14.356,5;11.529,75;145
03.12.2023;11:45;12:00;14.352,75;11.442,25;166,75
03.12.2023;12:00;12:15;14.334,5;11.419,5;56,5
03.12.2023;12:15;12:30;14.246,5;11.325;105,75
03.12.2023;12:30;12:45;14.134,25;11.305,75;69,25
03.12.2023;12:45;13:00;13.984;11.237;78,5
03.12.2023;13:00;13:15;13.914,25;11.217,25;80,5
03.12.2023;13:15;13:30;13.777;11.177,25;107,5
03.12.2023;13:30;13:45;13.636,75;11.124;135,25
03.12.2023;13:45;14:00;13.531,75;11.066,5;83
03.12.2023;14:00;14:15;13.508;11.079,5;80,75
03.12.2023;14:15;14:30;13.515;11.164;6,5
03.12.2023;14:30;14:45;13.540,25;11.263;5,5
03.12.2023;14:45;15:00;13.478,75;11.315,75;5,5
03.12.2023;15:00;15:15;13.546;11.491,25;152,5
03.12.2023;15:15;15:30;13.508;11.550,5;61
03.12.2023;15:30;15:45;13.501,75;11.648,5;14,25
03.12.2023;15:45;16:00;13.556,5;11.769,25;22,75
03.12.2023;16:00;16:15;13.624;11.816,5;2,5
03.12.2023;16:15;16:30;13.743,5;11.858,75;2,25
03.12.2023;16:30;16:45;13.964,5;11.984;1,5
03.12.2023;16:45;17:00;14.260,25;12.159,5;1
03.12.2023;17:00;17:15;14.459,25;12.234;1
03.12.2023;17:15;17:30;14.494;12.140,75;1
03.12.2023;17:30;17:45;14.565,75;12.116,5;1,25
03.12.2023;17:45;18:00;14.643;12.079;1,75
03.12.2023;18:00;18:15;14.789,75;12.149,5;0,75
03.12.2023;18:15;18:30;14.716,25;12.017,75;0,75
03.12.2023;18:30;18:45;14.724;11.942,25;0,75
03.12.2023;18:45;19:00;14.613,75;11.791,5;0,5
03.12.2023;19:00;19:15;14.538,75;11.634,75;0,5
03.12.2023;19:15;19:30;14.407;11.414,25;0,5
03.12.2023;19:30;19:45;14.197,5;11.106,75;2
03.12.2023;19:45;20:00;14.091,75;10.909,75;7,25
03.12.2023;20:00;20:15;13.943,5;10.660;11,75
03.12.2023;20:15;20:30;13.837,75;10.468,5;5
03.12.2023;20:30;20:45;13.652,25;10.210;5,25
03.12.2023;20:45;21:00;13.510,75;10.019,25;7,5
03.12.2023;21:00;21:15;13.383,75;9.854;75
03.12.2023;21:15;21:30;13.375,25;9.813;74,5
03.12.2023;21:30;21:45;13.294;9.705,25;89,25
03.12.2023;21:45;22:00;13.264,75;9.630,25;101,75
03.12.2023;22:00;22:15;13.392,75;9.749,25;154,75
03.12.2023;22:15;22:30;13.264;9.625;226,25
03.12.2023;22:30;22:45;13.109;9.444,5;281,5
03.12.2023;22:45;23:00;12.882,75;9.217,25;486
03.12.2023;23:00;23:15;12.681,25;8.988,5;244
03.12.2023;23:15;23:30;12.537;8.797;272,5
03.12.2023;23:30;23:45;12.257;8.442,5;647,25
03.12.2023;23:45;00:00;12.144,25;8.253,5;747
04.12.2023;00:00;00:15;11.926,75;7.986;688
04.12.2023;00:15;00:30;11.802;7.865,75;813,25
04.12.2023;00:30;00:45;11.695,75;7.705;943,75
04.12.2023;00:45;01:00;11.608;7.528,25;1.102,75
04.12.2023;01:00;01:15;11.543,25;7.406,25;1.084,25
04.12.2023;01:15;01:30;11.504,5;7.321,25;1.216,25
04.12.2023;01:30;01:45;11.442,75;7.267;1.327,75
04.12.2023;01:45;02:00;11.454;7.286,25;1.393,25
04.12.2023;02:00;02:15;11.328,25;7.167,25;1.306
04.12.2023;02:15;02:30;11.228;7.037;1.373,25
04.12.2023;02:30;02:45;11.216,75;6.981;1.418,75
04.12.2023;02:45;03:00;11.257;6.986,75;1.406,5
04.12.2023;03:00;03:15;11.203,75;6.922,25;1.420
04.12.2023;03:15;03:30;11.203,25;6.887;1.443,75
04.12.2023;03:30;03:45;11.284,75;6.938,25;1.429,5
04.12.2023;03:45;04:00;11.374;6.988,75;1.417,25
04.12.2023;04:00;04:15;11.454,5;7.006,25;1.441,5
04.12.2023;04:15;04:30;11.486;6.976,5;1.443,75
04.12.2023;04:30;04:45;11.610,5;7.092;1.461
04.12.2023;04:45;05:00;11.879,5;7.371,5;1.398,5
04.12.2023;05:00;05:15;12.120,5;7.607,25;1.404,75
04.12.2023;05:15;05:30;12.250,75;7.678,5;1.277,75
04.12.2023;05:30;05:45;12.714;8.094,25;751,25
04.12.2023;05:45;06:00;13.042,25;8.412,75;558,75
04.12.2023;06:00;06:15;13.945,25;9.225;626,25
04.12.2023;06:15;06:30;14.561,25;9.784;280,75
04.12.2023;06:30;06:45;14.982,5;10.154;107,75
04.12.2023;06:45;07:00;15.434,5;10.636;54
04.12.2023;07:00;07:15;15.909,25;11.156,25;39
04.12.2023;07:15;07:30;16.237,5;11.484,5;29,5
04.12.2023;07:30;07:45;16.484,5;11.629,25;2,5
04.12.2023;07:45;08:00;16.751,5;11.794;2,75
04.12.2023;08:00;08:15;16.998,75;12.017,5;2,5
04.12.2023;08:15;08:30;17.200,5;12.156;1,25
04.12.2023;08:30;08:45;17.305;12.235,75;1
04.12.2023;08:45;09:00;17.425,75;12.360,75;1
04.12.2023;09:00;09:15;17.524,75;12.473,25;1,25
04.12.2023;09:15;09:30;17.637,25;12.580,5;1
04.12.2023;09:30;09:45;17.742;12.701;0,75
04.12.2023;09:45;10:00;17.744,25;12.739,25;0,75
04.12.2023;10:00;10:15;17.699,75;12.733,5;0,75
04.12.2023;10:15;10:30;17.696,25;12.741;1
04.12.2023;10:30;10:45;17.821;12.894,25;1
04.12.2023;10:45;11:00;17.950,25;13.086,75;1
04.12.2023;11:00;11:15;17.977,5;13.193,5;1,25
04.12.2023;11:15;11:30;18.019,25;13.293,75;1,25
04.12.2023;11:30;11:45;18.069,5;13.427,75;1,25
04.12.2023;11:45;12:00;18.085;13.480,25;1,25
04.12.2023;12:00;12:15;17.962,5;13.353,25;1,25
04.12.2023;12:15;12:30;17.914;13.307,25;2,75
04.12.2023;12:30;12:45;17.930,75;13.332,75;3,25
04.12.2023;12:45;13:00;17.904,75;13.361,5;3,5
04.12.2023;13:00;13:15;17.946,75;13.404,25;2
04.12.2023;13:15;13:30;17.823,25;13.265;2,25
04.12.2023;13:30;13:45;17.713,75;13.186,75;3
04.12.2023;13:45;14:00;17.553;13.069;2,25
04.12.2023;14:00;14:15;17.496,5;13.047,5;23,25
04.12.2023;14:15;14:30;17.458;12.955,75;23,5
04.12.2023;14:30;14:45;17.456;12.905,25;2
04.12.2023;14:45;15:00;17.413,5;12.809,25;2,5
04.12.2023;15:00;15:15;17.579,25;12.885,75;1,75
04.12.2023;15:15;15:30;17.446,25;12.662,25;5
04.12.2023;15:30;15:45;17.373;12.533,5;62,5
04.12.2023;15:45;16:00;17.382,75;12.409,25;85
04.12.2023;16:00;16:15;17.393,5;12.300,25;68,75
04.12.2023;16:15;16:30;17.507,5;12.329,25;26,5
04.12.2023;16:30;16:45;17.604,25;12.324,25;1,75
04.12.2023;16:45;17:00;17.758,75;12.431;1,75
04.12.2023;17:00;17:15;17.932;12.546,25;1,25
04.12.2023;17:15;17:30;18.021,5;12.594,25;1
04.12.2023;17:30;17:45;18.142;12.667,75;1
04.12.2023;17:45;18:00;18.092,5;12.590,5;1
04.12.2023;18:00;18:15;17.891;12.366,25;1
04.12.2023;18:15;18:30;17.835,5;12.268,5;1
04.12.2023;18:30;18:45;17.797,5;12.222;1
04.12.2023;18:45;19:00;17.762,25;12.159;1,25
04.12.2023;19:00;19:15;17.611;11.944,25;2,75
04.12.2023;19:15;19:30;17.514;11.802,5;2,5
04.12.2023;19:30;19:45;17.383,25;11.655,75;44
04.12.2023;19:45;20:00;17.287,5;11.486,25;26
04.12.2023;20:00;20:15;16.919;11.042;2,75
04.12.2023;20:15;20:30;16.715,5;10.856;25,25
04.12.2023;20:30;20:45;16.363,25;10.484;34
04.12.2023;20:45;21:00;16.128;10.200,25;58,25
04.12.2023;21:00;21:15;15.966;10.012;167
04.12.2023;21:15;21:30;15.801,5;9.831,75;221,5
04.12.2023;21:30;21:45;15.535;9.548,5;288,5
04.12.2023;21:45;22:00;15.262,5;9.314;318,25
04.12.2023;22:00;22:15;15.043;9.139,75;400,5
04.12.2023;22:15;22:30;14.872,5;8.937,25;525,25
04.12.2023;22:30;22:45;14.488,75;8.554,75;761,25
04.12.2023;22:45;23:00;14.141,25;8.184,75;817,75
04.12.2023;23:00;23:15;13.874,5;7.889,25;790,75
04.12.2023;23:15;23:30;13.681,5;7.614,5;855
04.12.2023;23:30;23:45;13.554,75;7.395;888,25
04.12.2023;23:45;00:00;13.409,25;7.239;977,5
05.12.2023;00:00;00:15;13.233,25;7.049,5;1.011,75
05.12.2023;00:15;00:30;13.111,5;6.887,5;1.218,5
05.12.2023;00:30;00:45;12.917,25;6.653,5;1.411
05.12.2023;00:45;01:00;12.804,25;6.540,75;1.493,5
05.12.2023;01:00;01:15;12.561,5;6.283,75;1.428,5
05.12.2023;01:15;01:30;12.354,25;6.049,5;1.443,25
05.12.2023;01:30;01:45;12.284,5;6.017,25;1.568,25
05.12.2023;01:45;02:00;12.166,75;5.821,75;1.645
05.12.2023;02:00;02:15;12.075,5;5.673,75;1.681,25
05.12.2023;02:15;02:30;12.095,5;5.658;1.653,75
05.12.2023;02:30;02:45;12.018;5.589,25;1.648,5
05.12.2023;02:45;03:00;12.065,5;5.659,25;1.640,75
05.12.2023;03:00;03:15;12.061,25;5.694;1.561,75
05.12.2023;03:15;03:30;12.027,75;5.684,25;1.607,75
05.12.2023;03:30;03:45;12.120;5.746;1.588,75
05.12.2023;03:45;04:00;12.161,5;5.779,75;1.584
05.12.2023;04:00;04:15;12.253,75;5.898,5;1.509,25
05.12.2023;04:15;04:30;12.311,5;5.960,5;1.508,75
05.12.2023;04:30;04:45;12.399;5.994,75;1.413,75
05.12.2023;04:45;05:00;12.518;6.051;1.417
05.12.2023;05:00;05:15;12.936,5;6.473,5;1.490
05.12.2023;05:15;05:30;13.086;6.603,75;1.476,75
05.12.2023;05:30;05:45;13.437,75;7.012,25;1.190
05.12.2023;05:45;06:00;13.820;7.398,75;1.117
05.12.2023;06:00;06:15;14.643,75;8.137;892,75
05.12.2023;06:15;06:30;15.036,5;8.533,5;614
05.12.2023;06:30;06:45;15.499,5;8.983,75;359,25
05.12.2023;06:45;07:00;15.788,75;9.292;281,25
05.12.2023;07:00;07:15;16.297;9.782,5;184,25
05.12.2023;07:15;07:30;16.622,5;10.048;94,25
05.12.2023;07:30;07:45;16.762;10.198,25;26,75
05.12.2023;07:45;08:00;16.923,75;10.366,75;19
05.12.2023;08:00;08:15;17.118,25;10.561,75;27,25
05.12.2023;08:15;08:30;17.290,25;10.734,25;47,25
05.12.2023;08:30;08:45;17.495,25;10.924,75;32
05.12.2023;08:45;09:00;17.561,75;10.966,75;31,75
05.12.2023;09:00;09:15;17.514,75;10.918,75;2,25
05.12.2023;09:15;09:30;17.606;11.011;2,25
05.12.2023;09:30;09:45;17.691,5;11.168;2,25
05.12.2023;09:45;10:00;17.612,5;11.134,5;2,75
05.12.2023;10:00;10:15;17.567,75;11.098;3
05.12.2023;10:15;10:30;17.633,75;11.170,25;3
05.12.2023;10:30;10:45;17.701,5;11.236,5;3
05.12.2023;10:45;11:00;17.713,75;11.312,5;4
05.12.2023;11:00;11:15;17.755,25;11.445;26,25
05.12.2023;11:15;11:30;17.770;11.501;3
05.12.2023;11:30;11:45;17.791,5;11.528,25;3,5
05.12.2023;11:45;12:00;17.786,5;11.602;7
05.12.2023;12:00;12:15;17.756,25;11.634,5;4,75
05.12.2023;12:15;12:30;17.624,25;11.554,25;4,75
05.12.2023;12:30;12:45;17.650,25;11.647;4,5
05.12.2023;12:45;13:00;17.610;11.695,75;4
05.12.2023;13:00;13:15;17.647,25;11.770;3,5
05.12.2023;13:15;13:30;17.610,75;11.823;3
05.12.2023;13:30;13:45;17.540,25;11.861,5;3
05.12.2023;13:45;14:00;17.428;11.833,75;3,75
05.12.2023;14:00;14:15;17.303,25;11.790,5;3,5
05.12.2023;14:15;14:30;17.387,75;11.982;3
05.12.2023;14:30;14:45;17.301,75;11.966,75;2,75
05.12.2023;14:45;15:00;17.287,75;12.004,25;2,5
05.12.2023;15:00;15:15;17.210,25;12.020,25;2
05.12.2023;15:15;15:30;17.170,5;12.006,25;2
05.12.2023;15:30;15:45;17.251;12.136,25;2
05.12.2023;15:45;16:00;17.212;12.146;2,25
05.12.2023;16:00;16:15;17.229;12.152;2
05.12.2023;16:15;16:30;17.259;12.149,5;1,75
05.12.2023;16:30;16:45;17.505,75;12.342,75;1,5
05.12.2023;16:45;17:00;17.536;12.278,5;1,5
05.12.2023;17:00;17:15;17.604;12.320,25;1,75
05.12.2023;17:15;17:30;17.561,5;12.271;1,75
05.12.2023;17:30;17:45;17.565,25;12.320,25;1,75
05.12.2023;17:45;18:00;17.539,75;12.356,25;1,75
05.12.2023;18:00;18:15;17.439,25;12.338,5;2,25
05.12.2023;18:15;18:30;17.378,5;12.371;2,25
05.12.2023;18:30;18:45;17.319,75;12.386,25;2
05.12.2023;18:45;19:00;17.248,5;12.439,25;1,75
05.12.2023;19:00;19:15;17.139;12.433,5;1,5
05.12.2023;19:15;19:30;16.933,5;12.307,5;1,25
05.12.2023;19:30;19:45;16.806,5;12.216,75;1
05.12.2023;19:45;20:00;16.612,5;12.054,25;1,5
05.12.2023;20:00;20:15;16.408;11.894,25;2,5
05.12.2023;20:15;20:30;16.152;11.700,25;3,75
05.12.2023;20:30;20:45;16.034;11.647;4
05.12.2023;20:45;21:00;15.777,5;11.423,25;31
05.12.2023;21:00;21:15;15.772,25;11.438,75;44
05.12.2023;21:15;21:30;15.570;11.290,5;7
05.12.2023;21:30;21:45;15.248,25;11.060,5;68,5
05.12.2023;21:45;22:00;15.063,25;10.954;134
05.12.2023;22:00;22:15;14.878,25;10.873,5;145
05.12.2023;22:15;22:30;14.709,25;10.832,5;141,25
05.12.2023;22:30;22:45;14.396,75;10.626,75;140,5
05.12.2023;22:45;23:00;14.088,5;10.406,5;203,5
05.12.2023;23:00;23:15;13.857,25;10.241,75;347
05.12.2023;23:15;23:30;13.753,75;10.207,25;455,5
05.12.2023;23:30;23:45;13.449,75;9.941,25;571,25
05.12.2023;23:45;00:00;13.183,5;9.744,75;689,5
06.12.2023;00:00;00:15;13.011,5;9.631;778,75
06.12.2023;00:15;00:30;12.820,5;9.488,5;880,5
06.12.2023;00:30;00:45;12.634,25;9.339,5;786,25
06.12.2023;00:45;01:00;12.474,25;9.194,75;860,75
06.12.2023;01:00;01:15;12.334;9.080,25;971,75
06.12.2023;01:15;01:30;12.218,5;9.042;1.233,75
06.12.2023;01:30;01:45;12.137,25;8.997;1.325,75
06.12.2023;01:45;02:00;12.116,5;8.993;1.353,25
06.12.2023;02:00;02:15;11.997,5;8.919,75;1.371,75
06.12.2023;02:15;02:30;12.003;8.937,5;1.373,25
06.12.2023;02:30;02:45;11.996,75;8.943;1.385,25
06.12.2023;02:45;03:00;12.029,75;8.985,5;1.375,25
06.12.2023;03:00;03:15;12.095,75;9.051,25;1.455,75
06.12.2023;03:15;03:30;12.077,75;9.035,5;1.469,5
06.12.2023;03:30;03:45;12.145,25;9.101,75;1.455,25
06.12.2023;03:45;04:00;12.108,75;9.066;1.457,75
06.12.2023;04:00;04:15;12.205;9.172,75;1.552,5
06.12.2023;04:15;04:30;12.278,5;9.244,75;1.505
06.12.2023;04:30;04:45;12.398,5;9.413;1.456,5
06.12.2023;04:45;05:00;12.671,5;9.704,75;1.189,75
06.12.2023;05:00;05:15;12.983,25;10.011;1.102,25
06.12.2023;05:15;05:30;13.173,5;10.201;909,25
06.12.2023;05:30;05:45;13.460,25;10.520,5;888,5
06.12.2023;05:45;06:00;13.887,5;10.978,75;810,25
06.12.2023;06:00;06:15;14.444,5;11.516;757,5
06.12.2023;06:15;06:30;14.942;12.026,75;483
06.12.2023;06:30;06:45;15.245,25;12.316,75;164
06.12.2023;06:45;07:00;15.547,5;12.633,25;69,75
06.12.2023;07:00;07:15;16.169;13.305,5;168,75
06.12.2023;07:15;07:30;16.355,5;13.476;44,5
06.12.2023;07:30;07:45;16.483,75;13.631,25;5,5
06.12.2023;07:45;08:00;16.599,25;13.755,75;2,75
06.12.2023;08:00;08:15;16.741,75;13.937;2,75
06.12.2023;08:15;08:30;16.938,5;14.136,5;2,25
06.12.2023;08:30;08:45;17.132,75;14.396;2,25
06.12.2023;08:45;09:00;17.162,75;14.460,5;2
06.12.2023;09:00;09:15;17.230,25;14.514,25;1
06.12.2023;09:15;09:30;17.360,5;14.633,5;1,25
06.12.2023;09:30;09:45;17.462,5;14.746;2
06.12.2023;09:45;10:00;17.627,25;14.916,75;1
06.12.2023;10:00;10:15;17.529,75;14.786,25;1
06.12.2023;10:15;10:30;17.569,25;14.828,25;1,25
06.12.2023;10:30;10:45;17.664;14.926,25;1,5
06.12.2023;10:45;11:00;17.769;15.041;1,75
06.12.2023;11:00;11:15;17.760,25;15.048,75;4,75
06.12.2023;11:15;11:30;17.801,5;15.096,25;2,75
06.12.2023;11:30;11:45;17.767,5;15.108,5;5,25
06.12.2023;11:45;12:00;17.868;15.235,5;2
06.12.2023;12:00;12:15;17.842,25;15.201,75;54,5
06.12.2023;12:15;12:30;17.795,75;15.163,75;44,25
06.12.2023;12:30;12:45;17.760;15.153;38,25
06.12.2023;12:45;13:00;17.765;15.182,25;29,5
