Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
23.11.2023;16:30;16:45;17.159,75;5.710,25;62,25
23.11.2023;16:45;17:00;17.324,75;5.902,75;8,75
23.11.2023;17:00;17:15;17.534,5;6.027;2,75
23.11.2023;17:15;17:30;17.566;6.026,5;3,75
23.11.2023;17:30;17:45;17.577,25;5.994;2,5
23.11.2023;17:45;18:00;17.542,75;5.974,5;2,5
23.11.2023;18:00;18:15;17.322,5;5.824,25;2,25
23.11.2023;18:15;18:30;17.158,25;5.618,5;68,75
23.11.2023;18:30;18:45;17.126,25;5.523,25;72,5
23.11.2023;18:45;19:00;17.043,75;5.403,5;82,25
23.11.2023;19:00;19:15;16.930,5;5.223,75;37,25
23.11.2023;19:15;19:30;16.846,5;5.109;60,75
23.11.2023;19:30;19:45;16.638,75;4.900,25;106,25
23.11.2023;19:45;20:00;16.434,75;4.710;147,5
23.11.2023;20:00;20:15;16.150,25;4.596,25;123,75
23.11.2023;20:15;20:30;15.906,5;4.309,75;160,75
23.11.2023;20:30;20:45;15.769,5;4.089,75;199,75
23.11.2023;20:45;21:00;15.586,25;3.857,5;295,25
23.11.2023;21:00;21:15;15.432,25;3.770,75;298,75
23.11.2023;21:15;21:30;15.283;3.656,75;426,75
23.11.2023;21:30;21:45;14.994;3.369;577,25
23.11.2023;21:45;22:00;14.816,25;3.274;754
23.11.2023;22:00;22:15;14.499,5;3.244,75;503,25
23.11.2023;22:15;22:30;14.325;3.046,25;605,5
23.11.2023;22:30;22:45;14.116,75;2.803,25;702,5
23.11.2023;22:45;23:00;13.957;2.822;823,25
23.11.2023;23:00;23:15;13.651,5;2.432;620,75
23.11.2023;23:15;23:30;13.462,5;2.175;886,5
23.11.2023;23:30;23:45;13.338,75;2.073,5;1.083
23.11.2023;23:45;00:00;13.144,5;2.039,25;1.162
24.11.2023;00:00;00:15;12.617,75;1.667,75;696,5
24.11.2023;00:15;00:30;12.447,75;1.452,75;827,25
24.11.2023;00:30;00:45;12.356;1.360,25;1.050,75
24.11.2023;00:45;01:00;12.206,25;1.262,75;1.131,25
24.11.2023;01:00;01:15;12.161,5;1.152,75;1.040,75
24.11.2023;01:15;01:30;12.031,75;1.080,25;984,75
24.11.2023;01:30;01:45;12.059,25;1.176,25;1.106,25
24.11.2023;01:45;02:00;12.057,5;1.210,5;1.017,25
24.11.2023;02:00;02:15;11.823,75;1.340;950,25
24.11.2023;02:15;02:30;11.709,75;1.482,25;956,25
24.11.2023;02:30;02:45;11.675,75;1.566,25;915,5
24.11.2023;02:45;03:00;11.700,25;1.617;913,25
24.11.2023;03:00;03:15;11.722,75;1.804,75;895,25
24.11.2023;03:15;03:30;11.751;1.953;863,25
24.11.2023;03:30;03:45;11.781,25;1.933;845
24.11.2023;03:45;04:00;11.810,25;1.971;841
24.11.2023;04:00;04:15;11.783,75;1.953;799,5
24.11.2023;04:15;04:30;11.898,75;2.109,5;741,5
24.11.2023;04:30;04:45;12.040;2.266,75;697,5
24.11.2023;04:45;05:00;12.291,25;2.484,25;658,5
24.11.2023;05:00;05:15;12.595,5;2.957,75;750
24.11.2023;05:15;05:30;12.889,5;3.307,5;785,5
24.11.2023;05:30;05:45;13.146,5;3.622,25;561,25
24.11.2023;05:45;06:00;13.531,5;4.062;458,5
24.11.2023;06:00;06:15;14.146,75;4.337,5;688,25
24.11.2023;06:15;06:30;14.552,25;4.820,25;369,5
24.11.2023;06:30;06:45;14.847;5.138,75;237
24.11.2023;06:45;07:00;15.259;5.639,5;100
24.11.2023;07:00;07:15;15.740,25;6.025,5;53,75
24.11.2023;07:15;07:30;15.914,75;6.338;6,75
24.11.2023;07:30;07:45;16.050,75;6.535,25;1
24.11.2023;07:45;08:00;16.043;6.640,75;0,5
24.11.2023;08:00;08:15;16.126,5;6.769,75;0,25
24.11.2023;08:15;08:30;16.349,75;6.852,75;0,25
24.11.2023;08:30;08:45;16.382,5;6.725,5;0,25
24.11.2023;08:45;09:00;16.491,75;6.664,75;0,25
24.11.2023;09:00;09:15;16.481,75;6.528;4,75
24.11.2023;09:15;09:30;16.605,25;6.540,75;38
24.11.2023;09:30;09:45;16.606,25;6.441,25;0,75
24.11.2023;09:45;10:00;16.819,25;6.445,25;14,25
24.11.2023;10:00;10:15;16.842;6.357,25;3,5
24.11.2023;10:15;10:30;16.991;6.240;5,5
24.11.2023;10:30;10:45;17.127;6.142,25;2
24.11.2023;10:45;11:00;17.191;6.015;2,75
24.11.2023;11:00;11:15;17.244;5.981,75;21,75
24.11.2023;11:15;11:30;17.292,25;5.934,5;22
24.11.2023;11:30;11:45;17.328,25;5.766,75;57,5
24.11.2023;11:45;12:00;17.368,75;5.599,25;162,5
24.11.2023;12:00;12:15;17.144,5;5.367,25;175
24.11.2023;12:15;12:30;17.088,25;5.222;273
24.11.2023;12:30;12:45;16.966,75;5.257,5;254,5
24.11.2023;12:45;13:00;16.883,75;5.163;265,5
24.11.2023;13:00;13:15;16.886,25;4.999;396,75
24.11.2023;13:15;13:30;16.908;5.144,5;518,75
24.11.2023;13:30;13:45;16.645,25;5.121,5;457,5
24.11.2023;13:45;14:00;16.508,75;5.096,5;525
24.11.2023;14:00;14:15;16.476,5;5.006;383
24.11.2023;14:15;14:30;16.431,75;5.191;285,75
24.11.2023;14:30;14:45;16.305;5.351,75;219
24.11.2023;14:45;15:00;16.222,25;5.479,25;149,5
24.11.2023;15:00;15:15;16.200,5;5.753,25;445,75
24.11.2023;15:15;15:30;16.180,75;5.947,25;206,75
24.11.2023;15:30;15:45;16.079;5.980,5;167,5
24.11.2023;15:45;16:00;16.116;6.245;23
24.11.2023;16:00;16:15;16.224,5;6.509,5;77,75
24.11.2023;16:15;16:30;16.228;6.586,5;21
24.11.2023;16:30;16:45;16.273;6.640,75;12,5
24.11.2023;16:45;17:00;16.369,75;6.739;14
24.11.2023;17:00;17:15;16.595;6.848,75;3,75
24.11.2023;17:15;17:30;16.689;6.791,5;2,5
24.11.2023;17:30;17:45;16.774,5;6.846,75;2,25
24.11.2023;17:45;18:00;16.674,25;6.717,5;3
24.11.2023;18:00;18:15;16.549,25;6.582;4
24.11.2023;18:15;18:30;16.422,25;6.327,5;5,5
24.11.2023;18:30;18:45;16.413,5;6.267,5;5
24.11.2023;18:45;19:00;16.289,5;6.128,5;26,5
24.11.2023;19:00;19:15;16.308,25;6.110,75;23,5
24.11.2023;19:15;19:30;16.194;6.000,25;29
24.11.2023;19:30;19:45;16.128,75;6.059;37
24.11.2023;19:45;20:00;15.961,5;5.941,25;64,75
24.11.2023;20:00;20:15;15.754;5.616,25;25,75
24.11.2023;20:15;20:30;15.434,25;5.344,5;82
24.11.2023;20:30;20:45;15.198;5.132;84,5
24.11.2023;20:45;21:00;15.011;5.020;200,5
24.11.2023;21:00;21:15;14.772,25;5.062,75;171,25
24.11.2023;21:15;21:30;14.631,5;5.052,75;210,5
24.11.2023;21:30;21:45;14.364,5;4.873,75;218,75
24.11.2023;21:45;22:00;14.175,75;4.805,75;322,5
24.11.2023;22:00;22:15;14.036,25;4.901,25;83
24.11.2023;22:15;22:30;13.852,25;4.777,25;92
24.11.2023;22:30;22:45;13.677,75;4.812,75;160,5
24.11.2023;22:45;23:00;13.519,5;4.810;246
24.11.2023;23:00;23:15;13.301,5;4.706,5;240,25
24.11.2023;23:15;23:30;13.201,25;4.743,25;360,75
24.11.2023;23:30;23:45;13.026;4.632,75;475
24.11.2023;23:45;00:00;12.814,75;4.520;748,25
25.11.2023;00:00;00:15;12.709;4.576,5;854,5
25.11.2023;00:15;00:30;12.565,25;4.513,25;954
25.11.2023;00:30;00:45;12.413,75;4.407;1.079,75
25.11.2023;00:45;01:00;12.321;4.316;1.128,75
25.11.2023;01:00;01:15;12.133;4.321;1.082,25
25.11.2023;01:15;01:30;12.015;4.335,25;1.110,5
25.11.2023;01:30;01:45;12.023,25;4.437,25;1.011,25
25.11.2023;01:45;02:00;11.884,75;4.358,5;1.049,5
25.11.2023;02:00;02:15;11.686,25;4.355,75;1.153,5
25.11.2023;02:15;02:30;11.573;4.322;1.168,25
25.11.2023;02:30;02:45;11.500,25;4.207,25;1.138
25.11.2023;02:45;03:00;11.451;4.114,75;1.128,25
25.11.2023;03:00;03:15;11.321,75;3.992;1.218,25
25.11.2023;03:15;03:30;11.197,25;3.804,5;1.254,5
25.11.2023;03:30;03:45;11.141;3.685,75;1.267
25.11.2023;03:45;04:00;11.208,25;3.722,5;1.239,25
25.11.2023;04:00;04:15;11.312,5;3.910;1.227,25
25.11.2023;04:15;04:30;11.172,5;3.972,75;1.169,5
25.11.2023;04:30;04:45;11.222,5;4.115,75;1.160
25.11.2023;04:45;05:00;11.212;4.295,75;1.046,5
25.11.2023;05:00;05:15;11.221;4.337,25;1.025,5
25.11.2023;05:15;05:30;11.168,5;4.268,75;1.052
25.11.2023;05:30;05:45;11.091,25;4.207,5;1.024,5
25.11.2023;05:45;06:00;11.118,25;4.399,75;893,25
25.11.2023;06:00;06:15;11.197,5;4.342,5;981
25.11.2023;06:15;06:30;11.247,25;4.499,25;986
25.11.2023;06:30;06:45;11.314,5;4.679,25;903,5
25.11.2023;06:45;07:00;11.449,25;4.953,25;796,75
25.11.2023;07:00;07:15;11.691,5;5.073,75;693,5
25.11.2023;07:15;07:30;11.742;5.185,75;422,25
25.11.2023;07:30;07:45;12.000;5.357;327,75
25.11.2023;07:45;08:00;12.129;5.526,5;297
25.11.2023;08:00;08:15;12.482,25;5.746,5;206,25
25.11.2023;08:15;08:30;12.673,25;5.801,5;99,75
25.11.2023;08:30;08:45;12.896,25;5.883,75;111
25.11.2023;08:45;09:00;13.220,25;6.147,25;73,25
25.11.2023;09:00;09:15;13.412,75;6.371,25;6,25
25.11.2023;09:15;09:30;13.490,5;6.468,25;49
25.11.2023;09:30;09:45;13.617,75;6.551,5;108,5
25.11.2023;09:45;10:00;13.814,75;6.609;107,5
25.11.2023;10:00;10:15;13.711,75;6.490,5;6,5
25.11.2023;10:15;10:30;13.817,25;6.565,25;64,75
25.11.2023;10:30;10:45;13.904,5;6.591,75;185,75
25.11.2023;10:45;11:00;13.975,5;6.746;135,5
25.11.2023;11:00;11:15;14.041,5;6.935,5;161,5
25.11.2023;11:15;11:30;14.044,5;6.971,5;195,75
25.11.2023;11:30;11:45;14.106,25;7.047,75;259
25.11.2023;11:45;12:00;14.076,5;6.961,75;242,5
25.11.2023;12:00;12:15;14.115;7.090,25;192
25.11.2023;12:15;12:30;14.122;7.123,5;348,25
25.11.2023;12:30;12:45;14.091;7.210,25;436,75
25.11.2023;12:45;13:00;14.048;7.242,5;457,25
25.11.2023;13:00;13:15;13.930,25;7.330;573,25
25.11.2023;13:15;13:30;13.805;7.301;470
25.11.2023;13:30;13:45;13.724,75;7.288,75;470,5
25.11.2023;13:45;14:00;13.640,75;7.258,25;408,75
25.11.2023;14:00;14:15;13.607;7.444,75;361,75
25.11.2023;14:15;14:30;13.515,5;7.528,5;325,5
25.11.2023;14:30;14:45;13.524,75;7.676,25;198,25
25.11.2023;14:45;15:00;13.463,25;7.749,25;149
25.11.2023;15:00;15:15;13.528,25;7.995;309,75
25.11.2023;15:15;15:30;13.542,75;8.125,25;322
25.11.2023;15:30;15:45;13.529,25;8.132,25;125,5
25.11.2023;15:45;16:00;13.490,5;8.081,75;109,5
25.11.2023;16:00;16:15;13.742,5;8.339,5;114,25
25.11.2023;16:15;16:30;13.866;8.466;89
25.11.2023;16:30;16:45;14.004,75;8.490,75;97,25
25.11.2023;16:45;17:00;14.162,75;8.576,25;89,5
25.11.2023;17:00;17:15;14.373;8.913,75;107,25
25.11.2023;17:15;17:30;14.388,75;8.992,5;24,25
25.11.2023;17:30;17:45;14.398,5;9.023,75;9,75
25.11.2023;17:45;18:00;14.456,25;9.093;2
25.11.2023;18:00;18:15;14.422,75;9.014,5;2
25.11.2023;18:15;18:30;14.373,5;8.981,5;2
25.11.2023;18:30;18:45;14.259;9.021,75;2
25.11.2023;18:45;19:00;14.122,5;9.076,25;27,75
25.11.2023;19:00;19:15;13.966;9.112;2,25
25.11.2023;19:15;19:30;13.833,75;9.172,75;1,25
25.11.2023;19:30;19:45;13.687,75;9.148;1,25
25.11.2023;19:45;20:00;13.536,25;9.039,75;1,25
25.11.2023;20:00;20:15;13.436,75;9.033,5;2
25.11.2023;20:15;20:30;13.293;9.030,5;2,25
25.11.2023;20:30;20:45;13.064,75;8.935,25;2,25
25.11.2023;20:45;21:00;12.886,5;8.897,25;5,25
25.11.2023;21:00;21:15;12.798,5;8.990,25;8,75
25.11.2023;21:15;21:30;12.787,25;9.211,75;2,75
25.11.2023;21:30;21:45;12.632,75;9.245,75;22,25
25.11.2023;21:45;22:00;12.603,5;9.368,25;30,75
25.11.2023;22:00;22:15;12.585;9.516;6,5
25.11.2023;22:15;22:30;12.407,75;9.461;6,25
25.11.2023;22:30;22:45;12.176,5;9.284,5;6,25
25.11.2023;22:45;23:00;11.897,25;9.124,25;6,25
25.11.2023;23:00;23:15;11.742,25;9.056,25;6,75
25.11.2023;23:15;23:30;11.668;9.017,75;6,5
25.11.2023;23:30;23:45;11.480,5;8.916,75;6,75
25.11.2023;23:45;00:00;11.299,25;8.804;40,25
26.11.2023;00:00;00:15;11.079,5;8.673;218,25
26.11.2023;00:15;00:30;11.070;8.705,75;233,75
26.11.2023;00:30;00:45;10.994,75;8.664;286,5
26.11.2023;00:45;01:00;10.877,75;8.574,5;291,5
26.11.2023;01:00;01:15;10.595,5;8.241,75;119,25
26.11.2023;01:15;01:30;10.476;8.112;142,75
26.11.2023;01:30;01:45;10.415;8.142;121,75
26.11.2023;01:45;02:00;10.290,5;8.041,25;201,25
26.11.2023;02:00;02:15;10.195,25;7.955,75;532,25
26.11.2023;02:15;02:30;10.190,5;7.931;543
26.11.2023;02:30;02:45;10.142,5;7.899,25;544,25
26.11.2023;02:45;03:00;10.119,5;7.900,25;564,25
26.11.2023;03:00;03:15;10.056,5;7.836,25;626,5
26.11.2023;03:15;03:30;10.027,25;7.789,75;637,25
26.11.2023;03:30;03:45;10.070,75;7.824,75;653,25
26.11.2023;03:45;04:00;10.053,25;7.795,75;655
26.11.2023;04:00;04:15;10.054;7.779,5;920
26.11.2023;04:15;04:30;10.035,25;7.765;982
26.11.2023;04:30;04:45;10.044;7.789,5;967,25
26.11.2023;04:45;05:00;10.066;7.807;986,5
26.11.2023;05:00;05:15;10.065,75;7.710,25;704,75
26.11.2023;05:15;05:30;10.025,75;7.666,75;710
26.11.2023;05:30;05:45;9.999;7.572,75;740,25
26.11.2023;05:45;06:00;10.011,25;7.603,75;813,5
26.11.2023;06:00;06:15;10.058;7.630,75;601,25
26.11.2023;06:15;06:30;9.964,75;7.480,5;733
26.11.2023;06:30;06:45;9.994,5;7.541,25;743,5
26.11.2023;06:45;07:00;10.062,5;7.734;643,25
26.11.2023;07:00;07:15;10.149,25;7.743,25;578,25
26.11.2023;07:15;07:30;10.291,5;8.010;375,5
26.11.2023;07:30;07:45;10.442,75;8.030,5;265,25
26.11.2023;07:45;08:00;10.570,75;8.347,5;147,75
26.11.2023;08:00;08:15;10.833,25;8.320,5;287,75
26.11.2023;08:15;08:30;11.099,75;8.525;242,5
26.11.2023;08:30;08:45;11.305;8.706,75;232,25
26.11.2023;08:45;09:00;11.494;8.974,25;95
26.11.2023;09:00;09:15;11.771,5;9.035;2,75
26.11.2023;09:15;09:30;11.958,5;9.234;2,75
26.11.2023;09:30;09:45;12.183,75;9.262,5;12,75
26.11.2023;09:45;10:00;12.319;9.317;4
26.11.2023;10:00;10:15;12.431,5;9.415,5;4
26.11.2023;10:15;10:30;12.520,5;9.263,5;29,75
26.11.2023;10:30;10:45;12.630;9.246;16
26.11.2023;10:45;11:00;12.805;9.388;11,25
26.11.2023;11:00;11:15;13.011,5;9.465,25;360
26.11.2023;11:15;11:30;13.183,75;9.533,75;181,25
26.11.2023;11:30;11:45;13.245,25;9.585,25;128,25
26.11.2023;11:45;12:00;13.320,5;9.709,25;54,75
26.11.2023;12:00;12:15;13.370,25;9.679,5;36,25
26.11.2023;12:15;12:30;13.401,75;9.799;39,75
26.11.2023;12:30;12:45;13.335,75;9.799,25;8
26.11.2023;12:45;13:00;13.210,75;9.677,25;36,75
26.11.2023;13:00;13:15;13.070,75;9.752;7,25
26.11.2023;13:15;13:30;13.050;9.782;6,75
26.11.2023;13:30;13:45;12.982,75;9.727;27,5
26.11.2023;13:45;14:00;12.889,5;9.821;44,5
26.11.2023;14:00;14:15;12.891;10.025,75;277,5
26.11.2023;14:15;14:30;12.842,25;9.986,25;130
26.11.2023;14:30;14:45;12.804;10.034,75;45,25
26.11.2023;14:45;15:00;12.742;10.049,5;47
26.11.2023;15:00;15:15;12.859;10.525,25;65,75
26.11.2023;15:15;15:30;12.876,5;10.659;70
26.11.2023;15:30;15:45;12.870,75;10.612,5;118
26.11.2023;15:45;16:00;12.794,25;10.233,5;64,5
26.11.2023;16:00;16:15;12.969,25;10.412,75;133
26.11.2023;16:15;16:30;13.139,5;10.589,25;74,25
26.11.2023;16:30;16:45;13.293,5;10.706,25;24,25
26.11.2023;16:45;17:00;13.468,75;10.801;3,5
26.11.2023;17:00;17:15;13.703,75;10.970,25;2,5
26.11.2023;17:15;17:30;13.788,75;11.048,75;2,5
26.11.2023;17:30;17:45;13.839,75;11.015,5;2,75
26.11.2023;17:45;18:00;13.859,75;11.029;2,5
26.11.2023;18:00;18:15;13.936,25;11.276,75;2,5
26.11.2023;18:15;18:30;13.937,75;11.184,5;3,25
26.11.2023;18:30;18:45;13.878,25;11.107,75;69,5
26.11.2023;18:45;19:00;13.841,25;11.044,5;75,5
26.11.2023;19:00;19:15;13.731,75;10.952,75;5,5
26.11.2023;19:15;19:30;13.646,75;10.976,5;15,75
26.11.2023;19:30;19:45;13.548,75;10.948,5;38,75
26.11.2023;19:45;20:00;13.406,5;10.843;38,25
26.11.2023;20:00;20:15;13.284;10.732,75;37,5
26.11.2023;20:15;20:30;13.127,25;10.634,5;40,5
26.11.2023;20:30;20:45;12.992,75;10.559;37,75
26.11.2023;20:45;21:00;12.878,5;10.509,25;54
26.11.2023;21:00;21:15;12.660,5;10.282,75;44,25
26.11.2023;21:15;21:30;12.592,25;10.217,5;57,5
26.11.2023;21:30;21:45;12.489,75;10.107,75;55,25
26.11.2023;21:45;22:00;12.554,5;10.172,5;71,75
26.11.2023;22:00;22:15;12.625,25;10.285,75;45,5
26.11.2023;22:15;22:30;12.528,25;10.233,25;103,5
26.11.2023;22:30;22:45;12.325,5;10.057;128,75
26.11.2023;22:45;23:00;12.052,5;9.805,5;176,75
26.11.2023;23:00;23:15;11.776,75;9.574;217,75
26.11.2023;23:15;23:30;11.663,75;9.508,5;315,25
26.11.2023;23:30;23:45;11.459;9.312,75;216,75
26.11.2023;23:45;00:00;11.289;9.136,75;343,25
27.11.2023;00:00;00:15;11.082,5;8.955,5;206,25
27.11.2023;00:15;00:30;11.048,5;8.918,25;258,75
27.11.2023;00:30;00:45;10.992,25;8.865,5;332,5
27.11.2023;00:45;01:00;10.891,5;8.802;467
27.11.2023;01:00;01:15;10.724;8.674,75;642,5
27.11.2023;01:15;01:30;10.678,5;8.670,5;722,25
27.11.2023;01:30;01:45;10.645,5;8.678,75;702,75
27.11.2023;01:45;02:00;10.601,25;8.632,5;733,5
27.11.2023;02:00;02:15;10.537,5;8.593,75;726,5
27.11.2023;02:15;02:30;10.528,25;8.585,5;782,75
27.11.2023;02:30;02:45;10.581,75;8.659;777,75
27.11.2023;02:45;03:00;10.578,5;8.689,75;793,75
27.11.2023;03:00;03:15;10.664,25;8.787,75;877,75
27.11.2023;03:15;03:30;10.662,75;8.789;859,5
27.11.2023;03:30;03:45;10.688,25;8.799;900,5
27.11.2023;03:45;04:00;10.746;8.860;898,5
27.11.2023;04:00;04:15;10.949,75;9.072,5;895,25
27.11.2023;04:15;04:30;11.028,25;9.147,75;891,75
27.11.2023;04:30;04:45;11.161,25;9.228,75;915
27.11.2023;04:45;05:00;11.298;9.301,5;902,5
27.11.2023;05:00;05:15;11.638,25;9.613,25;662,75
27.11.2023;05:15;05:30;11.790,75;9.719;656,75
27.11.2023;05:30;05:45;12.117,5;9.979,5;439,75
27.11.2023;05:45;06:00;12.570;10.336;342,75
27.11.2023;06:00;06:15;13.425,25;11.063,75;361
27.11.2023;06:15;06:30;14.012,25;11.574;102
27.11.2023;06:30;06:45;14.448,5;11.913;29,75
27.11.2023;06:45;07:00;14.757,75;12.130,75;15,25
27.11.2023;07:00;07:15;15.100;12.406,5;86
27.11.2023;07:15;07:30;15.568,5;12.770,5;49,5
27.11.2023;07:30;07:45;15.839;12.915,25;15,75
27.11.2023;07:45;08:00;16.008;12.986,75;14
27.11.2023;08:00;08:15;15.983;12.842;4,5
27.11.2023;08:15;08:30;16.303,5;13.002,75;0,5
27.11.2023;08:30;08:45;16.404,25;12.929;0,5
27.11.2023;08:45;09:00;16.480,25;12.873,25;17
27.11.2023;09:00;09:15;16.453,5;12.687,75;27
27.11.2023;09:15;09:30;16.522,5;12.551;32,75
27.11.2023;09:30;09:45;16.660,75;12.529,5;13,25
27.11.2023;09:45;10:00;16.812,75;12.510,5;16
27.11.2023;10:00;10:15;16.835;12.346;11
27.11.2023;10:15;10:30;16.942,75;12.258,25;14,25
27.11.2023;10:30;10:45;17.103,75;12.278,25;1,5
27.11.2023;10:45;11:00;17.175,75;12.185;1,5
27.11.2023;11:00;11:15;17.130,75;12.020;1,25
27.11.2023;11:15;11:30;17.277;12.027,75;1
27.11.2023;11:30;11:45;17.340,5;12.009,5;1,25
27.11.2023;11:45;12:00;17.301;11.865,25;1,25
27.11.2023;12:00;12:15;17.408;11.844,75;1,5
27.11.2023;12:15;12:30;17.190,5;11.549,25;1,5
27.11.2023;12:30;12:45;17.235,75;11.511,5;2,75
27.11.2023;12:45;13:00;17.355;11.558,5;13
27.11.2023;13:00;13:15;17.395;11.559,5;1,75
27.11.2023;13:15;13:30;17.340,75;11.501,5;1,5
27.11.2023;13:30;13:45;17.292;11.472;3
27.11.2023;13:45;14:00;17.129;11.332,5;58,75
27.11.2023;14:00;14:15;17.068,75;11.426;3,5
27.11.2023;14:15;14:30;17.059,75;11.405,5;1,75
27.11.2023;14:30;14:45;17.110,75;11.426,5;1,75
27.11.2023;14:45;15:00;17.110,5;11.387,5;2
27.11.2023;15:00;15:15;17.133,5;11.516,5;1,75
27.11.2023;15:15;15:30;17.092;11.423,5;1,25
27.11.2023;15:30;15:45;17.093,75;11.230,75;1,5
27.11.2023;15:45;16:00;17.135;11.127,75;1,75
27.11.2023;16:00;16:15;17.277,25;11.106,75;2,25
27.11.2023;16:15;16:30;17.487,5;11.258;2,25
27.11.2023;16:30;16:45;17.540;11.232,25;2,25
27.11.2023;16:45;17:00;17.491,25;11.107;2,75
27.11.2023;17:00;17:15;17.644,75;11.200,75;2,75
27.11.2023;17:15;17:30;17.714;11.252,75;3
27.11.2023;17:30;17:45;17.703,75;11.212,5;3,75
27.11.2023;17:45;18:00;17.705;11.206,75;35
27.11.2023;18:00;18:15;17.667;11.124,5;4
27.11.2023;18:15;18:30;17.545;10.987,5;3
27.11.2023;18:30;18:45;17.474,5;10.894,75;3,25
27.11.2023;18:45;19:00;17.435;10.835,25;3
27.11.2023;19:00;19:15;17.217,25;10.644,5;2,75
27.11.2023;19:15;19:30;17.135;10.630;2,75
27.11.2023;19:30;19:45;17.017,75;10.485;3
27.11.2023;19:45;20:00;16.883,25;10.409,75;3
27.11.2023;20:00;20:15;16.587,5;10.152,25;2,75
27.11.2023;20:15;20:30;16.357,25;9.952,5;3,5
27.11.2023;20:30;20:45;16.079;9.692;47,5
27.11.2023;20:45;21:00;15.846,75;9.569,25;62
27.11.2023;21:00;21:15;15.618;9.298,75;137,75
27.11.2023;21:15;21:30;15.407,25;9.102;190,75
27.11.2023;21:30;21:45;15.149;8.885,75;334,5
27.11.2023;21:45;22:00;14.986,75;8.682,25;574,25
27.11.2023;22:00;22:15;14.812,25;8.655,25;396,5
27.11.2023;22:15;22:30;14.593;8.380,25;578,5
27.11.2023;22:30;22:45;14.327,25;8.011,25;671,25
27.11.2023;22:45;23:00;14.104,75;7.747;867,25
27.11.2023;23:00;23:15;13.819;7.453,25;765,5
27.11.2023;23:15;23:30;13.633,75;7.210;812,75
27.11.2023;23:30;23:45;13.361;6.950,5;912,5
27.11.2023;23:45;00:00;13.269,75;6.845,25;952,75
28.11.2023;00:00;00:15;13.052,75;6.732,5;913,75
28.11.2023;00:15;00:30;12.932;6.636;1.038,5
28.11.2023;00:30;00:45;12.750,75;6.487,75;1.187
28.11.2023;00:45;01:00;12.647,5;6.473,75;1.101
28.11.2023;01:00;01:15;12.341;6.171,75;951,75
28.11.2023;01:15;01:30;12.268,25;6.068,25;922,25
28.11.2023;01:30;01:45;12.214;6.040,25;986,25
28.11.2023;01:45;02:00;12.180,25;6.038,5;1.028
28.11.2023;02:00;02:15;12.066,5;5.938,75;929,75
28.11.2023;02:15;02:30;11.957,75;5.791;997,5
28.11.2023;02:30;02:45;12.031,75;5.852,5;997
28.11.2023;02:45;03:00;12.003,25;5.828,75;1.095
28.11.2023;03:00;03:15;11.981;5.894,75;1.070,75
28.11.2023;03:15;03:30;12.009,25;5.915,5;1.078,75
28.11.2023;03:30;03:45;12.101;5.987;1.071,5
28.11.2023;03:45;04:00;12.129,25;6.028;1.091,75
28.11.2023;04:00;04:15;12.178,75;5.970,25;1.116,5
28.11.2023;04:15;04:30;12.231,75;6.000;1.097,75
28.11.2023;04:30;04:45;12.297;6.047,5;1.073,75
28.11.2023;04:45;05:00;12.385,25;6.121,5;990,5
28.11.2023;05:00;05:15;12.840,5;6.478;1.060
28.11.2023;05:15;05:30;12.996,5;6.676,5;1.019,5
28.11.2023;05:30;05:45;13.328,75;7.009,5;879
28.11.2023;05:45;06:00;13.721;7.460,75;729,25
28.11.2023;06:00;06:15;14.488,25;8.180,25;784,75
28.11.2023;06:15;06:30;15.017,25;8.799,25;351,25
28.11.2023;06:30;06:45;15.333;9.205,5;99,5
28.11.2023;06:45;07:00;15.618,75;9.634;20,75
28.11.2023;07:00;07:15;16.260,25;10.352,75;127,5
28.11.2023;07:15;07:30;16.551;10.705,5;11,25
28.11.2023;07:30;07:45;16.717,5;10.992,5;3,75
28.11.2023;07:45;08:00;17.041,75;11.451,25;2,25
28.11.2023;08:00;08:15;17.113;11.654;3,5
28.11.2023;08:15;08:30;17.218,25;11.964,5;2,75
28.11.2023;08:30;08:45;17.220,25;12.133;2,5
28.11.2023;08:45;09:00;17.191;12.366,5;2,5
28.11.2023;09:00;09:15;17.211,75;12.620,75;1,25
28.11.2023;09:15;09:30;17.215,25;12.786,75;1,25
28.11.2023;09:30;09:45;17.336,5;13.079,25;1,25
28.11.2023;09:45;10:00;17.414,5;13.336,25;0,75
28.11.2023;10:00;10:15;17.447,5;13.529,75;0,75
28.11.2023;10:15;10:30;17.484,75;13.679,5;1,25
28.11.2023;10:30;10:45;17.640,25;13.940;1,25
28.11.2023;10:45;11:00;17.631,75;14.048,75;1,5
28.11.2023;11:00;11:15;17.654,75;14.124,25;3,25
28.11.2023;11:15;11:30;17.688;14.259,75;3,75
28.11.2023;11:30;11:45;17.797,25;14.506,75;28,75
28.11.2023;11:45;12:00;17.822,75;14.619,5;37
28.11.2023;12:00;12:15;17.747,25;14.656,75;153
28.11.2023;12:15;12:30;17.694;14.693,25;168,25
28.11.2023;12:30;12:45;17.691;14.760,25;169
28.11.2023;12:45;13:00;17.658;14.818,25;178,5
28.11.2023;13:00;13:15;17.628,25;14.871;110,5
28.11.2023;13:15;13:30;17.624,5;14.960,75;108,75
