"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"DaenerysTargaryen","DAX","1 day",2023-11-22,-2.183,-0.781,1.112,3.088,5.977,0.231031149407457,0.120701557470373,0.506015574703728,0.880968850592543,1.42848442529627,0.287298442529627,0.644693770118509,0.880968850592543,TRUE,TRUE,FALSE
"Phoebe","DAX","1 day",2023-11-22,-0.78395083,-0.08638414,0.27962988,0.64564389,1.34321058,0.231031149407457,0.0507490989703728,0.158707644703728,0.0485987305925432,0.207306370296272,0.0556089715296272,0.104194163218509,0.0485987305925432,TRUE,TRUE,FALSE
"JakePeralta","DAX","1 day",2023-11-22,-2.51287,-0.568104,0.032509,0.65372,2.212123,0.231031149407457,0.137195057470373,0.399567574703728,0.198522149407457,0.211344425296272,0.0990545925296273,0.209136759881491,0.198522149407457,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","1 day",22-11-20,-2.383464444,-0.549914402,0.122941934,0.773733476,2.252487494,0.231031149407457,0.130724779670373,0.390472775703728,0.108089215407457,0.271351163296272,0.101072817229627,0.200342150261491,0.108089215407457,TRUE,TRUE,FALSE
"TyrionLannister","DAX","1 day",2023-11-22,-1.45312429529449,-0.39384674872589,0.0487113577286812,0.513414853501848,1.60997603213669,0.231031149407457,0.0842077722350973,0.312438949066673,0.182319791678776,0.141191852047196,0.0689472441364618,0.157821121832841,0.182319791678776,TRUE,TRUE,FALSE
"mean_ensemble","DAX","2 day",2023-11-22,-2.53678655179485,-0.751081622873789,0.153262503904122,0.974107383819738,2.74137931169257,0.448115459422915,0.149245100560888,0.599598541148352,0.294852955518793,0.262995962198411,0.114663192613483,0.284271150407986,0.294852955518793,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","2 day",2023-11-22,-4.0878949635655,-0.817404076536876,0.0802650430125951,0.987419924708899,3.57049232679329,0.448115459422915,0.226800521149421,0.632759767979896,0.36785041641032,0.269652232642992,0.156118843368519,0.330636356310229,0.36785041641032,TRUE,TRUE,FALSE
"Rachel","DAX","2 day",2023-11-22,-2.8185008122827,-0.495131700953569,0.0934238867187134,0.718609506540679,2.40733825573781,0.448115459422915,0.163330813585281,0.471623580188242,0.354691572704202,0.135247023558882,0.0979611398157448,0.24457082597047,0.354691572704202,TRUE,TRUE,FALSE
"BrienneVonTarth","DAX","2 day",2023-11-22,-1.70507685994089,-0.586774488918241,0,0.586774488918241,1.70507685994089,0.448115459422915,0.10765961596819,0.517444974170578,0.448115459422915,0.069329514747663,0.0628480700258988,0.241079526867049,0.448115459422915,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","2 day",2023-11-22,-1.8387762856199,-0.767883939369352,0.19303622862088,1.01831714680105,2.49960658281221,0.448115459422915,0.114344587252141,0.607999699396133,0.255079230802036,0.285100843689068,0.102574556169465,0.273019783461769,0.255079230802036,TRUE,TRUE,FALSE
"median_ensemble","DAX","2 day",2023-11-22,-2.55055770548301,-0.767883939369352,0.0687499189057305,0.77014348,2.40733825573781,0.448115459422915,0.149933658245296,0.607999699396134,0.379365540517185,0.161014010288542,0.0979611398157448,0.27925480965258,0.379365540517185,TRUE,TRUE,FALSE
"homersimpson","DAX","2 day",2023-11-22,-1.96081724845872,-0.721256036986251,0.0687499189057305,0.708475004192266,2.32671797924639,0.448115459422915,0.120446635394082,0.584685748204583,0.379365540517185,0.130179772384675,0.0939301259911738,0.26172156449834,0.379365540517185,TRUE,TRUE,FALSE
"StannisBaratheon","DAX","2 day",2023-11-22,-3.81926215094547,-0.744991171648366,0.126819525019771,0.911465389908304,3.07756683906415,0.448115459422915,0.213368880518419,0.596553315535641,0.321295934403144,0.231674965242694,0.131472568982062,0.298873132936392,0.321295934403144,TRUE,TRUE,FALSE
"MasterYoda","DAX","2 day",2023-11-22,-2.1404,-1.1994,-0.544,0.2096,2.105,0.448115459422915,0.129425772971146,0.823757729711458,0.992115459422915,0.357773189134373,0.0828442270288543,0.477183275653749,0.992115459422915,FALSE,TRUE,FALSE
"DaenerysTargaryen","DAX","2 day",2023-11-22,-3.242,-1.119,1.613,3.861,6.611,0.448115459422915,0.184505772971146,0.783557729711458,1.16488454057708,1.70644227028854,0.308144227028855,0.829506908115417,1.16488454057708,TRUE,TRUE,FALSE
"Phoebe","DAX","2 day",2023-11-22,-0.87267971,-0.07106879,0.34953734,0.77014348,1.5717544,0.448115459422915,0.0660397584711458,0.259592124711458,0.0985781194229153,0.161014010288542,0.0561819470288543,0.128281191984583,0.0985781194229153,TRUE,TRUE,FALSE
"JakePeralta","DAX","2 day",2023-11-22,-3.313147,-0.845477,0.040133,0.930484,3.054446,0.448115459422915,0.188063122971146,0.646796229711458,0.407982459422915,0.241184270288542,0.130316527028854,0.322868521884583,0.407982459422915,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","2 day",22-11-20,-2.661277525,-0.781859592,0.038855494,0.871224445,2.414213338,0.448115459422915,0.155469649221146,0.614987525711458,0.409259965422915,0.211554492788542,0.0983048939288543,0.297915305414583,0.409259965422915,TRUE,TRUE,FALSE
"TyrionLannister","DAX","2 day",2023-11-22,-1.9678349120369,-0.936666536059283,-0.0497604789781114,0.643530450985086,2.35059515706287,0.448115459422915,0.120797518572991,0.692390997741099,0.497875938401027,0.0977074957810853,0.0951239848819979,0.30077918707564,0.497875938401027,TRUE,TRUE,FALSE
"JonSnow","DAX","2 day",2023-11-22,-2.55055770548301,-0.677147764887313,-0.0176474065459909,0.446352152602062,1.94412331334574,0.448115459422915,0.149933658245296,0.562631612155114,0.465762865968906,0.00264496023127961,0.0748003926961413,0.251154697859348,0.465762865968906,FALSE,TRUE,FALSE
"mean_ensemble","DAX","5 day",2023-11-22,-3.31782105464108,-0.969182427779269,0.116937733824771,0.948555730622709,2.99409584356017,0.0535631743629139,0.1685692114502,0.511372801071091,0.0633745594618571,0.447496278129898,0.147026633459863,0.267567896714582,0.0633745594618571,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","5 day",2023-11-22,-5.25916085313898,-0.912911877239653,0.16421387707215,1.22428481937478,4.62869696515187,0.0535631743629139,0.265636201375095,0.483237525801283,0.110650702709236,0.585360822505931,0.228756689539448,0.334728388386199,0.110650702709236,TRUE,TRUE,FALSE
"BrienneVonTarth","DAX","5 day",2023-11-22,-1.72611359124392,-0.594013938088451,0,0.594013938088451,1.72611359124392,0.0535631743629139,0.0889838382803415,0.323788556225683,0.0535631743629139,0.270225381862769,0.0836275208440502,0.164037694315151,0.0535631743629139,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","5 day",2023-11-22,-2.25651117836474,-1.12376413834543,0.537433766681872,1.55000057876915,2.98607308212107,0.0535631743629139,0.115503717636383,0.588663656354171,0.483870592318958,0.748218702203118,0.146625495387908,0.416576432780108,0.483870592318958,TRUE,TRUE,FALSE
"median_ensemble","DAX","5 day",2023-11-22,-2.96195680939493,-0.912911877239653,0.082107,0.973389311,2.98607308212107,0.0535631743629139,0.150775999187892,0.483237525801283,0.0285438256370861,0.459913068318543,0.146625495387908,0.253819182866543,0.0285438256370861,TRUE,TRUE,FALSE
"homersimpson","DAX","5 day",2023-11-22,-2.24932476922692,0.388508435338197,0.498683108788622,0.953724320332583,2.84600068644374,0.0535631743629139,0.115144397179492,0.502417891462925,0.445119934425708,0.450080572984834,0.139621875604041,0.3304769343314,0.445119934425708,FALSE,TRUE,FALSE
"StannisBaratheon","DAX","5 day",2023-11-22,-4.39019147707759,-0.860921683082585,0.194685232823371,1.15597707380646,3.71170327623361,0.0535631743629139,0.222187732572025,0.457242428722749,0.141122058460457,0.551206949721773,0.182907005093535,0.310933234914108,0.141122058460457,TRUE,TRUE,FALSE
"MasterYoda","DAX","5 day",2023-11-22,-4.7404,-1.176,-0.0802,0.7506,4.0389,0.0535631743629139,0.239698158718146,0.614781587181457,0.133763174362914,0.348518412818543,0.199266841281854,0.307205634872583,0.133763174362914,TRUE,TRUE,FALSE
"DaenerysTargaryen","DAX","5 day",2023-11-22,-5.418,-3.281,0.017,1.291,3.173,0.0535631743629139,0.273578158718146,1.66728158718146,0.0365631743629139,0.618718412818543,0.155971841281854,0.550422634872583,0.0365631743629139,TRUE,TRUE,FALSE
"Phoebe","DAX","5 day",2023-11-22,-1.19445019,-0.36520067,0.06990747,0.50501561,1.33426513,0.0535631743629139,0.0624006682181457,0.209381922181457,0.0163442956370861,0.225726217818543,0.0640350977818544,0.115577640327417,0.0163442956370861,TRUE,TRUE,FALSE
"JakePeralta","DAX","5 day",2023-11-22,-4.230483,-1.007381,0.082107,1.163067,3.915251,0.0535631743629139,0.214202308718146,0.530472087181457,0.0285438256370861,0.554751912818543,0.193084391281854,0.304210905127417,0.0285438256370861,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","5 day",22-11-20,-2.651374473,-0.902753342,0.12465155,0.973389311,2.548778811,0.0535631743629139,0.135246882368146,0.478158258181457,0.0710883756370861,0.459913068318543,0.124760781831854,0.253833473267417,0.0710883756370861,TRUE,TRUE,FALSE
"TyrionLannister","DAX","5 day",2023-11-22,-2.31541589960274,-1.10497316611076,0.0036473352837518,0.95725812414531,2.84950309813577,0.0535631743629139,0.118448953698282,0.579268170236835,0.0499158390791621,0.451847474891198,0.139796996188643,0.267855486818824,0.0499158390791621,TRUE,TRUE,FALSE
"Rachel","DAX","5 day",2023-11-22,-3.73829146928427,-0.654760322585041,0.206564840073209,1.00347287428912,3.55261914137618,0.0535631743629139,0.189592732182359,0.354161748473977,0.153001665710295,0.474954849963104,0.174952798350664,0.26933275893608,0.153001665710295,TRUE,TRUE,FALSE
"JonSnow","DAX","5 day",2023-11-22,-2.96195680939493,-1.00419985901678,-0.298503641000956,0.20942084828936,1.61234118457601,0.0535631743629139,0.150775999187892,0.528881516689848,0.35206681536387,0.0779288369632229,0.0779389005106551,0.237518413743098,0.35206681536387,TRUE,TRUE,FALSE
"mean_ensemble","DAX","6 day",2023-11-22,-3.63111046382087,-0.700041242591668,0.299127821191725,1.32383812200203,3.6861909705763,0.218147658703671,0.192462906126227,0.45909445064767,0.0809801624880537,0.552845231649179,0.173402165593632,0.291756983300952,0.0809801624880537,TRUE,TRUE,FALSE
"BrienneVonTarth","DAX","6 day",2023-11-22,-1.74631436237811,-0.600965705153327,0,0.600965705153327,1.74631436237811,0.218147658703671,0.0982231010540889,0.409556681928499,0.218147658703671,0.191409023224828,0.0764083351837218,0.198748960018962,0.218147658703671,TRUE,TRUE,FALSE
"CharlesBoyle","DAX","6 day",2023-11-22,-2.94732163645505,-1.0007703115642,0.805481654021722,1.74687294967293,3.59166971249187,0.218147658703671,0.158273464757936,0.609458985133937,0.587333995318051,0.764362645484629,0.16867610268941,0.457621038676793,0.587333995318051,TRUE,TRUE,FALSE
"median_ensemble","DAX","6 day",2023-11-22,-3.029334178,-0.981008087,0.1398149,1.23297868455198,3.59166971249187,0.218147658703671,0.162374091835184,0.599577872851836,0.0783327587036713,0.507415512924154,0.16867610268941,0.303275267800851,0.0783327587036713,TRUE,TRUE,FALSE
"homersimpson","DAX","6 day",2023-11-22,-2.95665471633885,1.00073790864417,1.03864620560747,1.07655450257078,3.24633030479029,0.218147658703671,0.158740118752126,1.17388537491074,0.820498546903803,0.429203421933555,0.151409132304331,0.546747318960912,0.820498546903803,FALSE,TRUE,FALSE
"StannisBaratheon","DAX","6 day",2023-11-22,-5.0254775545871,-0.900622446034139,0.250736732074364,1.41560064599232,3.81836982594497,0.218147658703671,0.262181260664539,0.559385052368905,0.0325890733706927,0.598726493644324,0.180011108362065,0.326578597682105,0.0325890733706927,TRUE,TRUE,FALSE
"MasterYoda","DAX","6 day",2023-11-22,-5.6054,-1.241,-0.1085,0.7592,4.9428,0.218147658703671,0.291177382935184,0.729573829351836,0.326647658703671,0.270526170648164,0.236232617064817,0.370831531740734,0.326647658703671,TRUE,TRUE,FALSE
"DaenerysTargaryen","DAX","6 day",2023-11-22,-4.423,-1.408,0.103,3.001,5.491,0.218147658703671,0.232057382935184,0.813073829351836,0.115147658703671,1.39142617064816,0.263642617064817,0.563069531740734,0.115147658703671,TRUE,TRUE,FALSE
"Phoebe","DAX","6 day",2023-11-22,-1.1965347,-0.3200681,0.1398149,0.599698,1.4761646,0.218147658703671,0.0707341179351836,0.269107879351836,0.0783327587036713,0.190775170648164,0.0629008470648165,0.134370154740734,0.0783327587036713,TRUE,TRUE,FALSE
"JakePeralta","DAX","6 day",2023-11-22,-5.273315,-1.255728,0.095585,1.455414,4.815699,0.218147658703671,0.274573132935184,0.736937829351836,0.122562658703671,0.618633170648164,0.229877567064817,0.396516871740734,0.122562658703671,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","6 day",22-11-20,-3.029334178,-0.981008087,0.044515134,1.035131497,3.03517859,0.218147658703671,0.162374091835184,0.599577872851836,0.173632524703671,0.408491919148164,0.140851546564817,0.296985591020734,0.173632524703671,TRUE,TRUE,FALSE
"TyrionLannister","DAX","6 day",2023-11-22,-2.96598779622265,-1.09034554239686,-0.118637364632423,1.12438913826658,3.37111181112303,0.218147658703671,0.159206772746316,0.654246600550268,0.336785023336095,0.453120739781454,0.157648207620968,0.35220146880702,0.336785023336095,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","6 day",2023-11-22,-6.28262880068359,-1.04407044662245,0.191169762362975,1.44344054466479,5.3673964152176,0.218147658703671,0.325038822969363,0.631109052663059,0.0269778963406964,0.612646442980558,0.257462437825697,0.370646930555875,0.0269778963406964,TRUE,TRUE,FALSE
"Rachel","DAX","6 day",2023-11-22,-4.18780598556032,-0.68466372566949,0.267879137345398,1.23297868455198,3.81034587265815,0.218147658703671,0.220297682213199,0.451405692186581,0.0497314786417269,0.507415512924156,0.179609910697724,0.281692055332677,0.0497314786417269,TRUE,TRUE,FALSE
"JonSnow","DAX","6 day",2023-11-22,-1.56466129944569,0.425968302104626,1.17897051471292,1.71864991815374,3.20810212288788,0.218147658703671,0.0891404479074681,0.311730965101432,0.960822856009245,0.750251129725034,0.149497723209211,0.452288624390478,0.960822856009245,FALSE,TRUE,FALSE
"BrienneVonTarth","DAX","7 day",2023-11-22,-1.76572411650716,-0.6076452565722,0,0.6076452565722,1.76572411650716,1.2989108408636,0.153231747868538,0.953278048717899,1.2989108408636,1.0368983764371,0.0233406637821782,0.693131935533862,1.2989108408636,FALSE,TRUE,FALSE
"CharlesBoyle","DAX","7 day",2023-11-22,-2.6779751709011,-1.0285707352605,1.02309445180717,2.65330925393656,3.79106968739758,1.2989108408636,0.198844300588235,1.16374078806205,0.275816389056427,0.677199206536483,0.124607942326699,0.488041725313979,0.275816389056427,TRUE,TRUE,FALSE
"median_ensemble","DAX","7 day",2023-11-22,-3.024646211,-0.986162078294612,0.241,1.52618851796316,3.79106968739758,1.2989108408636,0.21617785259318,1.14253645957911,1.0579108408636,0.113638838549781,0.124607942326699,0.530974386782473,1.0579108408636,TRUE,TRUE,FALSE
"homersimpson","DAX","7 day",2023-11-22,-2.75051853973231,1.47261977933519,1.58697960314491,1.70133942695463,3.44539828194982,1.2989108408636,0.202471469029796,0.260563407707393,0.288068762281313,0.201214293045515,0.107324372054311,0.211928460823665,0.288068762281313,FALSE,TRUE,FALSE
"StannisBaratheon","DAX","7 day",2023-11-22,-5.53832621833694,-0.986162078294612,0.375765854044506,1.52618851796316,4.35995554488616,1.2989108408636,0.341861852960027,1.14253645957911,0.923144986819093,0.113638838549781,0.153052235201128,0.534846874621827,0.923144986819093,TRUE,TRUE,FALSE
"MasterYoda","DAX","7 day",2023-11-22,-7.3424,-2.9194,-0.6262,0.2414,6.1965,1.2989108408636,0.43206554204318,2.1091554204318,1.9251108408636,1.5862662612954,0.24487945795682,1.25949550451816,1.9251108408636,FALSE,TRUE,FALSE
"DaenerysTargaryen","DAX","7 day",2023-11-22,-6.511,-3.518,0.241,5.351,7.752,1.2989108408636,0.39049554204318,2.4084554204318,1.0579108408636,2.0260445795682,0.32265445795682,1.24111216817272,1.0579108408636,TRUE,TRUE,FALSE
"Phoebe","DAX","7 day",2023-11-22,-2.436182,-0.7008226,0.2097224,1.1202674,2.8556268,1.2989108408636,0.18675464204318,0.999866720431799,1.0891884408636,0.267965161295398,0.0778357979568201,0.524322152518159,1.0891884408636,FALSE,TRUE,FALSE
"JakePeralta","DAX","7 day",2023-11-22,-5.993686,-1.449455,0.165065,1.700862,5.755782,1.2989108408636,0.36462984204318,1.3741829204318,1.1338458408636,0.200975579568201,0.22284355795682,0.65929554817272,1.1338458408636,TRUE,TRUE,FALSE
"TormundGiantsbane","DAX","7 day",22-11-20,-3.024646211,-0.909304673,0.031141379,1.134004474,2.815467428,1.2989108408636,0.21617785259318,1.1041077569318,1.2677694618636,0.247359550295398,0.0758278293568201,0.582248490208159,1.2677694618636,FALSE,TRUE,FALSE
"mean_ensemble","DAX","7 day",2023-11-22,-4.08521109662081,-0.979479178610994,0.38055608507302,1.74714761627498,4.35328879458504,1.2989108408636,0.26920609687422,1.1391950097373,0.918354755790578,0.224118387705691,0.152718897686072,0.540718629558772,0.918354755790578,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","7 day",2023-11-22,-6.73574196413719,-1.09164649868041,0.330129700326154,1.59446118485933,6.25993408587484,1.2989108408636,0.40173264025004,1.195278669772,0.968781140537445,0.147775171997866,0.248051162250562,0.592323756961583,0.968781140537445,TRUE,TRUE,FALSE
"Rachel","DAX","7 day",2023-11-22,-4.54141407319146,-0.637075351924818,0.443292055893118,1.49271146841551,4.41950490607162,1.2989108408636,0.292016245702753,0.967993096394208,0.85561878497048,0.0969003137759575,0.156029703260401,0.47371162882076,0.85561878497048,TRUE,TRUE,FALSE
"JonSnow","DAX","7 day",2023-11-22,-1.00605575546244,0.823985099337597,1.57995898896969,2.10712952674602,3.71023515264573,1.2989108408636,0.115248329816302,0.237462870763001,0.281048148106094,0.404109342941212,0.120566215589107,0.231686981443143,0.281048148106094,TRUE,TRUE,FALSE
"TyrionLannister","DAX","7 day",2023-11-22,-2.78407420680193,-1.18175200688317,-0.412720327236293,1.4826005021273,3.4655563262726,1.2989108408636,0.204149252383276,1.24033142387339,1.71163116809989,0.0918448306318488,0.10833227427045,0.671257789851771,1.71163116809989,TRUE,TRUE,FALSE
"median_ensemble","infections","0 week",2023-11-22,1700,1700,1700,1700,1700,1807,5.35,53.5,107,160.5,208.65,107,107,FALSE,FALSE,FALSE
"infections_benchmark_weak","infections","0 week",2023-11-22,1645,1645,1645,1645,1645,1807,8.1,81,162,243,315.9,162,162,FALSE,FALSE,FALSE
"StannisBaratheon","infections","0 week",2023-11-22,1755,1755,1755,1755,1755,1807,2.6,26,52,78,101.4,52,52,FALSE,FALSE,FALSE
"mean_ensemble","infections","0 week",2023-11-22,1700,1700,1700,1700,1700,1807,5.35,53.5,107,160.5,208.65,107,107,FALSE,FALSE,FALSE
"infections_benchmark_strong","infections","0 week",2023-11-22,1645,1645,1645,1645,1645,1807,8.1,81,162,243,315.9,162,162,FALSE,FALSE,FALSE
"median_ensemble","infections","1 week",2023-11-22,1039.3625,1249,1390,1561.25,2063.7625,1925,44.281875,338,535,545.625,6.938125,293.969,535,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","1 week",2023-11-22,735.75,845.5,1065,1143,1448,1925,59.4625,539.75,860,1173,930.15,712.4725,860,FALSE,FALSE,FALSE
"StannisBaratheon","infections","1 week",2023-11-22,976.75,1070,1158,1293.5,1850.5,1925,47.4125,427.5,767,947.25,145.275,466.8875,767,FALSE,FALSE,FALSE
"mean_ensemble","infections","1 week",2023-11-22,1039.3625,1249,1390,1561.25,2063.7625,1925,44.281875,338,535,545.625,6.938125,293.969,535,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","1 week",2023-11-22,1101.975,1428,1622,1829,2277.025,1925,41.15125,248.5,303,144,17.60125,150.8505,303,FALSE,TRUE,FALSE
"median_ensemble","infections","2 week",2023-11-22,979.5,1214.875,1417.5,1589.75,2345.15,2077,54.875,431.0625,659.5,730.875,13.4075,377.944,659.5,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","2 week",2023-11-22,1027,1093.5,1171,1268.5,1810,2077,52.5,491.75,906,1212.75,520.65,636.73,906,FALSE,FALSE,FALSE
"StannisBaratheon","infections","2 week",2023-11-22,977,1069,1228,1287.5,2134.25,2077,55,504,849,1184.25,2.8625,519.0225,849,FALSE,TRUE,FALSE
"mean_ensemble","infections","2 week",2023-11-22,979.5,1214.875,1417.5,1589.75,2345.15,2077,54.875,431.0625,659.5,730.875,13.4075,377.944,659.5,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","2 week",2023-11-22,982,1360.75,1607,1892,2556.05,2077,54.75,358.125,470,277.5,23.9525,236.8655,470,FALSE,TRUE,FALSE
"median_ensemble","infections","3 week",2023-11-22,970.9875,1208.5,1421,1651.375,2578.0875,2082,55.550625,436.75,661,645.9375,24.804375,364.8085,661,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","3 week",2023-11-22,976.75,1070,1158,1293.5,1850.5,2082,55.2625,506,924,1182.75,451.425,623.8875,924,FALSE,FALSE,FALSE
"StannisBaratheon","infections","3 week",2023-11-22,1005,1081,1236,1369.5,2441,2082,53.85,500.5,846,1068.75,17.95,497.41,846,FALSE,TRUE,FALSE
"mean_ensemble","infections","3 week",2023-11-22,970.9875,1208.5,1421,1651.375,2578.0875,2082,55.550625,436.75,661,645.9375,24.804375,364.8085,661,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","3 week",2023-11-22,936.975,1336,1606,1933.25,2715.175,2082,57.25125,373,476,223.125,31.65875,232.207,476,FALSE,TRUE,FALSE
"median_ensemble","infections","4 week",2023-11-22,962.375,1229,1436.5,1668.25,2823.3875,2327,68.23125,549,890.5,988.125,24.819375,504.135125,890.5,FALSE,TRUE,FALSE
"infections_benchmark_weak","infections","4 week",2023-11-22,977,1069,1228,1287.5,2134.25,2327,67.5,629,1099,1559.25,375.8625,746.1225,1099,FALSE,FALSE,FALSE
"StannisBaratheon","infections","4 week",2023-11-22,1017.75,1133,1264,1370.5,2774.75,2327,65.4625,597,1063,1434.75,22.3875,636.52,1063,FALSE,TRUE,FALSE
"mean_ensemble","infections","4 week",2023-11-22,962.375,1229,1436.5,1668.25,2823.3875,2327,68.23125,549,890.5,988.125,24.819375,504.135125,890.5,FALSE,TRUE,FALSE
"infections_benchmark_strong","infections","4 week",2023-11-22,907,1325,1609,1966,2872.025,2327,71,501,718,541.5,27.25125,371.75025,718,FALSE,TRUE,FALSE
"CharlesBoyle","energy","36 hour",2023-11-22,53.63964375,61.140375,64.128,67.403125,75.8170625,69.45375,0.7907053125,4.1566875,5.32575,3.07593750000002,0.318165625,2.7334491875,5.32575,FALSE,TRUE,FALSE
"StannisBaratheon","energy","36 hour",2023-11-22,38.68145,41.425625,43.776375,46.582,55.19215625,69.45375,1.538615,14.0140625,25.677375,34.307625,27.8101078125,20.6695570625,25.677375,FALSE,FALSE,FALSE
"power_benchmark","energy","36 hour",2023-11-22,53.2747625,60.8690625,63.55225,66.7674375,74.96348125,69.45375,0.808949375,4.29234375,5.9015,4.02946875,0.2754865625,3.0615496875,5.9015,FALSE,TRUE,FALSE
"median_ensemble","energy","36 hour",2023-11-22,53.327175,61.140375,64.128,68.2509,74.46287,69.45375,0.80632875,4.1566875,5.32575,1.804275,0.250456,2.46869945,5.32575,FALSE,TRUE,FALSE
"MasterYoda","energy","36 hour",2023-11-22,46.2509,53.2509,61.2509,68.2509,77.2509,69.45375,1.1601425,8.101425,8.20285,1.804275,0.3898575,3.93171,8.20285,FALSE,TRUE,FALSE
"JakePeralta","energy","36 hour",2023-11-22,54.280381,62.274779,65.451004,68.761376,75.145365,69.45375,0.75866845,3.5894855,4.002746,1.038561,0.28458075,1.93480834,4.002746,FALSE,TRUE,FALSE
"DaenerysTargaryen","energy","36 hour",2023-11-22,59.531,64.237,66.894,70.314,74.151,69.45375,0.4961375,2.608375,2.55974999999999,0.430124999999997,0.2348625,1.26585,2.55974999999999,TRUE,TRUE,FALSE
"BrienneVonTarth","energy","36 hour",2023-11-22,51.7685004346473,58.6487519322419,61.2066311535432,63.9625020741634,68.3277499467801,69.45375,0.884262478267635,5.40249903387905,8.24711884645675,8.23687188875497,2.19570010377885,4.99329047022745,8.24711884645675,FALSE,FALSE,FALSE
