Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
13.11.2023;22:00;22:15;14.492,5;4.100;401
13.11.2023;22:15;22:30;14.278;3.826,75;351
13.11.2023;22:30;22:45;14.119,25;3.620,75;422,75
13.11.2023;22:45;23:00;13.878;3.439,75;522,5
13.11.2023;23:00;23:15;13.489,75;3.026,25;699
13.11.2023;23:15;23:30;13.420,75;2.783,5;835,75
13.11.2023;23:30;23:45;13.310;2.612,5;962,75
13.11.2023;23:45;00:00;13.069;2.354;1.092,5
14.11.2023;00:00;00:15;12.775,25;2.081,5;1.091,5
14.11.2023;00:15;00:30;12.714,25;1.910,5;1.110,5
14.11.2023;00:30;00:45;12.590,75;1.910,25;1.164
14.11.2023;00:45;01:00;12.356,5;1.820,75;1.232
14.11.2023;01:00;01:15;12.216,25;1.689,25;1.227,75
14.11.2023;01:15;01:30;12.243,25;1.618,25;1.206,25
14.11.2023;01:30;01:45;12.182,25;1.497,5;1.255,5
14.11.2023;01:45;02:00;12.173;1.442;1.354
14.11.2023;02:00;02:15;12.080;1.665,5;1.418,5
14.11.2023;02:15;02:30;12.083,75;1.830,75;1.446,5
14.11.2023;02:30;02:45;12.103,5;1.838;1.450,5
14.11.2023;02:45;03:00;12.109,25;1.854,75;1.495,25
14.11.2023;03:00;03:15;12.140,5;1.878,25;1.502,25
14.11.2023;03:15;03:30;12.226,25;2.149;1.427,75
14.11.2023;03:30;03:45;12.191,75;2.108,5;1.425,25
14.11.2023;03:45;04:00;12.203;2.190,25;1.392,25
14.11.2023;04:00;04:15;12.250,25;2.127,75;1.411,75
14.11.2023;04:15;04:30;12.383,75;2.224,75;1.383
14.11.2023;04:30;04:45;12.555;2.358,5;1.358,75
14.11.2023;04:45;05:00;12.737,75;2.398,75;1.344,25
14.11.2023;05:00;05:15;13.008;2.102,25;1.361,25
14.11.2023;05:15;05:30;13.350,25;1.880,25;1.342,75
14.11.2023;05:30;05:45;13.836;2.131,25;1.208,25
14.11.2023;05:45;06:00;14.277,75;2.449,25;1.065,75
14.11.2023;06:00;06:15;15.102;2.978,75;854,5
14.11.2023;06:15;06:30;15.664,5;3.451,75;388
14.11.2023;06:30;06:45;15.922,75;3.885,5;272,5
14.11.2023;06:45;07:00;16.142,25;4.354,25;93
14.11.2023;07:00;07:15;16.475,5;4.872,5;138,75
14.11.2023;07:15;07:30;16.585,75;5.080,25;61
14.11.2023;07:30;07:45;16.757,25;5.242;60,75
14.11.2023;07:45;08:00;17.088,25;5.506,25;62,5
14.11.2023;08:00;08:15;17.216,25;5.490,75;60
14.11.2023;08:15;08:30;17.466,5;5.681;22,75
14.11.2023;08:30;08:45;17.571,75;5.700,75;18
14.11.2023;08:45;09:00;17.600;5.684;17,75
14.11.2023;09:00;09:15;17.586,75;5.520,75;35
14.11.2023;09:15;09:30;17.671;5.470,5;19,25
14.11.2023;09:30;09:45;17.650,75;5.337,75;122
14.11.2023;09:45;10:00;17.886,75;5.345,25;183,5
14.11.2023;10:00;10:15;17.886,75;5.242,75;243
14.11.2023;10:15;10:30;18.031,25;5.283,75;446
14.11.2023;10:30;10:45;18.068,75;5.330,75;536,25
14.11.2023;10:45;11:00;18.163,25;5.405,5;584,25
14.11.2023;11:00;11:15;18.134,5;5.447;598,25
14.11.2023;11:15;11:30;18.153,5;5.470,25;336,25
14.11.2023;11:30;11:45;18.221,25;5.484,25;311
14.11.2023;11:45;12:00;18.140;5.499;409,5
14.11.2023;12:00;12:15;18.084,5;5.331,5;439
14.11.2023;12:15;12:30;18.066;5.351,75;435
14.11.2023;12:30;12:45;17.967,75;5.430;370,75
14.11.2023;12:45;13:00;17.821,75;5.565;351
14.11.2023;13:00;13:15;17.857,25;5.538,25;430
14.11.2023;13:15;13:30;17.708;5.661,25;371,5
14.11.2023;13:30;13:45;17.471;5.721;272,5
14.11.2023;13:45;14:00;17.310,5;5.909;271
14.11.2023;14:00;14:15;17.243;6.081,75;381,25
14.11.2023;14:15;14:30;17.108,5;6.218,25;222,5
14.11.2023;14:30;14:45;16.951,75;6.359,5;179,5
14.11.2023;14:45;15:00;16.908;6.547,5;182,5
14.11.2023;15:00;15:15;16.842,5;6.930,5;226
14.11.2023;15:15;15:30;16.790,25;7.187,75;125
14.11.2023;15:30;15:45;16.524,25;7.217;104
14.11.2023;15:45;16:00;16.442,5;7.371,25;102
14.11.2023;16:00;16:15;16.496;7.635,25;111,75
14.11.2023;16:15;16:30;16.570,25;8.007,25;96
14.11.2023;16:30;16:45;16.559;8.281;9,25
14.11.2023;16:45;17:00;16.673,5;8.675,75;0,5
14.11.2023;17:00;17:15;16.895,5;9.133;0,75
14.11.2023;17:15;17:30;16.920,25;9.340,75;0,75
14.11.2023;17:30;17:45;16.917,75;9.523,75;1,5
14.11.2023;17:45;18:00;16.765,5;9.558,75;1,75
14.11.2023;18:00;18:15;16.626,25;9.492,5;22
14.11.2023;18:15;18:30;16.500,5;9.502,75;41,25
14.11.2023;18:30;18:45;16.396;9.532,5;24,25
14.11.2023;18:45;19:00;16.307,25;9.626,25;1,25
14.11.2023;19:00;19:15;16.162,5;9.570,75;1,25
14.11.2023;19:15;19:30;16.056,75;9.576,25;1,75
14.11.2023;19:30;19:45;15.974,75;9.568,75;38,75
14.11.2023;19:45;20:00;15.874;9.518,75;36
14.11.2023;20:00;20:15;15.517,75;9.256,5;3
14.11.2023;20:15;20:30;15.335,5;9.120;1,75
14.11.2023;20:30;20:45;15.162,75;8.984,25;18
14.11.2023;20:45;21:00;14.830,75;8.638,5;21
14.11.2023;21:00;21:15;14.535,25;8.323,25;28
14.11.2023;21:15;21:30;14.386,75;8.145,25;13
14.11.2023;21:30;21:45;14.138;7.912;6
14.11.2023;21:45;22:00;13.851,75;7.633,25;120,5
14.11.2023;22:00;22:15;13.732;7.556,75;115,75
14.11.2023;22:15;22:30;13.641,25;7.421;61
14.11.2023;22:30;22:45;13.350,75;7.119,75;146,75
14.11.2023;22:45;23:00;13.117,75;6.889,75;239,25
14.11.2023;23:00;23:15;12.845,25;6.617;241,75
14.11.2023;23:15;23:30;12.686,5;6.499,5;328,75
14.11.2023;23:30;23:45;12.473,75;6.313;497,5
14.11.2023;23:45;00:00;12.240,25;6.089;707,25
15.11.2023;00:00;00:15;11.906,25;5.877;728,25
15.11.2023;00:15;00:30;11.843,5;5.763,25;749
15.11.2023;00:30;00:45;11.634,25;5.526,5;1.055,5
15.11.2023;00:45;01:00;11.465,75;5.369,5;1.153,5
15.11.2023;01:00;01:15;11.351,75;5.280,5;1.125,25
15.11.2023;01:15;01:30;11.301,75;5.081,25;1.308,25
15.11.2023;01:30;01:45;11.227,5;5.015,25;1.425,75
15.11.2023;01:45;02:00;11.226;5.004;1.477
15.11.2023;02:00;02:15;11.211;4.983,75;1.345,75
15.11.2023;02:15;02:30;11.188,5;4.977,25;1.347
15.11.2023;02:30;02:45;11.261,5;5.022,75;1.291,25
15.11.2023;02:45;03:00;11.244;4.997,25;1.286,5
15.11.2023;03:00;03:15;11.292,25;5.005,25;1.319,25
15.11.2023;03:15;03:30;11.271,5;4.962;1.317,75
15.11.2023;03:30;03:45;11.345,25;4.997,5;1.312,75
15.11.2023;03:45;04:00;11.350,25;5.025,75;1.301
15.11.2023;04:00;04:15;11.503,75;5.148;1.257
15.11.2023;04:15;04:30;11.531,25;5.227,25;1.194,25
15.11.2023;04:30;04:45;11.647,5;5.381,5;1.196,75
15.11.2023;04:45;05:00;11.933,5;5.653;1.004,75
15.11.2023;05:00;05:15;12.280,5;6.067,75;1.066,75
15.11.2023;05:15;05:30;12.468,75;6.363,5;1.056,5
15.11.2023;05:30;05:45;12.771;6.717,75;888
15.11.2023;05:45;06:00;13.127,75;7.108,75;710,75
15.11.2023;06:00;06:15;13.952,5;7.944,25;570,5
15.11.2023;06:15;06:30;14.303,5;8.407,75;220
15.11.2023;06:30;06:45;14.691;8.878,75;58,75
15.11.2023;06:45;07:00;15.077,25;9.399,75;19,25
15.11.2023;07:00;07:15;15.482,5;9.956,5;15,75
15.11.2023;07:15;07:30;15.719,25;10.309,25;3
15.11.2023;07:30;07:45;15.881;10.554;4,25
15.11.2023;07:45;08:00;16.078,75;10.817,5;2,75
15.11.2023;08:00;08:15;16.139,75;10.962;2,5
15.11.2023;08:15;08:30;16.272,5;11.170,25;2,25
15.11.2023;08:30;08:45;16.354,5;11.283,5;3,5
15.11.2023;08:45;09:00;16.406;11.284;3,5
15.11.2023;09:00;09:15;16.274,75;11.039,5;3,25
15.11.2023;09:15;09:30;16.289,25;10.924,25;2,25
15.11.2023;09:30;09:45;16.401,25;10.880,25;2,25
15.11.2023;09:45;10:00;16.356,5;10.713,25;5,5
15.11.2023;10:00;10:15;16.439,25;10.681,5;4,5
15.11.2023;10:15;10:30;16.563,5;10.654,25;4,75
15.11.2023;10:30;10:45;16.586,25;10.496;13
15.11.2023;10:45;11:00;16.758,75;10.567,75;39,5
15.11.2023;11:00;11:15;16.851,5;10.559;65,5
15.11.2023;11:15;11:30;16.892,25;10.455,5;93,5
15.11.2023;11:30;11:45;16.975;10.464,75;183,5
15.11.2023;11:45;12:00;16.990,25;10.477,5;196,75
15.11.2023;12:00;12:15;16.822,75;10.286,5;24
15.11.2023;12:15;12:30;16.683;10.185,75;24,25
15.11.2023;12:30;12:45;16.718;10.222,5;44,75
15.11.2023;12:45;13:00;16.719,75;10.212;46,25
15.11.2023;13:00;13:15;16.716,75;10.252,25;7,75
15.11.2023;13:15;13:30;16.595;10.067,5;6,75
15.11.2023;13:30;13:45;16.377;9.976,75;34,25
15.11.2023;13:45;14:00;16.144,75;9.791;103,75
15.11.2023;14:00;14:15;16.091,25;9.834,5;139,75
15.11.2023;14:15;14:30;16.060,75;9.881,5;80
15.11.2023;14:30;14:45;15.925;9.974,25;67
15.11.2023;14:45;15:00;15.862,5;10.210;70,25
15.11.2023;15:00;15:15;15.924,25;10.456,25;77
15.11.2023;15:15;15:30;15.769,25;10.554;41,75
15.11.2023;15:30;15:45;15.700,5;10.692,75;19,25
15.11.2023;15:45;16:00;15.779,25;10.877,5;18
15.11.2023;16:00;16:15;15.901;10.986,75;18
15.11.2023;16:15;16:30;15.908,5;10.986;17,75
15.11.2023;16:30;16:45;16.133,5;11.144,25;17,75
15.11.2023;16:45;17:00;16.330,25;11.230,25;20,75
15.11.2023;17:00;17:15;16.479;11.232,25;17,75
15.11.2023;17:15;17:30;16.617,5;11.194;1,5
15.11.2023;17:30;17:45;16.813,25;11.213;1,5
15.11.2023;17:45;18:00;16.781,75;11.001,75;1,75
15.11.2023;18:00;18:15;16.692,75;10.874,5;1,5
15.11.2023;18:15;18:30;16.647,25;10.650;1,75
15.11.2023;18:30;18:45;16.597,5;10.461;1,5
15.11.2023;18:45;19:00;16.559,75;10.290;8,25
15.11.2023;19:00;19:15;16.518,75;10.010,5;0,75
15.11.2023;19:15;19:30;16.531,5;9.891,75;5,75
15.11.2023;19:30;19:45;16.412;9.698;45,5
15.11.2023;19:45;20:00;16.287,5;9.470,25;76,5
15.11.2023;20:00;20:15;16.087,75;9.176;5
15.11.2023;20:15;20:30;15.834;8.808,5;21
15.11.2023;20:30;20:45;15.558;8.489;51,75
15.11.2023;20:45;21:00;15.421,75;8.256;176,5
15.11.2023;21:00;21:15;15.166,75;7.921,5;40,25
15.11.2023;21:15;21:30;15.007,75;7.686;62,75
15.11.2023;21:30;21:45;14.793,25;7.462,25;197,25
15.11.2023;21:45;22:00;14.549,25;7.233;493,75
15.11.2023;22:00;22:15;14.295,5;7.094,5;108,75
15.11.2023;22:15;22:30;14.121,25;6.866,75;148,75
15.11.2023;22:30;22:45;13.853,5;6.474,75;424,5
15.11.2023;22:45;23:00;13.546,25;6.171,25;588,5
15.11.2023;23:00;23:15;13.239,25;5.881,75;757,75
15.11.2023;23:15;23:30;13.063,75;5.643;972,75
15.11.2023;23:30;23:45;12.902,75;5.458,25;1.206,5
15.11.2023;23:45;00:00;12.777,5;5.223,25;1.431,5
16.11.2023;00:00;00:15;12.179,75;4.446,5;1.036,5
16.11.2023;00:15;00:30;12.405;4.620,5;1.194
16.11.2023;00:30;00:45;12.341,25;4.438,25;1.429,25
16.11.2023;00:45;01:00;12.210,25;4.215,5;1.599,25
16.11.2023;01:00;01:15;11.977;3.948,75;1.473,75
16.11.2023;01:15;01:30;11.821,25;3.720,5;1.538
16.11.2023;01:30;01:45;11.849,5;3.718,5;1.498,25
16.11.2023;01:45;02:00;11.836;3.715,25;1.543
16.11.2023;02:00;02:15;11.619,5;3.499,5;1.653
16.11.2023;02:15;02:30;11.576,25;3.353,25;1.703,5
16.11.2023;02:30;02:45;11.609,25;3.386,25;1.647,5
16.11.2023;02:45;03:00;11.754;3.531,25;1.607,75
16.11.2023;03:00;03:15;11.811,25;3.580;1.662,5
16.11.2023;03:15;03:30;11.875,75;3.666;1.610,5
16.11.2023;03:30;03:45;11.950,5;3.747,25;1.595,25
16.11.2023;03:45;04:00;12.061;3.954,75;1.486,5
16.11.2023;04:00;04:15;12.186,75;4.193;1.576,25
16.11.2023;04:15;04:30;12.204;4.286,5;1.501
16.11.2023;04:30;04:45;12.485;4.753,25;1.110,25
16.11.2023;04:45;05:00;12.582,5;5.112,75;881
16.11.2023;05:00;05:15;12.824,75;5.466,75;983
16.11.2023;05:15;05:30;12.885,25;5.630,75;688,5
16.11.2023;05:30;05:45;13.036,5;5.908,75;464
16.11.2023;05:45;06:00;13.547,25;6.531,25;477,5
16.11.2023;06:00;06:15;14.408;7.469,5;563,75
16.11.2023;06:15;06:30;14.918;8.164,25;159,75
16.11.2023;06:30;06:45;15.207,5;8.702,25;45
16.11.2023;06:45;07:00;15.451,25;9.120,75;6,5
16.11.2023;07:00;07:15;15.974,5;9.810,75;77,75
16.11.2023;07:15;07:30;16.162;10.091,25;15,5
16.11.2023;07:30;07:45;16.426;10.540,75;14,5
16.11.2023;07:45;08:00;16.426,75;10.671;17,5
16.11.2023;08:00;08:15;16.564,25;10.691;25,25
16.11.2023;08:15;08:30;16.755,75;10.886;9,25
16.11.2023;08:30;08:45;16.865,75;10.979;18,25
16.11.2023;08:45;09:00;16.791,25;10.896,5;18,5
16.11.2023;09:00;09:15;16.721;10.815,75;7
16.11.2023;09:15;09:30;16.796,5;10.812;7
16.11.2023;09:30;09:45;16.839,5;10.811,75;25,75
16.11.2023;09:45;10:00;17.053,5;10.989,75;169
16.11.2023;10:00;10:15;17.193,5;11.075,75;71,5
16.11.2023;10:15;10:30;17.246,25;11.193,75;96
16.11.2023;10:30;10:45;17.236,5;11.326;98,25
16.11.2023;10:45;11:00;17.194,5;11.465,25;107,75
16.11.2023;11:00;11:15;17.267;11.643;10,5
16.11.2023;11:15;11:30;17.213,5;11.674;3,25
16.11.2023;11:30;11:45;17.189,5;11.792,5;3,25
16.11.2023;11:45;12:00;17.153;11.849;1,25
16.11.2023;12:00;12:15;17.113,5;11.990;26,75
16.11.2023;12:15;12:30;17.090,5;12.088;143,75
16.11.2023;12:30;12:45;17.157;12.349,75;66
16.11.2023;12:45;13:00;17.068,5;12.509,75;55
16.11.2023;13:00;13:15;17.102;12.796;94,25
16.11.2023;13:15;13:30;17.034;12.946,5;66,25
16.11.2023;13:30;13:45;16.900,75;13.045,75;16,5
16.11.2023;13:45;14:00;16.753,5;13.132;10,5
16.11.2023;14:00;14:15;16.781,5;13.379,25;13,25
16.11.2023;14:15;14:30;16.658,75;13.473,5;22,75
16.11.2023;14:30;14:45;16.545,25;13.559,5;19,5
16.11.2023;14:45;15:00;16.384,75;13.618,5;19,75
16.11.2023;15:00;15:15;16.366,25;13.793,5;2,5
16.11.2023;15:15;15:30;16.312,75;13.894;1,5
16.11.2023;15:30;15:45;16.357;14.035,75;1,5
16.11.2023;15:45;16:00;16.382,5;14.146;1,75
16.11.2023;16:00;16:15;16.362;14.194,5;1,75
16.11.2023;16:15;16:30;16.351,75;14.189,25;1,75
16.11.2023;16:30;16:45;16.513;14.354;1,5
16.11.2023;16:45;17:00;16.762;14.584,75;0,75
16.11.2023;17:00;17:15;16.840,25;14.635,75;0,75
16.11.2023;17:15;17:30;16.879,75;14.615,75;1,5
16.11.2023;17:30;17:45;16.900;14.606,5;1,5
16.11.2023;17:45;18:00;16.909,25;14.587,5;1,25
16.11.2023;18:00;18:15;16.777;14.383,5;1,75
16.11.2023;18:15;18:30;16.539,25;14.092,5;1,75
16.11.2023;18:30;18:45;16.475,25;14.040;2,5
16.11.2023;18:45;19:00;16.443,25;14.015,75;2,5
16.11.2023;19:00;19:15;16.343;13.849,75;2,25
16.11.2023;19:15;19:30;16.183;13.628,25;2,25
16.11.2023;19:30;19:45;16.010;13.456;2,75
16.11.2023;19:45;20:00;15.778,75;13.218,25;2,75
16.11.2023;20:00;20:15;15.633,5;13.076,25;15,5
16.11.2023;20:15;20:30;15.395,75;12.807,5;6,25
16.11.2023;20:30;20:45;15.164;12.574,75;23,5
16.11.2023;20:45;21:00;14.932,25;12.321,25;61
16.11.2023;21:00;21:15;14.773,5;12.141,5;19,75
16.11.2023;21:15;21:30;14.664;12.019,75;6,75
16.11.2023;21:30;21:45;14.519,75;11.884,5;36
16.11.2023;21:45;22:00;14.253;11.608,75;93
16.11.2023;22:00;22:15;14.195,25;11.584;168,25
16.11.2023;22:15;22:30;14.016,25;11.413;126,75
16.11.2023;22:30;22:45;13.785,75;11.195;235,5
16.11.2023;22:45;23:00;13.579,75;10.978;239,75
16.11.2023;23:00;23:15;13.241,75;10.628,75;479
16.11.2023;23:15;23:30;13.109,25;10.528,25;472
16.11.2023;23:30;23:45;12.818,75;10.243,25;621,25
16.11.2023;23:45;00:00;12.585,5;9.984,5;808,25
17.11.2023;00:00;00:15;12.378;9.730,25;384
17.11.2023;00:15;00:30;12.317,25;9.646,75;553
17.11.2023;00:30;00:45;12.122;9.444,25;628
17.11.2023;00:45;01:00;12.016,25;9.345,25;867,25
17.11.2023;01:00;01:15;11.915,5;9.225,75;685,25
17.11.2023;01:15;01:30;11.793,25;9.099,25;839,5
17.11.2023;01:30;01:45;11.673,25;8.868,5;901,75
17.11.2023;01:45;02:00;11.642,75;8.766,5;1.103,5
17.11.2023;02:00;02:15;11.501,25;8.540,25;1.271,75
17.11.2023;02:15;02:30;11.493;8.386,75;1.494,5
17.11.2023;02:30;02:45;11.510,5;8.299;1.601,5
17.11.2023;02:45;03:00;11.565,25;8.278;1.596,25
17.11.2023;03:00;03:15;11.591;8.294,75;1.568,25
17.11.2023;03:15;03:30;11.596,5;8.281;1.565,5
17.11.2023;03:30;03:45;11.661;8.295,5;1.546,75
17.11.2023;03:45;04:00;11.664,75;8.203,25;1.570
17.11.2023;04:00;04:15;11.782,5;8.212,75;1.653,75
17.11.2023;04:15;04:30;11.764;8.243,5;1.625,75
17.11.2023;04:30;04:45;11.869,5;8.405;1.486,25
17.11.2023;04:45;05:00;12.058,5;8.603,75;1.421,5
17.11.2023;05:00;05:15;12.320,5;8.878;1.340,25
17.11.2023;05:15;05:30;12.435,25;9.030,5;1.241,5
17.11.2023;05:30;05:45;12.774,75;9.294;1.103,75
17.11.2023;05:45;06:00;13.197,5;9.735,75;929,5
17.11.2023;06:00;06:15;13.851;10.352,5;500
17.11.2023;06:15;06:30;14.458,5;10.971,25;287,25
17.11.2023;06:30;06:45;14.950,75;11.425,75;80,25
17.11.2023;06:45;07:00;15.293,5;11.801,25;12,5
17.11.2023;07:00;07:15;15.711,25;12.279,25;132,75
17.11.2023;07:15;07:30;15.885,75;12.512,5;54,75
17.11.2023;07:30;07:45;16.054,25;12.689,5;35
17.11.2023;07:45;08:00;16.170,75;12.811,75;13
17.11.2023;08:00;08:15;16.367,5;12.954,25;3,25
17.11.2023;08:15;08:30;16.460,75;12.961,75;3,25
17.11.2023;08:30;08:45;16.528,75;12.980,5;2,75
17.11.2023;08:45;09:00;16.598;12.880;2,75
17.11.2023;09:00;09:15;16.544,25;12.742,75;3,5
17.11.2023;09:15;09:30;16.538,25;12.663,25;2,75
17.11.2023;09:30;09:45;16.508,25;12.577,25;14,75
17.11.2023;09:45;10:00;16.566,5;12.498,5;34,75
17.11.2023;10:00;10:15;16.547;12.358,75;3,5
17.11.2023;10:15;10:30;16.652,25;12.323;9,75
17.11.2023;10:30;10:45;16.795;12.350,25;8
17.11.2023;10:45;11:00;16.883;12.348,5;79,5
17.11.2023;11:00;11:15;16.817;12.178;42
17.11.2023;11:15;11:30;16.858,25;12.125,5;62,5
17.11.2023;11:30;11:45;16.826,75;12.015,25;132,25
17.11.2023;11:45;12:00;16.812;12.011;164,25
17.11.2023;12:00;12:15;16.732,75;11.967;39,25
17.11.2023;12:15;12:30;16.667,25;11.939;81,75
17.11.2023;12:30;12:45;16.728,75;12.032,75;81,25
17.11.2023;12:45;13:00;16.613,75;12.004,5;40,5
17.11.2023;13:00;13:15;16.552,25;12.078,75;36,25
17.11.2023;13:15;13:30;16.414,5;12.077,75;49,75
17.11.2023;13:30;13:45;16.224;12.007,75;57,25
17.11.2023;13:45;14:00;16.005,5;11.955,25;48,25
17.11.2023;14:00;14:15;15.935,75;12.061,75;64,25
17.11.2023;14:15;14:30;15.849,5;12.167;32,5
17.11.2023;14:30;14:45;15.793,5;12.312,75;10,25
17.11.2023;14:45;15:00;15.755;12.516,5;4,5
17.11.2023;15:00;15:15;15.676,25;12.687;122,5
17.11.2023;15:15;15:30;15.630;12.878,5;44,75
17.11.2023;15:30;15:45;15.654,75;13.155,25;8,25
17.11.2023;15:45;16:00;15.550,25;13.271,25;3,5
17.11.2023;16:00;16:15;15.505,5;13.387;3,75
17.11.2023;16:15;16:30;15.527,75;13.441,5;3,75
17.11.2023;16:30;16:45;15.610,5;13.517,25;2
17.11.2023;16:45;17:00;15.823;13.681,25;1
17.11.2023;17:00;17:15;16.059,75;13.866,25;1
17.11.2023;17:15;17:30;16.101;13.885,25;1,25
17.11.2023;17:30;17:45;16.146,25;13.917;1,5
17.11.2023;17:45;18:00;16.147,5;13.907,75;1,5
17.11.2023;18:00;18:15;16.110,75;13.863,5;1,5
17.11.2023;18:15;18:30;16.013,75;13.822,25;1,5
17.11.2023;18:30;18:45;15.892,75;13.709,75;1,5
17.11.2023;18:45;19:00;15.789;13.624,5;1,5
17.11.2023;19:00;19:15;15.730;13.602,5;1,5
17.11.2023;19:15;19:30;15.623,25;13.540,5;1,5
17.11.2023;19:30;19:45;15.436,5;13.384,5;1,5
17.11.2023;19:45;20:00;15.227,25;13.213,5;1,5
17.11.2023;20:00;20:15;15.034,5;13.059,5;1,5
17.11.2023;20:15;20:30;14.810,5;12.865,5;2
17.11.2023;20:30;20:45;14.623,75;12.715,25;4,5
17.11.2023;20:45;21:00;14.426,25;12.540;42,75
17.11.2023;21:00;21:15;14.134,75;12.293,5;57,5
17.11.2023;21:15;21:30;14.070,25;12.291,5;9,5
17.11.2023;21:30;21:45;13.808,5;12.118,75;134,25
17.11.2023;21:45;22:00;13.564,75;11.925;72,75
17.11.2023;22:00;22:15;13.333;11.729;27
17.11.2023;22:15;22:30;13.200,75;11.646,25;34,25
17.11.2023;22:30;22:45;13.061,75;11.524;9
17.11.2023;22:45;23:00;12.794,75;11.248,5;5
17.11.2023;23:00;23:15;12.541;10.990,5;20,25
17.11.2023;23:15;23:30;12.404,25;10.851;44
17.11.2023;23:30;23:45;12.287,25;10.735,5;32
17.11.2023;23:45;00:00;12.014,5;10.468,25;58,75
18.11.2023;00:00;00:15;11.922;10.384;22,75
18.11.2023;00:15;00:30;11.817,75;10.260,5;16,25
18.11.2023;00:30;00:45;11.705,5;10.189,5;76,75
18.11.2023;00:45;01:00;11.573,25;10.106,5;83
18.11.2023;01:00;01:15;11.357,5;9.931,5;8,25
18.11.2023;01:15;01:30;11.311,25;9.914;7,25
18.11.2023;01:30;01:45;11.210;9.828,75;72,25
18.11.2023;01:45;02:00;11.096,75;9.750,5;111,75
18.11.2023;02:00;02:15;11.005,25;9.718,75;57
18.11.2023;02:15;02:30;10.944;9.688;58,25
18.11.2023;02:30;02:45;10.897;9.664;123,5
18.11.2023;02:45;03:00;10.860,25;9.595,75;177,25
18.11.2023;03:00;03:15;10.740,75;9.436;233,75
18.11.2023;03:15;03:30;10.775,25;9.446,75;312,75
18.11.2023;03:30;03:45;10.759,75;9.397;363,25
18.11.2023;03:45;04:00;10.811;9.398,5;360,5
18.11.2023;04:00;04:15;10.765,75;9.346,5;382
18.11.2023;04:15;04:30;10.816,75;9.387,75;456,25
18.11.2023;04:30;04:45;10.799,5;9.341,25;464,25
18.11.2023;04:45;05:00;10.782;9.285,5;462,75
18.11.2023;05:00;05:15;10.862,5;9.346,25;356,75
18.11.2023;05:15;05:30;10.834,75;9.288,25;412,25
18.11.2023;05:30;05:45;10.861;9.262;443
18.11.2023;05:45;06:00;10.931,25;9.295,75;308,75
18.11.2023;06:00;06:15;11.030,25;9.362,75;189,5
18.11.2023;06:15;06:30;11.183,25;9.462,75;153,75
18.11.2023;06:30;06:45;11.235;9.475,25;133,25
18.11.2023;06:45;07:00;11.427,5;9.663,5;106,25
18.11.2023;07:00;07:15;11.690,75;9.913,75;79
18.11.2023;07:15;07:30;11.705,5;9.911,5;15,5
18.11.2023;07:30;07:45;11.952,25;10.112;6,75
18.11.2023;07:45;08:00;12.201,75;10.237,5;6,5
18.11.2023;08:00;08:15;12.458,5;10.282,25;26,5
18.11.2023;08:15;08:30;12.667;10.238;43,25
18.11.2023;08:30;08:45;12.876,75;10.168,5;134,5
18.11.2023;08:45;09:00;13.087,25;10.098,75;164,75
18.11.2023;09:00;09:15;13.353,75;10.101,75;59,5
18.11.2023;09:15;09:30;13.445,5;9.960,75;72,5
18.11.2023;09:30;09:45;13.681;9.972,75;176,25
18.11.2023;09:45;10:00;13.758,5;9.898;249,75
18.11.2023;10:00;10:15;13.778,25;9.705,5;54,25
18.11.2023;10:15;10:30;13.706,75;9.410,5;52,5
18.11.2023;10:30;10:45;13.755,75;9.280;138,75
18.11.2023;10:45;11:00;13.877,25;9.190;218,5
18.11.2023;11:00;11:15;13.883,75;8.962,75;93,5
18.11.2023;11:15;11:30;13.942,25;8.809;87,25
18.11.2023;11:30;11:45;14.009;8.705,25;194,25
18.11.2023;11:45;12:00;14.061,25;8.630,5;328,75
18.11.2023;12:00;12:15;14.073,75;8.678,75;285,25
18.11.2023;12:15;12:30;14.035,75;8.658;378
18.11.2023;12:30;12:45;13.970,25;8.703,75;319
18.11.2023;12:45;13:00;13.951,5;8.733;297,25
18.11.2023;13:00;13:15;13.842;8.741,25;34,25
18.11.2023;13:15;13:30;13.777,75;8.730,5;32,25
18.11.2023;13:30;13:45;13.654,75;8.646;26
18.11.2023;13:45;14:00;13.584,25;8.615,25;53,25
18.11.2023;14:00;14:15;13.528,75;8.549,25;60,75
18.11.2023;14:15;14:30;13.506,5;8.536;93,5
18.11.2023;14:30;14:45;13.503,75;8.552;57,5
18.11.2023;14:45;15:00;13.498,75;8.591,25;50,5
18.11.2023;15:00;15:15;13.535;8.636,5;68,75
18.11.2023;15:15;15:30;13.529,25;8.603,5;42,5
18.11.2023;15:30;15:45;13.579;8.652;32,5
18.11.2023;15:45;16:00;13.646;8.576,25;56,5
18.11.2023;16:00;16:15;13.769,25;8.445,25;84,5
18.11.2023;16:15;16:30;13.858,75;8.273,75;126,75
18.11.2023;16:30;16:45;13.995,5;8.099,5;166
18.11.2023;16:45;17:00;14.150,75;8.014,25;226
18.11.2023;17:00;17:15;14.495;8.137,5;232,5
18.11.2023;17:15;17:30;14.601,25;7.982,25;298
18.11.2023;17:30;17:45;14.733,25;7.882;190
18.11.2023;17:45;18:00;14.712,75;7.673,25;246,25
18.11.2023;18:00;18:15;14.763,25;7.634;113,75
